Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543312800.0 101.0 95 NA NA NA NA NA 161 NA NA NA NA NA 906 NA NA NA NA NA 1979 NA NA NA NA NA
1543312800.0 1010.0 NA 36 44 0 NA NA NA 87 99 0 NA NA NA 126 208 126 NA NA NA 394 1135 298 NA NA
1543312800.0 102.0 93 NA NA NA NA NA 161 NA NA NA NA NA 767 NA NA NA NA NA 1165 NA NA NA NA NA
1543312800.0 1020.0 NA 83 24 0 75 NA NA 143 70 0 144 NA NA 265 104 80 282 NA NA 463 265 510 884 NA
1543312800.0 103.0 75 99 278 NA NA NA 179 540 404 NA NA NA 1219 526 1521 NA NA NA 1886 739 2523 NA NA NA
1543312800.0 1030.0 NA 195 59 0 0 NA NA 378 104 0 0 NA NA 6989 244 59 62 NA NA 2445 301 133 124 NA
1543312800.0 1040.0 NA 355 37 0 NA NA NA 540 74 0 NA NA NA 10157 133 106 NA NA NA 3939 2578 156 NA NA
1543312800.0 1040.1 NA 78 37 0 NA NA NA 129 75 0 NA NA NA 328 132 126 NA NA NA 729 444 222 NA NA
1543312800.0 105.0 82 113 42 NA NA NA 192 583 76 NA NA NA 1630 610 109 NA NA NA 1024 476 174 NA NA NA
1543312800.0 106.0 48 0 0 NA NA NA 105 0 0 NA NA NA 736 303 1191 NA NA NA 923 439 1802 NA NA NA
1543312800.0 107.0 105 112 272 NA NA NA 215 581 429 NA NA NA 2368 592 1578 NA NA NA 1186 608 2580 NA NA NA
1543312800.0 108.0 106 113 291 NA NA NA 218 584 417 NA NA NA 3870 560 1642 NA NA NA 1900 786 2120 NA NA NA
1543312800.0 10871.0 NA 314 414 0 105 168 NA 673 624 0 153 240 NA 1725 1890 1649 401 564 NA 1426 1645 1746 541 752
1543312800.0 109.0 106 111 291 NA NA NA 219 586 456 NA NA NA 2602 543 1690 NA NA NA 1336 781 1884 NA NA NA
1543312800.0 110.0 63 99 278 NA NA NA 134 581 449 NA NA NA 911 552 1435 NA NA NA 1207 892 2182 NA NA NA
1543312800.0 111.0 93 104 279 NA NA NA 187 585 445 NA NA NA 1606 477 1504 NA NA NA 1217 872 2269 NA NA NA
1543312800.0 112.0 107 105 291 NA NA NA 202 586 421 NA NA NA 2269 649 1555 NA NA NA 1375 595 1878 NA NA NA
1543312800.0 113.0 91 108 284 NA NA NA 215 586 411 NA NA NA 2039 599 1540 NA NA NA 1398 505 1662 NA NA NA
1543312800.0 114.0 108 110 285 NA NA NA 216 539 429 NA NA NA 2423 507 1512 NA NA NA 1280 500 1724 NA NA NA
1543312800.0 115.0 84 120 287 NA NA NA 210 583 417 NA NA NA 2438 573 1617 NA NA NA 1540 409 1677 NA NA NA
1543312800.0 116.0 113 114 288 NA NA NA 216 583 441 NA NA NA 3001 512 1648 NA NA NA 1371 424 1655 NA NA NA
1543312800.0 117.0 100 108 296 NA NA NA 216 583 434 NA NA NA 3523 598 1622 NA NA NA 1637 645 1781 NA NA NA
1543312800.0 118.0 101 106 287 NA NA NA 209 586 450 NA NA NA 3397 606 1696 NA NA NA 1535 914 1702 NA NA NA
1543312800.0 119.0 108 110 281 NA NA NA 213 538 427 NA NA NA 2054 612 1490 NA NA NA 1361 492 1670 NA NA NA
1543312800.0 120.0 62 102 274 NA NA NA 144 541 396 NA NA NA 906 515 1431 NA NA NA 1242 487 1901 NA NA NA
1543312800.0 12024.0 75 182 379 0 NA NA 132 560 562 0 NA NA 3030 694 1654 909 NA NA 1194 462 1768 1037 NA NA
1543312800.0 121.0 110 114 286 NA NA NA 223 584 419 NA NA NA 3249 589 1638 NA NA NA 1740 713 1716 NA NA NA
1543312800.0 122.0 49 0 0 NA NA NA 107 0 0 NA NA NA 468 303 1276 NA NA NA 688 342 2725 NA NA NA
1543312800.0 123.3 239 NA NA NA NA NA 681 NA NA NA NA NA 1080 NA NA NA NA NA 1043 NA NA NA NA NA
1543312800.0 124.4 292 NA NA NA NA NA 683 NA NA NA NA NA 1155 NA NA NA NA NA 1162 NA NA NA NA NA
1543312800.0 13.0 NA 110 297 0 NA NA NA 590 421 0 NA NA NA 590 1910 555 NA NA NA 1947 2975 973 NA NA
1543312800.0 1325.5 NA 178 0 NA NA NA NA 273 0 NA NA NA NA 4250 132 NA NA NA NA 4923 220 NA NA NA
1543312800.0 1325.6 NA 157 NA NA NA NA NA 258 NA NA NA NA NA 2168 NA NA NA NA NA 4149 NA NA NA NA
1543312800.0 1325.7 NA 171 0 NA NA NA NA 249 0 NA NA NA NA 2925 111 NA NA NA NA 4868 221 NA NA NA
1543312800.0 1325.8 NA 173 0 NA NA NA NA 259 0 NA NA NA NA 2444 109 NA NA NA NA 3234 247 NA NA NA
1543312800.0 134.702 NA 40 336 0 NA NA NA 106 475 0 NA NA NA 244 5332 605 NA NA NA 205 2620 741 NA NA
1543312800.0 134.705 NA 49 364 0 NA NA NA 105 512 0 NA NA NA 295 5518 657 NA NA NA 590 2487 763 NA NA
1543312800.0 134.706 NA 54 349 0 NA NA NA 112 491 0 NA NA NA 270 5628 685 NA NA NA 301 2667 747 NA NA
1543312800.0 134.804 NA 47 352 0 NA NA NA 109 499 0 NA NA NA 270 6270 625 NA NA NA 305 2843 720 NA NA
1543312800.0 134.805 NA 54 350 0 NA NA NA 113 505 0 NA NA NA 301 6169 636 NA NA NA 608 2736 721 NA NA
1543312800.0 134.806 NA 44 352 0 NA NA NA 116 506 0 NA NA NA 272 6862 591 NA NA NA 261 3046 662 NA NA
1543312800.0 134.807 NA 143 382 0 NA NA NA 226 560 0 NA NA NA 1119 7204 738 NA NA NA 620 3106 855 NA NA
1543312800.0 134.808 NA 146 397 0 NA NA NA 219 561 0 NA NA NA 1173 7407 677 NA NA NA 772 3215 785 NA NA
1543312800.0 134.811 NA 49 349 0 NA NA NA 106 492 0 NA NA NA 249 6379 605 NA NA NA 199 2804 657 NA NA
1543312800.0 134.908 NA 143 381 0 NA NA NA 216 559 0 NA NA NA 943 5542 643 NA NA NA 511 2711 733 NA NA
1543312800.0 134.99601 NA 50 347 0 NA NA NA 106 502 0 NA NA NA 264 6917 610 NA NA NA 225 2991 664 NA NA
1543312800.0 135.8 181 NA NA NA NA NA 275 NA NA NA NA NA 375 NA NA NA NA NA 640 NA NA NA NA NA
1543312800.0 136.739 NA 99 403 0 NA NA NA 161 585 0 NA NA NA 553 13190 745 NA NA NA 880 4812 875 NA NA
1543312800.0 136.74 NA 92 447 0 NA NA NA 158 660 0 NA NA NA 520 11705 707 NA NA NA 539 4518 762 NA NA
1543312800.0 136.746 NA 88 370 0 NA NA NA 159 531 0 NA NA NA 658 11060 737 NA NA NA 671 4205 973 NA NA
1543312800.0 136.748 NA 92 369 0 NA NA NA 162 536 0 NA NA NA 526 10546 712 NA NA NA 496 4757 797 NA NA
1543312800.0 136.749 NA 95 363 0 NA NA NA 165 568 0 NA NA NA 653 11642 736 NA NA NA 917 4329 886 NA NA
1543312800.0 136.75 NA 96 382 0 NA NA NA 166 590 0 NA NA NA 574 13341 718 NA NA NA 917 5043 805 NA NA
1543312800.0 136.751 NA 91 399 0 NA NA NA 160 626 0 NA NA NA 554 13600 742 NA NA NA 1919 4755 940 NA NA
1543312800.0 136.755 NA 94 402 0 NA NA NA 160 626 0 NA NA NA 545 12416 762 NA NA NA 573 4631 1235 NA NA
