Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543226400.0 1.0 93 118 219 NA NA NA 203 585 334 NA NA NA 1436 381 787 NA NA NA 943 298 1385 NA NA NA
1543226400.0 10001.0 NA 170 255 0 76 NA NA 562 527 0 126 NA NA 697 1637 949 306 NA NA 723 2138 1158 353 NA
1543226400.0 10002.0 NA 169 373 0 84 NA NA 562 559 0 134 NA NA 684 1541 949 291 NA NA 508 1640 1066 471 NA
1543226400.0 10003.0 NA 169 366 0 83 NA NA 566 535 0 130 NA NA 702 1500 969 318 NA NA 687 1852 1066 632 NA
1543226400.0 10004.0 NA 176 360 0 74 NA NA 519 569 0 131 NA NA 562 1514 993 750 NA NA 424 1625 1102 996 NA
1543226400.0 10005.0 NA 172 353 0 81 NA NA 564 539 0 131 NA NA 556 1519 947 272 NA NA 423 1777 1107 609 NA
1543226400.0 10006.0 NA 170 366 0 80 NA NA 520 551 0 132 NA NA 736 1482 940 266 NA NA 745 1644 1062 693 NA
1543226400.0 10007.0 NA 171 339 0 77 NA NA 610 567 0 123 NA NA 614 1561 940 250 NA NA 458 1670 1018 394 NA
1543226400.0 10008.0 NA 173 359 0 78 NA NA 609 548 0 133 NA NA 649 1561 940 231 NA NA 521 1644 1051 362 NA
1543226400.0 10009.0 NA 169 379 0 76 NA NA 608 569 0 126 NA NA 751 1557 976 259 NA NA 512 1617 1121 528 NA
1543226400.0 10023.0 NA 157 356 0 74 NA NA 610 540 0 122 NA NA 721 1504 978 256 NA NA 570 1655 1089 698 NA
1543226400.0 10024.0 NA 172 340 0 78 NA NA 605 576 0 132 NA NA 814 1851 957 371 NA NA 541 1945 1071 433 NA
1543226400.0 10024.1 NA 185 202 0 NA NA NA 604 338 0 NA NA NA 800 810 316 NA NA NA 557 1198 398 NA NA
1543226400.0 10024.2 NA 181 372 0 NA NA NA 611 542 0 NA NA NA 679 1806 985 NA NA NA 475 1855 1132 NA NA
1543226400.0 10024.3 NA 183 185 0 NA NA NA 609 336 0 NA NA NA 683 728 290 NA NA NA 436 931 401 NA NA
1543226400.0 10024.4 NA 182 364 0 NA NA NA 564 562 0 NA NA NA 700 1791 956 NA NA NA 468 1759 1060 NA NA
1543226400.0 10024.5 NA 174 143 0 NA NA NA 609 230 0 NA NA NA 877 489 124 NA NA NA 785 748 204 NA NA
1543226400.0 10025.0 NA 171 370 0 80 NA NA 610 561 0 133 NA NA 802 1572 957 271 NA NA 485 1749 1058 548 NA
1543226400.0 10026.0 NA 201 321 0 84 NA NA 609 586 0 137 NA NA 688 2232 1017 278 NA NA 434 2307 1111 531 NA
1543226400.0 10042.0 NA 177 366 0 77 NA NA 612 576 0 129 NA NA 679 1623 976 236 NA NA 454 1676 1065 370 NA
1543226400.0 10059.0 NA 183 389 0 76 NA NA 566 568 0 134 NA NA 854 2183 1007 559 NA NA 562 1749 1111 659 NA
1543226400.0 10071.0 NA 172 369 0 86 NA NA 607 551 0 131 NA NA 961 1721 980 327 NA NA 830 1646 1085 563 NA
1543226400.0 101.0 88 NA NA NA NA NA 161 NA NA NA NA NA 888 NA NA NA NA NA 1114 NA NA NA NA NA
1543226400.0 1010.0 NA 40 44 0 NA NA NA 88 99 0 NA NA NA 182 292 143 NA NA NA 689 664 224 NA NA
1543226400.0 102.0 100 NA NA NA NA NA 177 NA NA NA NA NA 780 NA NA NA NA NA 1209 NA NA NA NA NA
1543226400.0 1020.0 NA 78 23 0 74 NA NA 147 70 0 142 NA NA 373 198 96 350 NA NA 625 777 298 699 NA
1543226400.0 10224.0 NA 329 601 0 NA NA NA 579 840 0 NA NA NA 3001 4066 1012 NA NA NA 1851 2590 1082 NA NA
1543226400.0 103.0 84 107 289 NA NA NA 174 583 415 NA NA NA 1387 376 1473 NA NA NA 1641 402 1627 NA NA NA
1543226400.0 1040.1 NA 68 32 0 NA NA NA 128 75 0 NA NA NA 490 172 152 NA NA NA 994 401 227 NA NA
1543226400.0 10424.0 NA 179 368 0 NA NA NA 563 540 0 NA NA NA 672 1748 1004 NA NA NA 438 1756 1228 NA NA
1543226400.0 105.0 92 107 34 NA NA NA 199 583 76 NA NA NA 1357 664 114 NA NA NA 897 485 197 NA NA NA
1543226400.0 106.0 57 0 0 NA NA NA 108 0 0 NA NA NA 829 313 1165 NA NA NA 976 549 1377 NA NA NA
1543226400.0 107.0 97 121 285 NA NA NA 210 582 442 NA NA NA 2492 534 1649 NA NA NA 1355 408 1795 NA NA NA
1543226400.0 108.0 105 120 297 NA NA NA 216 585 439 NA NA NA 3948 726 1676 NA NA NA 1664 474 1988 NA NA NA
1543226400.0 10801.0 NA 269 385 0 94 147 NA 649 589 0 144 218 NA 1817 1705 1727 417 577 NA 2227 1879 1884 563 711
1543226400.0 10802.0 NA 273 391 0 97 154 NA 625 577 0 145 239 NA 1985 1868 1788 416 620 NA 1850 2102 1939 557 713
1543226400.0 10803.0 NA 268 384 0 94 146 NA 629 576 0 150 239 NA 1831 1835 1739 522 614 NA 1755 1859 1986 622 700
1543226400.0 10804.0 NA 273 388 0 96 147 NA 644 571 0 138 229 NA 1845 1713 1854 445 559 NA 2194 1802 2074 542 617
1543226400.0 10805.0 NA 268 396 0 82 148 NA 684 582 0 147 236 NA 1837 1827 1703 431 623 NA 1915 2105 1829 516 778
1543226400.0 10806.0 NA 280 379 0 93 129 NA 711 559 0 143 199 NA 1814 1821 1722 404 584 NA 1917 2067 1824 520 648
