Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543442400.0 101.0 103 NA NA NA NA 161 NA NA NA NA 839 NA NA NA NA 1205 NA NA NA NA
1543442400.0 102.0 109 NA NA NA NA 177 NA NA NA NA 732 NA NA NA NA 1544 NA NA NA NA
1543442400.0 1020.0 NA 75 32 0 74 NA 141 70 0 144 NA 304 138 86 346 NA 563 480 176 578
1543442400.0 1325.7 NA 158 0 NA NA NA 258 0 NA NA NA 3055 158 NA NA NA 5180 511 NA NA
1543442400.0 134.813 NA 180 76 0 NA NA 277 115 0 NA NA 1150 260 363 NA NA 1937 391 644 NA
1543442400.0 135.2 271 0 144 NA NA 688 0 223 NA NA 1423 302 638 NA NA 2858 546 752 NA NA
1543442400.0 135.8 181 NA NA NA NA 275 NA NA NA NA 574 NA NA NA NA 868 NA NA NA NA
1543442400.0 136.733 NA 182 70 0 NA NA 298 130 0 NA NA 1089 337 299 NA NA 1194 613 677 NA
1543442400.0 136.7611 NA 198 0 NA NA NA 290 0 NA NA NA 5075 154 NA NA NA 5194 422 NA NA
1543442400.0 136.763 NA 101 377 0 NA NA 158 598 0 NA NA 627 16789 885 NA NA 947 8512 1403 NA
1543442400.0 136.7721 NA 186 0 NA NA NA 298 0 NA NA NA 4793 153 NA NA NA 5220 422 NA NA
1543442400.0 136.7722 NA 168 0 NA NA NA 261 0 NA NA NA 1313 142 NA NA NA 1968 404 NA NA
1543442400.0 136.7802 NA 83 0 NA NA NA 136 0 NA NA NA 361 253 NA NA NA 997 594 NA NA
1543442400.0 2017.8 193 NA NA NA NA 319 NA NA NA NA 565 NA NA NA NA 970 NA NA NA NA
1543442400.0 531.0 74 0 NA NA NA 195 0 NA NA NA 198 152 NA NA NA 303 254 NA NA NA
1543442400.0 545.0 55 0 NA NA NA 99 0 NA NA NA 324 176 NA NA NA 442 453 NA NA NA
1543442400.0 554.0 22 43 0 NA NA 63 94 0 NA NA 2258 210 190 NA NA 3383 366 534 NA NA
1543442400.0 560.0 42 0 NA NA NA 86 0 NA NA NA 236 158 NA NA NA 678 325 NA NA NA
1543442400.0 561.0 45 0 NA NA NA 87 0 NA NA NA 242 175 NA NA NA 628 552 NA NA NA
