Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543399200.0 1.0 91 103 195 NA NA NA 195 540 305 NA NA NA 3399 1500 2011 NA NA NA 1829 1475 3166 NA NA NA
1543399200.0 101.0 92 NA NA NA NA NA 161 NA NA NA NA NA 883 NA NA NA NA NA 1306 NA NA NA NA NA
1543399200.0 1010.0 NA 39 44 0 NA NA NA 84 100 0 NA NA NA 191 352 169 NA NA NA 774 647 328 NA NA
1543399200.0 102.0 88 NA NA NA NA NA 161 NA NA NA NA NA 826 NA NA NA NA NA 1168 NA NA NA NA NA
1543399200.0 1020.0 NA 77 28 0 77 NA NA 142 70 0 146 NA NA 341 188 119 343 NA NA 548 510 432 618 NA
1543399200.0 103.0 76 97 282 NA NA NA 154 586 406 NA NA NA 1303 574 1496 NA NA NA 1527 799 1917 NA NA NA
1543399200.0 1030.0 NA 184 57 0 0 NA NA 407 101 0 0 NA NA 11878 479 128 90 NA NA 5602 1037 610 437 NA
1543399200.0 1040.0 NA 342 37 0 NA NA NA 558 75 0 NA NA NA 17408 181 170 NA NA NA 5892 362 341 NA NA
1543399200.0 1040.1 NA 73 37 0 NA NA NA 128 75 0 NA NA NA 502 193 208 NA NA NA 1555 720 793 NA NA
1543399200.0 105.0 79 118 34 NA NA NA 195 583 75 NA NA NA 1996 524 105 NA NA NA 1814 410 180 NA NA NA
1543399200.0 106.0 49 0 0 NA NA NA 109 0 0 NA NA NA 800 303 1234 NA NA NA 1328 384 1781 NA NA NA
1543399200.0 107.0 89 116 291 NA NA NA 210 584 436 NA NA NA 2845 510 1563 NA NA NA 1625 420 1684 NA NA NA
1543399200.0 108.0 105 115 296 NA NA NA 210 584 414 NA NA NA 3568 536 1656 NA NA NA 1954 415 1719 NA NA NA
1543399200.0 10803.0 NA 267 393 0 88 153 NA 685 549 0 143 233 NA 1994 1986 1867 558 693 NA 2259 1955 2082 570 1011
