Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1542794400.0 1.0 60 70 155 NA NA NA NA NA 114 136 234 NA NA NA NA NA 1394 394 876 NA NA NA NA NA 1685 550 1102 NA NA NA NA NA
1542794400.0 10.0 NA 98 231 0 NA NA NA NA NA 155 315 0 NA NA NA NA NA 2557 3115 579 NA NA NA NA NA 2936 3367 698 NA NA NA NA
1542794400.0 1000.0 NA 231 153 0 44 NA NA NA NA 319 246 0 85 NA NA NA NA 3234 1516 884 359 NA NA NA NA 3758 2025 1057 561 NA NA NA
1542794400.0 10001.0 NA 174 308 72 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1642 2038 434 2396 NA NA NA NA 2087 2447 649 2583 NA NA NA
1542794400.0 10002.0 NA 158 299 77 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1684 2010 418 2581 NA NA NA NA 2001 2455 612 2708 NA NA NA
1542794400.0 10003.0 NA 160 306 73 0 NA NA NA NA 241 408 115 0 NA NA NA NA 1624 2055 426 2363 NA NA NA NA 1920 2361 615 2494 NA NA NA
1542794400.0 10004.0 NA 158 306 74 0 NA NA NA NA 238 408 115 0 NA NA NA NA 1581 2309 511 2212 NA NA NA NA 1957 2625 704 2371 NA NA NA
1542794400.0 10005.0 NA 158 298 82 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1646 2141 436 2396 NA NA NA NA 1964 2503 623 2597 NA NA NA
1542794400.0 10006.0 NA 150 303 73 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1628 2071 431 2183 NA NA NA NA 2154 2405 780 2524 NA NA NA
1542794400.0 10007.0 NA 155 311 83 0 NA NA NA NA 239 408 128 0 NA NA NA NA 1511 2184 466 2201 NA NA NA NA 1978 2471 650 2407 NA NA NA
1542794400.0 10008.0 NA 169 309 83 0 NA NA NA NA 239 408 127 0 NA NA NA NA 1762 2175 471 2364 NA NA NA NA 1952 2644 694 2561 NA NA NA
1542794400.0 10009.0 NA 157 313 88 0 NA NA NA NA 240 408 127 0 NA NA NA NA 1719 2257 521 2195 NA NA NA NA 2070 2532 743 2282 NA NA NA
1542794400.0 1001.0 NA 208 111 0 0 0 0 0 NA 268 153 0 0 0 0 0 NA 2938 587 93 148 363 172 369 NA 3454 794 208 225 457 272 459
1542794400.0 1002.0 NA 238 72 NA NA NA NA NA NA 310 118 NA NA NA NA NA NA 2803 382 NA NA NA NA NA NA 3181 637 NA NA NA NA NA
1542794400.0 10023.0 NA 157 316 80 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1569 2256 435 2454 NA NA NA NA 1859 2565 700 2648 NA NA NA
1542794400.0 10024.0 NA 173 321 90 0 NA NA NA NA 255 411 130 0 NA NA NA NA 1725 2588 504 2216 NA NA NA NA 2224 2857 683 2303 NA NA NA
1542794400.0 10024.1 NA 185 158 0 NA NA NA NA NA 255 212 0 NA NA NA NA NA 1908 1145 384 NA NA NA NA NA 2194 1441 524 NA NA NA NA
1542794400.0 10024.2 NA 174 311 0 NA NA NA NA NA 255 409 0 NA NA NA NA NA 1965 2358 2268 NA NA NA NA NA 2156 2743 2438 NA NA NA NA
1542794400.0 10024.3 NA 177 155 0 NA NA NA NA NA 255 205 0 NA NA NA NA NA 1838 1067 380 NA NA NA NA NA 2064 1376 494 NA NA NA NA
1542794400.0 10024.4 NA 190 317 0 NA NA NA NA NA 255 411 0 NA NA NA NA NA 2041 2791 2220 NA NA NA NA NA 2419 3091 2456 NA NA NA NA
1542794400.0 10024.5 NA 183 162 0 NA NA NA NA NA 254 212 0 NA NA NA NA NA 2071 987 405 NA NA NA NA NA 2286 1322 494 NA NA NA NA
1542794400.0 10024.6 NA 178 314 0 NA NA NA NA NA 255 409 0 NA NA NA NA NA 1838 2290 2322 NA NA NA NA NA 2057 2669 2468 NA NA NA NA
1542794400.0 10025.0 NA 164 303 82 0 NA NA NA NA 246 409 115 0 NA NA NA NA 1851 2215 529 2140 NA NA NA NA 2074 2586 753 2342 NA NA NA
1542794400.0 10026.0 NA 186 321 85 0 NA NA NA NA 257 411 126 0 NA NA NA NA 1836 2694 436 2291 NA NA NA NA 2298 2985 655 2492 NA NA NA
1542794400.0 1003.0 NA 199 0 NA NA NA NA NA NA 263 0 NA NA NA NA NA NA 3762 603 NA NA NA NA NA NA 4287 928 NA NA NA NA NA
1542794400.0 1004.0 NA 177 94 0 0 0 0 NA NA 236 137 0 0 0 0 NA NA 1022 354 93 149 364 382 NA NA 1516 805 170 243 464 499 NA
1542794400.0 10042.0 NA 184 312 84 0 NA NA NA NA 246 409 129 0 NA NA NA NA 1664 2361 467 2146 NA NA NA NA 1862 2635 701 2310 NA NA NA
1542794400.0 10059.0 NA 174 321 92 0 NA NA NA NA 260 411 126 0 NA NA NA NA 1786 3025 456 2255 NA NA NA NA 2330 3445 698 2454 NA NA NA
1542794400.0 10071.0 NA 180 310 77 0 NA NA NA NA 247 409 116 0 NA NA NA NA 1536 1987 387 2029 NA NA NA NA 1910 2263 553 2134 NA NA NA
1542794400.0 101.0 83 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 1050 NA NA NA NA NA NA NA 1213 NA NA NA NA NA NA NA
1542794400.0 1010.0 NA 25 33 0 NA NA NA NA NA 69 81 0 NA NA NA NA NA 142 189 194 NA NA NA NA NA 360 667 290 NA NA NA NA
1542794400.0 102.0 86 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 785 NA NA NA NA NA NA NA 913 NA NA NA NA NA NA NA
1542794400.0 1020.0 NA 35 NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA 312 NA NA NA NA NA NA NA 563 NA NA NA NA NA NA
1542794400.0 10224.0 NA 242 400 0 NA NA NA NA NA 340 517 0 NA NA NA NA NA 4297 4816 2016 NA NA NA NA NA 5231 5423 2128 NA NA NA NA
1542794400.0 10225.0 NA 252 407 0 NA NA NA NA NA 339 527 0 NA NA NA NA NA 4534 4872 2038 NA NA NA NA NA 5394 5884 2158 NA NA NA NA
1542794400.0 103.0 43 0 0 NA NA NA NA NA 87 0 0 NA NA NA NA NA 443 164 1296 NA NA NA NA NA 598 309 1618 NA NA NA NA NA
1542794400.0 1030.0 NA 136 36 0 NA NA NA NA NA 244 80 0 NA NA NA NA NA 12074 278 88 NA NA NA NA NA 12671 488 164 NA NA NA NA
1542794400.0 10424.0 NA 178 320 0 NA NA NA NA NA 255 410 0 NA NA NA NA NA 1617 2008 2003 NA NA NA NA NA 2977 2283 3236 NA NA NA NA
1542794400.0 105.0 61 73 29 NA NA NA NA NA 114 136 62 NA NA NA NA NA 1676 439 121 NA NA NA NA NA 1844 592 220 NA NA NA NA NA
1542794400.0 106.0 43 0 0 NA NA NA NA NA 87 0 0 NA NA NA NA NA 433 161 1301 NA NA NA NA NA 597 268 1598 NA NA NA NA NA
1542794400.0 107.0 61 73 220 NA NA NA NA NA 115 136 295 NA NA NA NA NA 2889 455 1611 NA NA NA NA NA 3284 667 1992 NA NA NA NA NA
1542794400.0 108.0 63 74 221 NA NA NA NA NA 117 136 298 NA NA NA NA NA 4594 477 1559 NA NA NA NA NA 5279 662 1850 NA NA NA NA NA
1542794400.0 10823.0 56 156 300 73 0 NA NA NA 99 229 408 114 0 NA NA NA 873 1399 1925 413 2000 NA NA NA 1141 1683 2286 689 2121 NA NA NA
1542794400.0 10824.0 55 162 307 84 0 NA NA NA 103 239 409 128 0 NA NA NA 4310 1604 2140 394 1957 NA NA NA 4822 1940 2389 523 2091 NA NA NA
1542794400.0 10825.0 54 165 313 73 0 NA NA NA 101 236 409 115 0 NA NA NA 3320 1415 2046 375 1926 NA NA NA 3728 1739 2398 535 2039 NA NA NA
1542794400.0 10826.0 62 169 316 86 0 NA NA NA 105 241 409 126 0 NA NA NA 6922 1694 2279 395 1948 NA NA NA 7584 2015 2527 527 2076 NA NA NA
1542794400.0 10842.0 53 159 313 87 0 NA NA NA 101 233 409 128 0 NA NA NA 1185 1410 1829 394 2025 NA NA NA 1497 1866 2072 531 2163 NA NA NA
1542794400.0 109.0 62 75 222 NA NA NA NA NA 117 136 298 NA NA NA NA NA 4326 477 1555 NA NA NA NA NA 4864 642 1757 NA NA NA NA NA
1542794400.0 11.0 NA 83 235 0 56 NA NA NA NA 144 319 0 99 NA NA NA NA 2022 1519 619 244 NA NA NA NA 2372 1808 710 445 NA NA NA
1542794400.0 110.0 50 77 219 NA NA NA NA NA 95 136 292 NA NA NA NA NA 576 412 1526 NA NA NA NA NA 832 561 1880 NA NA NA NA NA
1542794400.0 1102.0 NA 96 241 124 73 NA NA NA NA 152 313 182 157 NA NA NA NA 3157 4236 1684 319 NA NA NA NA 4022 4578 1977 401 NA NA NA
1542794400.0 111.0 63 73 219 NA NA NA NA NA 115 136 296 NA NA NA NA NA 1765 361 1552 NA NA NA NA NA 2027 539 1911 NA NA NA NA NA
1542794400.0 112.0 57 73 217 NA NA NA NA NA 115 136 295 NA NA NA NA NA 3285 479 1607 NA NA NA NA NA 3741 673 1936 NA NA NA NA NA
1542794400.0 11224.0 55 167 308 0 NA NA NA NA 103 238 408 0 NA NA NA NA 4229 1681 2082 2009 NA NA NA NA 5089 2104 2312 2182 NA NA NA NA
1542794400.0 113.0 69 74 225 NA NA NA NA NA 117 136 297 NA NA NA NA NA 3895 494 1651 NA NA NA NA NA 4472 693 2040 NA NA NA NA NA
1542794400.0 114.0 63 73 218 NA NA NA NA NA 116 136 297 NA NA NA NA NA 3468 478 1640 NA NA NA NA NA 3942 680 2027 NA NA NA NA NA
1542794400.0 115.0 64 73 219 NA NA NA NA NA 117 136 298 NA NA NA NA NA 3599 484 1730 NA NA NA NA NA 4073 673 2173 NA NA NA NA NA
1542794400.0 116.0 64 74 220 NA NA NA NA NA 116 136 297 NA NA NA NA NA 3992 477 1559 NA NA NA NA NA 4467 695 1874 NA NA NA NA NA
1542794400.0 11623.0 52 159 310 74 0 NA NA NA 95 231 411 114 0 NA NA NA 734 1591 2039 421 2005 NA NA NA 917 1920 2289 597 2113 NA NA NA
1542794400.0 11624.0 54 166 317 90 0 NA NA NA 99 241 412 130 0 NA NA NA 3773 1669 2352 558 2069 NA NA NA 4224 1971 2600 721 2189 NA NA NA
1542794400.0 11625.0 59 171 313 73 0 NA NA NA 97 237 412 115 0 NA NA NA 2723 1652 2219 417 2013 NA NA NA 3177 1973 2517 620 2200 NA NA NA
1542794400.0 11626.0 61 174 314 81 0 NA NA NA 101 250 413 116 0 NA NA NA 6746 2021 2979 478 2121 NA NA NA 8751 2407 3736 761 2245 NA NA NA
1542794400.0 11642.0 52 168 306 92 0 NA NA NA 97 234 412 129 0 NA NA NA 1079 1555 2137 527 2082 NA NA NA 1296 1912 2559 717 2187 NA NA NA
1542794400.0 117.0 62 74 223 NA NA NA NA NA 116 136 298 NA NA NA NA NA 4950 494 1550 NA NA NA NA NA 5463 668 1816 NA NA NA NA NA
1542794400.0 118.0 63 76 220 NA NA NA NA NA 117 136 299 NA NA NA NA NA 4783 500 1726 NA NA NA NA NA 5485 671 2065 NA NA NA NA NA
1542794400.0 119.0 60 73 221 NA NA NA NA NA 115 136 295 NA NA NA NA NA 2709 439 1567 NA NA NA NA NA 3022 607 1882 NA NA NA NA NA
1542794400.0 12.0 NA 101 242 0 NA NA NA NA NA 152 315 0 NA NA NA NA NA 2387 2984 592 NA NA NA NA NA 2755 3256 695 NA NA NA NA
1542794400.0 120.0 51 70 215 NA NA NA NA NA 101 136 292 NA NA NA NA NA 509 436 1498 NA NA NA NA NA 712 628 1800 NA NA NA NA NA
1542794400.0 12024.0 54 169 309 0 NA NA NA NA 99 242 412 0 NA NA NA NA 3828 1770 2292 2091 NA NA NA NA 5078 2101 2536 2248 NA NA NA NA
1542794400.0 121.0 64 75 226 NA NA NA NA NA 117 136 298 NA NA NA NA NA 4672 482 1668 NA NA NA NA NA 5123 651 1919 NA NA NA NA NA
1542794400.0 122.0 55 72 216 NA NA NA NA NA 108 136 292 NA NA NA NA NA 687 272 1451 NA NA NA NA NA 886 432 1801 NA NA NA NA NA
1542794400.0 123.1 199 NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA 961 NA NA NA NA NA NA NA 1165 NA NA NA NA NA NA NA
1542794400.0 123.2 191 NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA 1266 NA NA NA NA NA NA NA 1680 NA NA NA NA NA NA NA
1542794400.0 123.3 169 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 951 NA NA NA NA NA NA NA 1188 NA NA NA NA NA NA NA
1542794400.0 124.1 184 NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA 980 NA NA NA NA NA NA NA 1222 NA NA NA NA NA NA NA
1542794400.0 124.2 190 NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA 1178 NA NA NA NA NA NA NA 1460 NA NA NA NA NA NA NA
1542794400.0 124.4 186 NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA 1033 NA NA NA NA NA NA NA 1276 NA NA NA NA NA NA NA
