Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1541890800.0 1.0 61 78 159 NA NA NA NA NA 114 136 233 NA NA NA NA NA 1411 373 894 NA NA NA NA NA 1618 506 1260 NA NA NA NA NA
1541890800.0 10.0 NA 104 233 0 NA NA NA NA NA 155 315 0 NA NA NA NA NA 2281 3391 775 NA NA NA NA NA 2567 3742 939 NA NA NA NA
1541890800.0 1000.0 NA 231 152 0 49 NA NA NA NA 319 245 0 85 NA NA NA NA 2943 1529 931 361 NA NA NA NA 3735 2275 1219 566 NA NA NA
1541890800.0 10001.0 NA 154 302 78 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1124 1545 341 1742 NA NA NA NA 1312 1854 521 1887 NA NA NA
1541890800.0 10002.0 NA 158 316 73 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1137 1536 336 1748 NA NA NA NA 1362 1782 541 1874 NA NA NA
1541890800.0 10003.0 NA 167 309 74 0 NA NA NA NA 241 408 115 0 NA NA NA NA 1148 1563 353 1744 NA NA NA NA 1377 1737 571 1876 NA NA NA
1541890800.0 10004.0 NA 162 314 73 0 NA NA NA NA 238 408 115 0 NA NA NA NA 1107 1533 335 1732 NA NA NA NA 1454 1848 514 1932 NA NA NA
1541890800.0 10005.0 NA 172 300 73 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1098 1536 336 1737 NA NA NA NA 1298 1817 516 1887 NA NA NA
1541890800.0 10006.0 NA 151 289 73 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1108 1580 329 1745 NA NA NA NA 3216 2309 475 1861 NA NA NA
1541890800.0 10007.0 NA 173 307 93 0 NA NA NA NA 239 408 128 0 NA NA NA NA 1139 1585 352 1750 NA NA NA NA 1388 1838 504 1842 NA NA NA
1541890800.0 10008.0 NA 174 307 89 0 NA NA NA NA 239 408 127 0 NA NA NA NA 1148 1619 366 1748 NA NA NA NA 1316 1925 574 1886 NA NA NA
1541890800.0 10009.0 NA 165 306 90 0 NA NA NA NA 240 408 127 0 NA NA NA NA 1143 1628 348 1760 NA NA NA NA 1381 1866 502 1866 NA NA NA
1541890800.0 1001.0 NA 206 110 0 0 0 0 0 NA 268 153 0 0 0 0 0 NA 2470 624 112 174 391 182 351 NA 2988 1009 235 313 543 351 452
1541890800.0 1002.0 NA 238 68 NA NA NA NA NA NA 310 118 NA NA NA NA NA NA 3371 430 NA NA NA NA NA NA 3768 539 NA NA NA NA NA
1541890800.0 10023.0 NA 156 300 82 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1142 1628 328 1741 NA NA NA NA 1473 2034 472 1869 NA NA NA
1541890800.0 10024.0 NA 184 319 85 0 NA NA NA NA 254 411 129 0 NA NA NA NA 1263 1786 356 1796 NA NA NA NA 1545 1996 522 1899 NA NA NA
1541890800.0 10024.1 NA 186 159 0 NA NA NA NA NA 255 212 0 NA NA NA NA NA 1280 734 311 NA NA NA NA NA 1447 984 402 NA NA NA NA
1541890800.0 10024.2 NA 172 314 0 NA NA NA NA NA 255 409 0 NA NA NA NA NA 1281 1807 1743 NA NA NA NA NA 1452 2052 1882 NA NA NA NA
1541890800.0 10024.3 NA 186 153 0 NA NA NA NA NA 255 205 0 NA NA NA NA NA 1271 731 279 NA NA NA NA NA 1454 989 380 NA NA NA NA
1541890800.0 10024.4 NA 178 319 0 NA NA NA NA NA 254 411 0 NA NA NA NA NA 1283 1795 1835 NA NA NA NA NA 1606 2039 1964 NA NA NA NA
1541890800.0 10024.5 NA 183 160 0 NA NA NA NA NA 254 212 0 NA NA NA NA NA 1259 743 309 NA NA NA NA NA 1436 997 415 NA NA NA NA
1541890800.0 10024.6 NA 174 314 0 NA NA NA NA NA 254 409 0 NA NA NA NA NA 1291 1795 1750 NA NA NA NA NA 1523 2040 1886 NA NA NA NA
1541890800.0 10025.0 NA 180 310 74 0 NA NA NA NA 246 409 115 0 NA NA NA NA 1171 1684 352 1777 NA NA NA NA 1468 1978 532 1947 NA NA NA
1541890800.0 10026.0 NA 185 314 83 0 NA NA NA NA 257 411 126 0 NA NA NA NA 1314 2065 361 1793 NA NA NA NA 1551 2473 562 1922 NA NA NA
1541890800.0 1003.0 NA 198 0 NA NA NA NA NA NA 263 0 NA NA NA NA NA NA 4030 704 NA NA NA NA NA NA 5141 997 NA NA NA NA NA
1541890800.0 1004.0 NA 175 93 0 0 0 0 NA NA 236 137 0 0 0 0 NA NA 1163 381 95 155 409 347 NA NA 1752 678 216 333 554 441 NA
