Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1543356000.0 1004.0 NA 232 94 0 0 0 0 NA 351 158 0 0 0 0 NA 1019 413 98 125 298 306 NA 2343 906 263 275 554 526
1543356000.0 101.0 97 NA NA NA NA NA NA 161 NA NA NA NA NA NA 871 NA NA NA NA NA NA 1391 NA NA NA NA NA NA
1543356000.0 1010.0 NA 33 42 0 NA NA NA NA 87 100 0 NA NA NA NA 144 222 173 NA NA NA NA 345 499 421 NA NA NA
1543356000.0 102.0 97 NA NA NA NA NA NA 161 NA NA NA NA NA NA 776 NA NA NA NA NA NA 1458 NA NA NA NA NA NA
1543356000.0 1020.0 NA 79 32 0 78 NA NA NA 142 70 0 146 NA NA NA 220 122 67 246 NA NA NA 396 312 175 555 NA NA
1543356000.0 103.0 71 102 280 NA NA NA NA 150 540 460 NA NA NA NA 1213 448 1382 NA NA NA NA 1405 693 2709 NA NA NA NA
1543356000.0 106.0 50 0 0 NA NA NA NA 108 0 0 NA NA NA NA 674 263 1162 NA NA NA NA 938 273 1818 NA NA NA NA
1543356000.0 110.0 69 116 275 NA NA NA NA 137 583 417 NA NA NA NA 592 470 1430 NA NA NA NA 1006 733 2440 NA NA NA NA
1543356000.0 111.0 90 102 278 NA NA NA NA 191 586 443 NA NA NA NA 1483 483 1486 NA NA NA NA 1177 614 2889 NA NA NA NA
1543356000.0 120.0 63 99 268 NA NA NA NA 139 586 426 NA NA NA NA 884 526 1369 NA NA NA NA 894 662 2048 NA NA NA NA
1543356000.0 122.0 57 0 0 NA NA NA NA 107 0 0 NA NA NA NA 441 274 1138 NA NA NA NA 1104 1362 2281 NA NA NA NA
1543356000.0 123.3 241 NA NA NA NA NA NA 645 NA NA NA NA NA NA 1028 NA NA NA NA NA NA 2328 NA NA NA NA NA NA
1543356000.0 124.1 306 NA NA NA NA NA NA 685 NA NA NA NA NA NA 1063 NA NA NA NA NA NA 2188 NA NA NA NA NA NA
1543356000.0 124.4 280 NA NA NA NA NA NA 688 NA NA NA NA NA NA 1132 NA NA NA NA NA NA 1605 NA NA NA NA NA NA
