Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1542319200.0 1.0 75 97 189 NA NA NA NA NA NA 197 586 347 NA NA NA NA NA NA 1740 582 929 NA NA NA NA NA NA 1450 549 1675 NA NA NA NA NA NA
1542319200.0 10.0 NA 140 308 0 NA NA NA NA NA NA 593 442 0 NA NA NA NA NA NA 2326 3271 580 NA NA NA NA NA NA 1475 2341 762 NA NA NA NA NA
1542319200.0 1000.0 NA 292 177 0 56 NA NA NA NA NA 455 276 0 99 NA NA NA NA NA 2562 1175 716 263 NA NA NA NA NA 1550 1135 883 333 NA NA NA NA
1542319200.0 10001.0 NA 171 356 0 77 NA NA NA NA NA 610 549 0 127 NA NA NA NA NA 621 1557 963 339 NA NA NA NA NA 398 1642 1069 455 NA NA NA NA
1542319200.0 10002.0 NA 161 363 0 76 NA NA NA NA NA 564 550 0 127 NA NA NA NA NA 803 1625 999 333 NA NA NA NA NA 820 1743 1139 374 NA NA NA NA
1542319200.0 10003.0 NA 175 359 0 74 NA NA NA NA NA 566 550 0 125 NA NA NA NA NA 782 1521 1008 253 NA NA NA NA NA 486 1587 1127 401 NA NA NA NA
1542319200.0 10004.0 NA 162 366 0 76 NA NA NA NA NA 610 521 0 129 NA NA NA NA NA 729 1507 976 263 NA NA NA NA NA 876 1597 1070 387 NA NA NA NA
1542319200.0 10005.0 NA 176 352 0 74 NA NA NA NA NA 566 536 0 133 NA NA NA NA NA 729 1633 1010 331 NA NA NA NA NA 490 1821 1146 404 NA NA NA NA
1542319200.0 10006.0 NA 163 365 0 76 NA NA NA NA NA 565 559 0 131 NA NA NA NA NA 742 1466 974 271 NA NA NA NA NA 511 1492 1123 446 NA NA NA NA
1542319200.0 10007.0 NA 183 340 0 76 NA NA NA NA NA 607 531 0 131 NA NA NA NA NA 604 1679 955 259 NA NA NA NA NA 494 1781 1045 389 NA NA NA NA
1542319200.0 10008.0 NA 181 368 0 75 NA NA NA NA NA 609 548 0 127 NA NA NA NA NA 674 1696 1046 243 NA NA NA NA NA 520 1954 1174 383 NA NA NA NA
1542319200.0 10009.0 NA 176 348 0 79 NA NA NA NA NA 609 547 0 128 NA NA NA NA NA 794 1654 990 242 NA NA NA NA NA 522 1766 1086 404 NA NA NA NA
1542319200.0 1001.0 NA 266 119 0 0 0 0 0 0 NA 382 177 0 0 0 0 0 0 NA 2264 636 103 98 131 294 106 271 NA 1476 657 311 207 300 452 160 383
1542319200.0 1001.2 NA 391 140 0 NA NA NA NA NA NA 590 217 0 NA NA NA NA NA NA 13678 1703 133 NA NA NA NA NA NA 5376 1245 1105 NA NA NA NA NA
1542319200.0 1002.0 NA 308 95 NA NA NA NA NA NA NA 430 132 NA NA NA NA NA NA NA 2605 359 NA NA NA NA NA NA NA 2070 307 NA NA NA NA NA NA
1542319200.0 10023.0 NA 174 353 0 75 NA NA NA NA NA 609 548 0 132 NA NA NA NA NA 830 1538 953 328 NA NA NA NA NA 653 1599 1130 397 NA NA NA NA
1542319200.0 10024.0 NA 183 375 0 78 NA NA NA NA NA 610 570 0 132 NA NA NA NA NA 826 1944 1040 335 NA NA NA NA NA 524 1852 1135 394 NA NA NA NA
1542319200.0 10024.1 NA 179 199 0 NA NA NA NA NA NA 566 347 0 NA NA NA NA NA NA 844 831 344 NA NA NA NA NA NA 532 1160 437 NA NA NA NA NA
1542319200.0 10024.2 NA 182 383 0 NA NA NA NA NA NA 608 571 0 NA NA NA NA NA NA 806 1985 1027 NA NA NA NA NA NA 563 1845 1159 NA NA NA NA NA
1542319200.0 10024.3 NA 179 178 0 NA NA NA NA NA NA 611 331 0 NA NA NA NA NA NA 807 782 290 NA NA NA NA NA NA 503 937 357 NA NA NA NA NA
