Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1542578400.0 1.0 86 92 198 NA NA NA 192 584 296 NA NA NA 1963 599 1407 NA NA NA 1205 697 2047 NA NA NA
1542578400.0 10.0 NA 136 298 0 NA NA NA 591 437 0 NA NA NA 2146 3474 553 NA NA NA 927 2492 642 NA NA
1542578400.0 10001.0 NA 161 364 0 76 NA NA 562 530 0 133 NA NA 1016 2563 1258 352 NA NA 820 2830 1374 404 NA
1542578400.0 10002.0 NA 160 344 0 74 NA NA 562 568 0 133 NA NA 953 2689 1530 375 NA NA 872 2934 1730 761 NA
1542578400.0 10003.0 NA 162 356 0 86 NA NA 604 544 0 123 NA NA 849 2523 1269 260 NA NA 549 2976 1370 390 NA
1542578400.0 10004.0 NA 173 353 0 82 NA NA 609 534 0 128 NA NA 799 2366 1299 267 NA NA 551 2864 1384 403 NA
1542578400.0 10005.0 NA 166 352 0 87 NA NA 607 533 0 128 NA NA 778 2152 1138 372 NA NA 569 2588 1217 417 NA
1542578400.0 10006.0 NA 171 349 0 86 NA NA 607 521 0 134 NA NA 851 2564 1312 256 NA NA 615 2797 2312 372 NA
1542578400.0 10007.0 NA 165 366 0 86 NA NA 558 542 0 124 NA NA 943 2412 1253 286 NA NA 1288 2992 2105 460 NA
1542578400.0 10008.0 NA 167 349 0 80 NA NA 609 543 0 124 NA NA 971 2999 1617 297 NA NA 1042 4602 1858 525 NA
1542578400.0 10009.0 NA 166 377 0 81 NA NA 607 524 0 129 NA NA 861 2746 1180 259 NA NA 555 4016 1267 370 NA
1542578400.0 10023.0 NA 163 358 0 84 NA NA 559 543 0 127 NA NA 928 2014 1193 267 NA NA 685 2164 1280 417 NA
1542578400.0 10024.0 NA 175 395 0 85 NA NA 564 588 0 134 NA NA 891 2329 1472 319 NA NA 674 3036 1569 423 NA
1542578400.0 10024.1 NA 176 200 0 NA NA NA 608 336 0 NA NA NA 756 878 343 NA NA NA 482 930 410 NA NA
1542578400.0 10024.2 NA 163 356 0 NA NA NA 560 530 0 NA NA NA 1177 3046 1305 NA NA NA 1427 2963 1401 NA NA
1542578400.0 10024.3 NA 171 197 0 NA NA NA 605 328 0 NA NA NA 783 758 312 NA NA NA 493 791 377 NA NA
1542578400.0 10024.4 NA 174 380 0 NA NA NA 564 565 0 NA NA NA 1063 2729 1332 NA NA NA 1057 2824 1445 NA NA
1542578400.0 10024.5 NA 179 159 0 NA NA NA 609 231 0 NA NA NA 799 524 145 NA NA NA 476 672 237 NA NA
1542578400.0 10025.0 NA 175 358 0 87 NA NA 607 565 0 123 NA NA 863 3302 1771 330 NA NA 1275 5009 4376 556 NA
1542578400.0 10026.0 NA 194 396 0 81 NA NA 607 575 0 129 NA NA 934 2936 1263 370 NA NA 605 2545 1361 510 NA
1542578400.0 10042.0 NA 171 371 0 82 NA NA 561 578 0 128 NA NA 1042 2464 1276 304 NA NA 727 2391 1391 419 NA
1542578400.0 10059.0 NA 181 405 0 89 NA NA 564 577 0 134 NA NA 1144 3442 1338 355 NA NA 1734 4351 1490 376 NA
1542578400.0 10071.0 NA 173 369 0 88 NA NA 563 551 0 130 NA NA 954 2851 1267 304 NA NA 594 2910 1388 439 NA
1542578400.0 101.0 102 NA NA NA NA NA 161 NA NA NA NA NA 800 NA NA NA NA NA 965 NA NA NA NA NA
1542578400.0 102.0 102 NA NA NA NA NA 161 NA NA NA NA NA 718 NA NA NA NA NA 991 NA NA NA NA NA
1542578400.0 10224.0 NA 318 620 0 NA NA NA 533 892 0 NA NA NA 4257 4993 1300 NA NA NA 2857 3167 1429 NA NA
1542578400.0 10225.0 NA 314 610 0 NA NA NA 580 892 0 NA NA NA 4276 4340 1395 NA NA NA 2547 2996 1523 NA NA
1542578400.0 103.0 70 105 274 NA NA NA 154 582 429 NA NA NA 1270 434 1566 NA NA NA 1083 424 1684 NA NA NA
1542578400.0 10424.0 NA 167 378 0 NA NA NA 556 542 0 NA NA NA 1228 3206 1198 NA NA NA 1475 4161 2393 NA NA
1542578400.0 105.0 80 102 34 NA NA NA 195 584 77 NA NA NA 1539 573 96 NA NA NA 997 547 158 NA NA NA
1542578400.0 106.0 50 0 0 NA NA NA 107 0 0 NA NA NA 982 262 1404 NA NA NA 1041 213 2245 NA NA NA
1542578400.0 107.0 96 98 284 NA NA NA 207 583 396 NA NA NA 2420 599 1742 NA NA NA 1431 558 2201 NA NA NA
1542578400.0 108.0 92 102 290 NA NA NA 216 582 436 NA NA NA 3570 593 1937 NA NA NA 1727 655 2236 NA NA NA
1542578400.0 10801.0 NA 297 391 0 94 150 NA 676 577 0 149 225 NA 1806 2263 2303 417 862 NA 1667 2251 2391 516 939
1542578400.0 10802.0 NA 292 387 0 96 163 NA 675 599 0 144 244 NA 1849 2288 2095 499 904 NA 1545 2689 7299 544 963
1542578400.0 10803.0 NA 272 398 0 97 171 NA 678 554 0 139 242 NA 2189 2245 1859 391 870 NA 1781 2171 1954 488 915
1542578400.0 10804.0 NA 285 393 0 96 140 NA 633 594 0 141 209 NA 1862 2119 1854 407 883 NA 1542 2077 1932 503 919
1542578400.0 10805.0 NA 281 384 0 96 165 NA 629 573 0 142 243 NA 2019 2264 1812 451 891 NA 1619 2242 1888 534 921
