Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543312800.0 10001.0 NA 168 356 0 75 NA NA 605 531 0 130 NA NA 982 2957 1952 433 NA NA 1321 3199 2312 633 NA
1543312800.0 10002.0 NA 162 358 0 74 NA NA 562 565 0 128 NA NA 964 3079 1935 604 NA NA 736 3526 2302 729 NA
1543312800.0 10003.0 NA 165 355 0 76 NA NA 608 533 0 135 NA NA 909 3193 1933 606 NA NA 646 3341 2260 1005 NA
1543312800.0 10004.0 NA 160 353 0 75 NA NA 608 552 0 128 NA NA 813 3141 2016 484 NA NA 545 3265 2390 556 NA
1543312800.0 10005.0 NA 164 362 0 76 NA NA 562 568 0 134 NA NA 968 3037 1902 618 NA NA 957 3087 2252 695 NA
1543312800.0 10006.0 NA 160 356 0 76 NA NA 608 552 0 128 NA NA 1014 3042 1862 493 NA NA 734 3259 2215 597 NA
1543312800.0 10007.0 NA 165 366 0 74 NA NA 609 555 0 131 NA NA 1114 3060 1837 566 NA NA 814 4446 2114 857 NA
1543312800.0 10008.0 NA 166 370 0 76 NA NA 563 565 0 125 NA NA 1058 2908 1784 609 NA NA 765 3962 1914 1109 NA
1543312800.0 10009.0 NA 163 361 0 74 NA NA 606 555 0 134 NA NA 780 3361 1934 442 NA NA 526 3293 2237 671 NA
1543312800.0 1002.0 NA 307 97 NA NA NA NA 425 134 NA NA NA NA 3685 382 NA NA NA NA 2997 438 NA NA NA
1543312800.0 10023.0 NA 161 354 0 75 NA NA 566 526 0 134 NA NA 1138 3323 1967 579 NA NA 666 4090 2260 724 NA
1543312800.0 10024.0 NA 166 369 0 75 NA NA 563 564 0 125 NA NA 1304 3874 1941 528 NA NA 731 3861 2216 871 NA
1543312800.0 10024.1 NA 171 195 0 NA NA NA 563 344 0 NA NA NA 1208 1406 531 NA NA NA 872 1579 692 NA NA
1543312800.0 10024.2 NA 174 375 0 NA NA NA 562 544 0 NA NA NA 983 3475 2116 NA NA NA 1060 3311 2686 NA NA
1543312800.0 10024.3 NA 170 183 0 NA NA NA 563 328 0 NA NA NA 1156 1376 491 NA NA NA 816 1508 652 NA NA
1543312800.0 10024.4 NA 174 363 0 NA NA NA 562 554 0 NA NA NA 941 3599 2118 NA NA NA 964 3464 2677 NA NA
1543312800.0 10024.5 NA 172 144 0 NA NA NA 561 238 0 NA NA NA 1224 905 217 NA NA NA 829 1390 290 NA NA
1543312800.0 10025.0 NA 171 372 0 78 NA NA 608 523 0 129 NA NA 1064 3222 1591 642 NA NA 758 5660 1766 773 NA
1543312800.0 10026.0 NA 183 373 0 75 NA NA 518 553 0 128 NA NA 1115 4015 2122 668 NA NA 1016 3470 2643 748 NA
1543312800.0 10042.0 NA 169 367 0 77 NA NA 577 531 0 128 NA NA 983 3424 2099 486 NA NA 1064 3344 2527 738 NA
1543312800.0 10059.0 NA 181 362 0 77 NA NA 608 577 0 130 NA NA 969 4366 2061 422 NA NA 581 3517 2418 566 NA
1543312800.0 10071.0 NA 171 369 0 75 NA NA 563 531 0 130 NA NA 1005 3622 1868 603 NA NA 1043 3406 2093 719 NA
1543312800.0 101.0 90 NA NA NA NA NA 161 NA NA NA NA NA 832 NA NA NA NA NA 1714 NA NA NA NA NA
1543312800.0 1010.0 NA 31 41 0 NA NA NA 89 99 0 NA NA NA 121 182 134 NA NA NA 396 575 332 NA NA
1543312800.0 102.0 96 NA NA NA NA NA 161 NA NA NA NA NA 743 NA NA NA NA NA 1155 NA NA NA NA NA
1543312800.0 1020.0 NA 77 28 0 72 NA NA 148 72 0 146 NA NA 276 114 67 254 NA NA 609 467 198 534 NA
1543312800.0 1030.0 NA 185 51 0 0 NA NA 400 101 0 0 NA NA 7172 262 80 73 NA NA 3461 417 406 526 NA
1543312800.0 1040.1 NA 83 30 0 NA NA NA 144 76 0 NA NA NA 398 133 116 NA NA NA 886 504 198 NA NA
1543312800.0 10424.0 NA 170 373 0 NA NA NA 608 552 0 NA NA NA 953 3379 1943 NA NA NA 1140 4342 2248 NA NA
1543312800.0 106.0 50 0 0 NA NA NA 107 0 0 NA NA NA 440 256 1543 NA NA NA 997 554 2612 NA NA NA
1543312800.0 10801.0 NA 252 385 0 82 146 NA 550 554 0 141 236 NA 3395 3657 3021 750 1841 NA 4084 3961 3219 945 2211
1543312800.0 10802.0 NA 255 385 0 82 162 NA 575 581 0 143 244 NA 3612 3650 3003 795 1816 NA 4214 3949 3264 1018 2245
1543312800.0 10803.0 NA 258 389 0 84 152 NA 576 594 0 150 231 NA 3427 3678 2958 1021 1657 NA 4120 3933 3174 1028 1894
1543312800.0 10804.0 NA 255 380 0 87 136 NA 530 556 0 143 214 NA 3438 3674 3280 893 1805 NA 4155 4177 3687 975 2137
1543312800.0 10805.0 NA 255 385 0 85 143 NA 615 543 0 138 234 NA 3388 3572 2966 645 1864 NA 4036 3960 3218 778 2299
1543312800.0 10806.0 NA 253 376 0 82 123 NA 544 564 0 146 201 NA 3474 3594 3221 969 1677 NA 4140 4198 3593 1028 2036
1543312800.0 10807.0 NA 261 390 0 97 159 NA 550 554 0 158 230 NA 3490 3572 3342 996 1685 NA 4239 4569 3779 1110 2038
1543312800.0 10808.0 NA 258 381 0 94 160 NA 556 577 0 154 245 NA 3385 3709 3248 729 1571 NA 4030 3891 3642 936 1884
1543312800.0 10809.0 NA 259 384 0 93 163 NA 589 559 0 160 234 NA 3575 3914 3376 821 1620 NA 4137 4369 3798 969 1902
1543312800.0 10823.0 NA 288 376 0 80 126 NA 636 565 0 138 202 NA 2489 3420 3076 1003 1635 NA 2921 3462 3454 1306 2191
1543312800.0 10824.0 NA 266 395 0 95 157 NA 541 592 0 160 234 NA 3643 4026 3338 982 1634 NA 4199 3664 3772 1131 1961
1543312800.0 10824.1 NA 279 197 0 NA NA NA 586 347 0 NA NA NA 3166 1501 621 NA NA NA 2926 1722 794 NA NA
1543312800.0 10824.5 NA 288 162 0 NA NA NA 596 256 0 NA NA NA 2975 1020 233 NA NA NA 2339 1313 354 NA NA
1543312800.0 10824.6 NA 267 399 0 92 161 NA 541 592 0 158 232 NA 3616 3768 3345 1030 1646 NA 4166 4287 3788 1111 1927
1543312800.0 10825.0 NA 263 395 0 87 160 NA 548 600 0 149 231 NA 3390 3911 3166 841 1657 NA 4021 3664 3530 929 2188
1543312800.0 10826.0 NA 281 412 0 84 164 NA 595 593 0 147 248 NA 3157 4036 3182 996 1601 NA 3561 3451 3539 1074 1902
1543312800.0 10842.0 NA 305 401 0 95 156 NA 679 578 0 162 236 NA 2730 3910 3246 786 1690 NA 3026 3695 3642 962 2382
1543312800.0 10859.0 NA 281 411 0 90 156 NA 574 604 0 156 235 NA 3777 4636 3282 1148 1821 NA 4170 4394 3660 1085 2198
1543312800.0 10871.0 NA 272 402 0 84 142 NA 631 578 0 147 232 NA 3604 4111 3526 823 1909 NA 4109 4070 3905 1118 2175
1543312800.0 11024.2 NA 499 777 0 160 NA NA 786 1137 0 232 NA NA 8329 9272 3453 1804 NA NA 6405 5994 3950 2558 NA
1543312800.0 11024.3 NA 494 730 0 160 NA NA 787 1172 0 248 NA NA 8145 9487 3528 1793 NA NA 6498 6176 4041 2676 NA
1543312800.0 11224.0 NA 269 408 0 NA NA NA 676 595 0 NA NA NA 1834 2460 2125 NA NA NA 2223 4054 3453 NA NA
1543312800.0 122.0 50 0 0 NA NA NA 104 0 0 NA NA NA 1252 299 2321 NA NA NA 1203 378 2673 NA NA NA
1543312800.0 123.1 317 NA NA NA NA NA 685 NA NA NA NA NA 1986 NA NA NA NA NA 1903 NA NA NA NA NA
1543312800.0 123.2 314 NA NA NA NA NA 680 NA NA NA NA NA 1806 NA NA NA NA NA 1963 NA NA NA NA NA
1543312800.0 123.3 225 NA NA NA NA NA 685 NA NA NA NA NA 1921 NA NA NA NA NA 2133 NA NA NA NA NA
1543312800.0 124.1 298 NA NA NA NA NA 682 NA NA NA NA NA 1744 NA NA NA NA NA 1755 NA NA NA NA NA
1543312800.0 124.2 314 NA NA NA NA NA 686 NA NA NA NA NA 1559 NA NA NA NA NA 1884 NA NA NA NA NA
1543312800.0 124.4 298 NA NA NA NA NA 686 NA NA NA NA NA 1789 NA NA NA NA NA 1855 NA NA NA NA NA
1543312800.0 124.5 313 NA NA NA NA NA 683 NA NA NA NA NA 1183 NA NA NA NA NA 1018 NA NA NA NA NA
1543312800.0 124.6 234 NA NA NA NA NA 686 NA NA NA NA NA 1767 NA NA NA NA NA 1929 NA NA NA NA NA
1543312800.0 125.0 105 98 276 NA NA NA 207 462 428 NA NA NA 3936 1068 3214 NA NA NA 1849 803 3731 NA NA NA
1543312800.0 126.0 69 92 282 NA NA NA 139 596 402 NA NA NA 2118 961 2937 NA NA NA 1809 784 3453 NA NA NA
1543312800.0 127.0 70 99 276 NA NA NA 139 492 425 NA NA NA 2062 874 3061 NA NA NA 1516 661 3647 NA NA NA
1543312800.0 128.0 68 96 265 NA NA NA 131 596 420 NA NA NA 783 858 2958 NA NA NA 1268 658 3507 NA NA NA
1543312800.0 129.0 68 99 264 NA NA NA 137 581 413 NA NA NA 1292 870 2949 NA NA NA 1257 578 3448 NA NA NA
1543312800.0 130.0 70 100 278 NA NA NA 142 583 417 NA NA NA 1401 752 3013 NA NA NA 1115 625 3580 NA NA NA
1543312800.0 131.0 69 97 270 NA NA NA 137 552 412 NA NA NA 2226 838 3045 NA NA NA 1762 711 3698 NA NA NA
1543312800.0 132.0 108 99 277 NA NA NA 206 539 434 NA NA NA 4448 992 3227 NA NA NA 2528 638 3546 NA NA NA
1543312800.0 1325.5 NA 169 0 NA NA NA NA 264 0 NA NA NA NA 4844 135 NA NA NA NA 5663 338 NA NA NA
1543312800.0 1325.51 NA 160 0 NA NA NA NA 255 0 NA NA NA NA 1852 139 NA NA NA NA 2327 272 NA NA NA
1543312800.0 1325.7 NA 161 0 NA NA NA NA 277 0 NA NA NA NA 3723 128 NA NA NA NA 7007 327 NA NA NA
1543312800.0 1325.9 NA 163 0 NA NA NA NA 249 0 NA NA NA NA 2112 130 NA NA NA NA 1586 206 NA NA NA
1543312800.0 133.0 109 105 288 NA NA NA 210 538 435 NA NA NA 7039 1195 3424 NA NA NA 4677 858 3793 NA NA NA
