Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1541890800.0 1.0 90 101 197 NA NA NA NA 192 536 303 NA NA NA NA 1721 615 1290 NA NA NA NA 853 637 1373 NA NA NA NA
1541890800.0 10.0 NA 133 307 0 NA NA NA NA 544 463 0 NA NA NA NA 5174 7259 1093 NA NA NA NA 4573 5322 1220 NA NA NA
1541890800.0 1000.0 NA 316 0 NA NA NA NA NA 449 0 NA NA NA NA NA 2633 0 NA NA NA NA NA 1506 0 NA NA NA NA
1541890800.0 10001.0 NA 173 383 0 75 NA NA NA 608 564 0 134 NA NA NA 556 1615 1022 272 NA NA NA 367 1629 1083 305 NA NA
1541890800.0 10002.0 NA 176 369 0 87 NA NA NA 607 558 0 128 NA NA NA 562 1717 1043 204 NA NA NA 390 1792 1092 282 NA NA
1541890800.0 10003.0 NA 180 381 0 87 NA NA NA 608 544 0 128 NA NA NA 567 1672 1030 205 NA NA NA 389 1660 1106 288 NA NA
1541890800.0 10004.0 NA 176 365 0 87 NA NA NA 607 552 0 127 NA NA NA 616 1649 1028 208 NA NA NA 385 1654 1101 295 NA NA
1541890800.0 10005.0 NA 175 368 0 87 NA NA NA 606 544 0 126 NA NA NA 602 1670 1039 263 NA NA NA 384 1683 2167 295 NA NA
1541890800.0 10006.0 NA 177 356 0 84 NA NA NA 609 544 0 127 NA NA NA 574 1601 1029 197 NA NA NA 369 2839 1164 429 NA NA
1541890800.0 10007.0 NA 176 371 0 87 NA NA NA 607 552 0 127 NA NA NA 600 1698 1029 201 NA NA NA 390 1662 1095 269 NA NA
1541890800.0 10008.0 NA 178 376 0 87 NA NA NA 608 565 0 127 NA NA NA 589 1743 1046 203 NA NA NA 404 1682 1091 304 NA NA
1541890800.0 10009.0 NA 169 380 0 86 NA NA NA 606 531 0 124 NA NA NA 7791 1724 989 206 NA NA NA 7648 1721 1071 285 NA NA
1541890800.0 1001.0 NA 269 119 0 0 0 0 NA 388 183 0 0 0 0 NA 3312 833 96 74 114 85 NA 2470 731 204 113 157 64751
