Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543100400.0 10071.0 NA 167 NA NA NA NA NA 562 NA NA NA NA NA 853 NA NA NA NA NA 965 NA NA NA NA
1543100400.0 106.0 48 0 0 NA NA NA 104 0 0 NA NA NA 958 186 1426 NA NA NA 986 206 2533 NA NA NA
1543100400.0 10802.0 NA 262 398 0 95 157 NA 673 577 0 139 231 NA 2123 2428 2109 542 995 NA 1970 3356 2237 621 1093
1543100400.0 11224.0 NA 264 379 0 NA NA NA 618 608 0 NA NA NA 1842 2332 2030 NA NA NA 2521 4513 2847 NA NA
1543100400.0 1325.5 NA 171 0 NA NA NA NA 278 0 NA NA NA NA 5241 164 NA NA NA NA 6044 431 NA NA NA
1543100400.0 1325.51 NA 160 0 NA NA NA NA 259 0 NA NA NA NA 1845 177 NA NA NA NA 2011 277 NA NA NA
1543100400.0 1325.7 NA 167 0 NA NA NA NA 281 0 NA NA NA NA 3859 126 NA NA NA NA 6066 313 NA NA NA
1543100400.0 135.8 151 NA NA NA NA NA 266 NA NA NA NA NA 472 NA NA NA NA NA 1021 NA NA NA NA NA
1543100400.0 136.739 NA 95 379 0 NA NA NA 157 615 0 NA NA NA 747 18590 857 NA NA NA 870 11733 1149 NA NA
1543100400.0 136.7611 NA 178 0 NA NA NA NA 287 0 NA NA NA NA 5838 139 NA NA NA NA 7704 518 NA NA NA
1543100400.0 136.764 NA 95 357 0 NA NA NA 155 561 0 NA NA NA 720 21753 998 NA NA NA 869 12858 1187 NA NA
1543100400.0 2017.8 159 NA NA NA NA NA 263 NA NA NA NA NA 545 NA NA NA NA NA 833 NA NA NA NA NA
