Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543356000.0 10008.0 NA 168 350 0 75 NA 563 552 0 129 NA 986 2689 1408 315 NA 798 4176 1590 733
1543356000.0 1002.0 NA 305 94 NA NA NA 415 137 NA NA NA 3680 429 NA NA NA 5118 411 NA NA
1543356000.0 10025.0 NA 176 358 0 83 NA 605 563 0 133 NA 811 2897 1473 455 NA 1200 4199 1827 518
1543356000.0 101.0 94 NA NA NA NA 161 NA NA NA NA 1234 NA NA NA NA 2157 NA NA NA NA
1543356000.0 1010.0 NA 40 50 0 NA NA 89 100 0 NA NA 137 260 173 NA NA 317 396 487 NA
1543356000.0 1020.0 NA 85 27 0 78 NA 148 72 0 147 NA 282 125 80 285 NA 745 364 334 981
1543356000.0 1030.0 NA 193 54 0 0 NA 381 101 0 0 NA 7612 284 82 92 NA 3143 621 675 667
1543356000.0 1040.0 NA 355 37 0 NA NA 583 77 0 NA NA 12243 147 139 NA NA 5374 543 327 NA
1543356000.0 1040.1 NA 82 38 0 NA NA 153 75 0 NA NA 556 145 155 NA NA 1359 336 523 NA
1543356000.0 106.0 47 0 0 NA NA 103 0 0 NA NA 1982 318 2471 NA NA 2405 514 4809 NA NA
1543356000.0 122.0 50 0 0 NA NA 108 0 0 NA NA 899 350 1766 NA NA 676 330 2073 NA NA
1543356000.0 1301.17 68 155 200 NA NA 143 543 372 NA NA 1799 758 1659 NA NA 2393 1150 3984 NA NA
1543356000.0 1303.17 83 166 236 NA NA 158 589 410 NA NA 6373 660 1945 NA NA 4013 550 2023 NA NA
1543356000.0 1325.5 NA 174 0 NA NA NA 280 0 NA NA NA 6144 203 NA NA NA 7341 448 NA NA
1543356000.0 1325.51 NA 163 0 NA NA NA 258 0 NA NA NA 2192 169 NA NA NA 2402 304 NA NA
1543356000.0 1325.7 NA 159 0 NA NA NA 276 0 NA NA NA 4930 168 NA NA NA 7136 458 NA NA
1543356000.0 134.0 NA 315 45 0 NA NA 423 89 0 NA NA 4085 159 105 NA NA 3175 263 162 NA
1543356000.0 134.813 NA 174 65 0 NA NA 272 114 0 NA NA 1034 220 472 NA NA 897 329 598 NA
1543356000.0 135.8 158 NA NA NA NA 268 NA NA NA NA 667 NA NA NA NA 1739 NA NA NA NA
1543356000.0 136.739 NA 93 364 0 NA NA 154 601 0 NA NA 728 19318 1122 NA NA 931 8194 1371 NA
1543356000.0 136.7611 NA 177 0 NA NA NA 288 0 NA NA NA 7358 194 NA NA NA 8750 582 NA NA
1543356000.0 136.764 NA 96 365 0 NA NA 154 589 0 NA NA 648 18025 1182 NA NA 658 9726 2136 NA
1543356000.0 136.766 NA 93 411 0 NA NA 159 677 0 NA NA 664 17736 962 NA NA 709 7766 1520 NA
1543356000.0 136.7721 NA 173 0 NA NA NA 266 0 NA NA NA 5797 212 NA NA NA 8261 554 NA NA
1543356000.0 136.7722 NA 161 0 NA NA NA 265 0 NA NA NA 1984 164 NA NA NA 2256 349 NA NA
1543356000.0 136.7801 NA 114 0 NA NA NA 183 0 NA NA NA 530 290 NA NA NA 1000 888 NA NA
1543356000.0 136.7802 NA 89 0 NA NA NA 146 0 NA NA NA 333 205 NA NA NA 538 515 NA NA
1543356000.0 136.7803 NA 115 0 NA NA NA 197 0 NA NA NA 802 248 NA NA NA 1710 686 NA NA
1543356000.0 136.785 NA 111 436 0 NA NA 178 652 0 NA NA 773 19536 1302 NA NA 1237 7367 1462 NA
1543356000.0 136.786 NA 118 410 0 NA NA 187 677 0 NA NA 614 18833 1344 NA NA 915 10586 2192 NA
1543356000.0 136.791 NA 106 345 0 NA NA 187 531 0 NA NA 938 3663 1269 NA NA 1765 4878 1603 NA
1543356000.0 136.7952 NA 169 0 NA NA NA 262 0 NA NA NA 1915 164 NA NA NA 2143 288 NA NA
1543356000.0 136.803 NA 108 341 0 NA NA 184 510 0 NA NA 772 3358 1350 NA NA 1327 4669 2024 NA
1543356000.0 136.8311 NA 180 0 NA NA NA 290 0 NA NA NA 5330 655 NA NA NA 6217 1124 NA NA
1543356000.0 136.8521 NA 171 0 NA NA NA 278 0 NA NA NA 4214 477 NA NA NA 4765 1283 NA NA
1543356000.0 2.0 113 96 198 NA NA 224 582 312 NA NA 5409 1043 2206 NA NA 2142 825 2121 NA NA
1543356000.0 2017.8 148 NA NA NA NA 261 NA NA NA NA 654 NA NA NA NA 698 NA NA NA NA
1543356000.0 250200.17 NA 381 458 0 NA NA 690 676 0 NA NA 15594 5445 1874 NA NA 6472 3586 2065 NA
1543356000.0 250202.18 NA 558 525 0 NA NA 1064 780 0 NA NA 29141 7620 3446 NA NA 11255 4289 3807 NA
1543356000.0 250203.18 NA 553 561 0 NA NA 1069 786 0 NA NA 27294 7360 3365 NA NA 10947 4619 3582 NA
1543356000.0 250204.18 NA 551 518 0 NA NA 1069 749 0 NA NA 27305 7011 3311 NA NA 10904 4073 3716 NA
1543356000.0 250205.18 NA 536 540 0 NA NA 947 764 0 NA NA 27410 6509 3520 NA NA 10927 4848 3935 NA
1543356000.0 250206.18 NA 536 519 0 NA NA 995 687 0 NA NA 27714 7271 3379 NA NA 11110 4227 3831 NA
1543356000.0 250207.18 NA 516 523 0 NA NA 948 792 0 NA NA 26029 7415 2549 NA NA 10916 5342 2680 NA
1543356000.0 250208.18 NA 578 534 0 NA NA 1070 766 0 NA NA 31506 9740 3038 NA NA 12552 5216 3200 NA
1543356000.0 250402.0 354 0 131 NA NA 709 0 220 NA NA 2510 493 1642 NA NA 1719 656 1673 NA NA
1543356000.0 250403.0 374 0 134 NA NA 707 0 217 NA NA 2400 346 1424 NA NA 2607 390 1406 NA NA
1543356000.0 250406.0 348 0 129 NA NA 680 0 219 NA NA 2229 482 1435 NA NA 1869 629 1578 NA NA
1543356000.0 250407.0 298 0 128 NA NA 704 0 217 NA NA 1886 327 1356 NA NA 1424 363 1398 NA NA
1543356000.0 250408.0 375 0 132 NA NA 706 0 217 NA NA 1732 353 1419 NA NA 1300 395 1368 NA NA
1543356000.0 250409.0 357 0 137 NA NA 681 0 210 NA NA 3381 498 1683 NA NA 2452 566 1704 NA NA
1543356000.0 3.0 86 106 221 NA NA 183 582 333 NA NA 9519 547 2398 NA NA 5916 407 1979 NA NA
1543356000.0 4.23 NA 72 306 0 NA NA 139 447 0 NA NA 697 4678 1609 NA NA 1022 3465 1878 NA
1543356000.0 4.25 NA 64 295 0 NA NA 120 438 0 NA NA 476 5090 1119 NA NA 569 4308 1194 NA
1543356000.0 4.26 NA 65 306 0 NA NA 124 442 0 NA NA 638 5564 1404 NA NA 949 3873 1670 NA
1543356000.0 4.28 NA 77 295 0 NA NA 146 443 0 NA NA 338 4916 3730 NA NA 619 7438 4512 NA
1543356000.0 4.34 NA 74 314 0 NA NA 140 451 0 NA NA 532 5279 1411 NA NA 567 3636 1544 NA
1543356000.0 4.43 NA 41 306 0 NA NA 104 456 0 NA NA 288 6213 1240 NA NA 257 4631 1845 NA
1543356000.0 4.45 NA 44 319 0 NA NA 98 495 0 NA NA 394 10386 924 NA NA 382 5690 1041 NA
1543356000.0 4.51 NA 41 329 0 NA NA 99 455 0 NA NA 351 8180 1223 NA NA 344 4992 1358 NA
1543356000.0 4.53 NA 43 325 0 NA NA 104 452 0 NA NA 354 9305 984 NA NA 362 5247 1043 NA
1543356000.0 4.55 NA 42 316 0 NA NA 97 481 0 NA NA 407 12581 873 NA NA 370 6237 989 NA
1543356000.0 4.57 NA 77 339 0 NA NA 119 469 0 NA NA 305 11291 1118 NA NA 297 6026 1260 NA
1543356000.0 4.58 NA 60 321 0 NA NA 114 447 0 NA NA 428 6548 1238 NA NA 480 4646 1609 NA
1543356000.0 4.67 NA 62 330 0 NA NA 120 488 0 NA NA 505 12255 1074 NA NA 563 6317 1129 NA
1543356000.0 4.73 NA 45 320 0 NA NA 98 475 0 NA NA 369 11150 1027 NA NA 404 5933 1093 NA
1543356000.0 4008.0 64 115 296 NA NA 133 600 447 NA NA 1180 641 2169 NA NA 1300 887 2536 NA NA
1543356000.0 5.3 240 0 NA NA NA 642 0 NA NA NA 1390 402 NA NA NA 1317 446 NA NA NA
1543356000.0 5.5 288 0 NA NA NA 685 0 NA NA NA 2088 528 NA NA NA 1735 600 NA NA NA
1543356000.0 500200.1 90 195 257 NA NA 182 571 367 NA NA 4180 1149 3139 NA NA 3015 891 3537 NA NA
1543356000.0 503.0 38 0 NA NA NA 86 0 NA NA NA 703 421 NA NA NA 1552 1241 NA NA NA
1543356000.0 504.0 41 0 NA NA NA 88 0 NA NA NA 532 426 NA NA NA 1177 1197 NA NA NA
1543356000.0 505.0 44 0 NA NA NA 88 0 NA NA NA 729 456 NA NA NA 1511 1282 NA NA NA
1543356000.0 506.0 43 0 NA NA NA 87 0 NA NA NA 732 449 NA NA NA 1542 1189 NA NA NA
1543356000.0 507.0 40 0 NA NA NA 87 0 NA NA NA 778 450 NA NA NA 1620 1267 NA NA NA
1543356000.0 508.0 40 0 NA NA NA 85 0 NA NA NA 491 457 NA NA NA 1171 1477 NA NA NA
1543356000.0 509.0 38 0 NA NA NA 86 0 NA NA NA 529 463 NA NA NA 1187 1293 NA NA NA
1543356000.0 510.0 39 0 NA NA NA 87 0 NA NA NA 982 488 NA NA NA 1686 1427 NA NA NA
1543356000.0 511.0 51 0 NA NA NA 94 0 NA NA NA 31417 532 NA NA NA 41974 924 NA NA NA
1543356000.0 512.0 21 45 0 NA NA 67 92 0 NA NA 5461 505 447 NA NA 17980 1134 1323 NA NA
