Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543442400.0 10008.0 NA 178 359 0 76 NA 607 521 0 135 NA 624 1980 1139 250 NA 423 2584 1304 540
1543442400.0 1002.0 NA 304 98 NA NA NA 432 137 NA NA NA 3021 360 NA NA NA 2774 258 NA NA
1543442400.0 1003.0 NA 264 0 NA NA NA 369 0 NA NA NA 2698 556 NA NA NA 2557 646 NA NA
1543442400.0 101.0 96 NA NA NA NA 161 NA NA NA NA 827 NA NA NA NA 1392 NA NA NA NA
1543442400.0 1010.0 NA 39 48 0 NA NA 86 100 0 NA NA 112 217 147 NA NA 353 532 378 NA
1543442400.0 102.0 90 NA NA NA NA 161 NA NA NA NA 680 NA NA NA NA 1064 NA NA NA NA
1543442400.0 1040.1 NA 83 28 0 NA NA 141 76 0 NA NA 411 129 117 NA NA 935 551 332 NA
1543442400.0 106.0 50 0 0 NA NA 104 0 0 NA NA 755 275 1372 NA NA 741 375 3136 NA NA
1543442400.0 122.0 49 0 0 NA NA 106 0 0 NA NA 425 205 1438 NA NA 734 180 1887 NA NA
1543442400.0 125.0 110 104 290 NA NA 215 584 415 NA NA 2323 452 1784 NA NA 1207 354 2334 NA NA
1543442400.0 126.0 72 99 278 NA NA 142 581 434 NA NA 1131 398 1701 NA NA 833 380 1948 NA NA
1543442400.0 127.0 66 101 274 NA NA 136 580 426 NA NA 1284 399 1647 NA NA 847 366 1891 NA NA
1543442400.0 128.0 69 100 273 NA NA 136 583 427 NA NA 529 484 1603 NA NA 706 717 1762 NA NA
1543442400.0 129.0 69 110 267 NA NA 134 585 410 NA NA 876 483 1640 NA NA 675 357 2084 NA NA
1543442400.0 13.0 NA 114 293 0 NA NA 586 409 0 NA NA 521 2186 530 NA NA 966 3435 690 NA
1543442400.0 130.0 66 112 281 NA NA 143 583 419 NA NA 983 388 1769 NA NA 622 373 2346 NA NA
1543442400.0 1301.0 93 130 190 NA NA 167 587 331 NA NA 1059 433 1285 NA NA 1020 380 1847 NA NA
1543442400.0 1301.17 75 151 212 NA NA 140 589 394 NA NA 1590 660 1359 NA NA 1072 1053 2226 NA NA
1543442400.0 1302.0 98 140 201 NA NA 178 589 343 NA NA 2619 493 1430 NA NA 1433 411 1927 NA NA
1543442400.0 1302.17 80 167 215 NA NA 148 590 399 NA NA 3388 634 1526 NA NA 2081 759 2429 NA NA
1543442400.0 1303.0 94 138 202 NA NA 179 545 372 NA NA 5675 407 1654 NA NA 2935 416 1954 NA NA
1543442400.0 1303.17 86 168 250 NA NA 154 588 376 NA NA 5887 724 1664 NA NA 2674 529 1800 NA NA
1543442400.0 1306.0 NA 131 330 0 NA NA 563 488 0 NA NA 569 1881 752 NA NA 872 2172 992 NA
1543442400.0 1309.0 NA 148 344 0 NA NA 606 487 0 NA NA 527 2098 783 NA NA 554 2893 916 NA
1543442400.0 131.0 70 103 274 NA NA 140 582 416 NA NA 1354 408 1662 NA NA 924 375 1914 NA NA
1543442400.0 1310.0 NA 132 355 0 NA NA 557 482 0 NA NA 602 1970 787 NA NA 915 2625 906 NA
1543442400.0 1312.0 NA 136 350 0 NA NA 609 467 0 NA NA 589 2102 791 NA NA 622 2524 912 NA
1543442400.0 1313.0 NA 144 347 0 NA NA 609 507 0 NA NA 460 2315 785 NA NA 586 2207 894 NA
1543442400.0 1314.0 NA 142 336 0 NA NA 563 486 0 NA NA 551 2063 785 NA NA 778 2883 882 NA
1543442400.0 1315.0 NA 130 339 0 NA NA 607 451 0 NA NA 472 1873 760 NA NA 844 2533 877 NA
1543442400.0 1316.0 NA 137 334 0 NA NA 561 452 0 NA NA 555 1874 765 NA NA 538 2094 1102 NA
1543442400.0 1317.0 NA 136 339 0 NA NA 563 488 0 NA NA 535 1915 749 NA NA 748 3540 881 NA
1543442400.0 1318.0 NA 126 342 0 NA NA 608 478 0 NA NA 533 1806 759 NA NA 815 2277 1023 NA
1543442400.0 1319.0 NA 138 334 0 NA NA 608 488 0 NA NA 486 1858 747 NA NA 970 2849 860 NA
1543442400.0 132.0 108 115 290 NA NA 209 580 418 NA NA 2188 539 1790 NA NA 1302 399 2014 NA NA
1543442400.0 1320.0 NA 136 339 0 NA NA 600 470 0 NA NA 545 1973 760 NA NA 578 2544 867 NA
1543442400.0 1321.0 NA 137 347 0 NA NA 564 456 0 NA NA 554 1873 748 NA NA 680 2243 864 NA
1543442400.0 1322.0 NA 140 335 0 NA NA 563 464 0 NA NA 624 1934 815 NA NA 848 2159 1115 NA
1543442400.0 1323.0 NA 135 345 0 NA NA 555 497 0 NA NA 540 1751 809 NA NA 1328 2205 1098 NA
1543442400.0 1324.0 NA 143 348 0 NA NA 609 494 0 NA NA 531 2025 796 NA NA 884 2753 921 NA
