Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1543100400.0 1.0 100 92 170 NA NA NA NA NA 186 359 296 NA NA NA NA NA 1666 527 886 NA NA NA NA NA 981 434 1184 NA NA NA NA NA
1543100400.0 1000.0 NA 396 162 0 44 NA NA NA NA 491 261 0 89 NA NA NA NA 3214 1590 728 344 NA NA NA NA 2514 1515 847 440 NA NA NA
1543100400.0 10001.0 NA 182 631 83 0 NA NA NA NA 473 799 134 0 NA NA NA NA 2005 2794 456 1933 NA NA NA NA 2493 3180 639 2185 NA NA NA
1543100400.0 10007.0 NA 177 636 95 0 NA NA NA NA 499 797 145 0 NA NA NA NA 2066 3060 486 2173 NA NA NA NA 2495 4092 678 2458 NA NA NA
1543100400.0 1001.0 NA 365 178 0 0 0 0 0 NA 448 231 0 0 0 0 0 NA 2655 711 89 105 272 171 270 NA 2224 816 215 257 565 279 345
1543100400.0 1002.0 NA 394 76 NA NA NA NA NA NA 496 123 NA NA NA NA NA NA 3699 481 NA NA NA NA NA NA 2896 686 NA NA NA NA NA
1543100400.0 10023.0 NA 169 633 84 0 NA NA NA NA 467 803 134 0 NA NA NA NA 1978 3197 462 1822 NA NA NA NA 2496 5504 644 1907 NA NA NA
1543100400.0 10024.4 NA 237 658 0 NA NA NA NA NA 475 817 0 NA NA NA NA NA 2066 2729 1867 NA NA NA NA NA 2757 2522 2018 NA NA NA NA
1543100400.0 10025.0 NA 228 322 89 0 NA NA NA NA 481 782 136 0 NA NA NA NA 2045 3482 432 1979 NA NA NA NA 2937 8493 525 2132 NA NA NA
1543100400.0 10026.0 NA 206 658 104 0 NA NA NA NA 485 816 145 0 NA NA NA NA 2282 3444 494 2060 NA NA NA NA 2562 4878 688 2909 NA NA NA
1543100400.0 1003.0 NA 316 0 NA NA NA NA NA NA 394 0 NA NA NA NA NA NA 3588 560 NA NA NA NA NA NA 2484 686 NA NA NA NA NA
