Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1541757600.0 1.0 93 92 170 NA NA NA NA NA 186 359 277 NA NA NA NA NA 1598 540 883 NA NA NA NA NA 1070 376 9707 NA NA NA NA NA
1541757600.0 10.0 NA 114 439 0 NA NA NA NA NA 368 539 0 NA NA NA NA NA 3515 4204 522 NA NA NA NA NA 2824 2514 679 NA NA NA NA
1541757600.0 1000.0 NA 393 159 0 52 NA NA NA NA 508 264 0 90 NA NA NA NA 2662 1241 583 293 NA NA NA NA 1803 1096 635 667 NA NA NA
1541757600.0 10001.0 NA 204 582 85 0 NA NA NA NA 473 771 135 0 NA NA NA NA 1371 2299 371 1736 NA NA NA NA 1734 4266 564 1835 NA NA NA
1541757600.0 10002.0 NA 201 625 91 0 NA NA NA NA 478 805 135 0 NA NA NA NA 1387 2277 388 1735 NA NA NA NA 1704 2413 525 1969 NA NA NA
1541757600.0 10003.0 NA 216 595 88 0 NA NA NA NA 473 798 135 0 NA NA NA NA 1400 2348 380 1747 NA NA NA NA 2038 2726 476 1913 NA NA NA
1541757600.0 10004.0 NA 220 604 84 0 NA NA NA NA 471 799 135 0 NA NA NA NA 1326 2337 386 1729 NA NA NA NA 1500 3433 615 1923 NA NA NA
1541757600.0 10005.0 NA 181 332 93 0 NA NA NA NA 473 802 135 0 NA NA NA NA 1385 2732 497 1730 NA NA NA NA 1843 5467 1169 1826 NA NA NA
1541757600.0 10006.0 NA 214 593 91 0 NA NA NA NA 467 780 133 0 NA NA NA NA 1261 2281 362 1735 NA NA NA NA 1940 3408 468 1856 NA NA NA
1541757600.0 10007.0 NA 212 580 98 0 NA NA NA NA 477 806 144 0 NA NA NA NA 1357 2337 501 1727 NA NA NA NA 1523 3388 910 1888 NA NA NA
1541757600.0 10008.0 NA 203 569 93 0 NA NA NA NA 481 797 145 0 NA NA NA NA 1368 2334 434 1752 NA NA NA NA 1733 4516 1331 1876 NA NA NA
1541757600.0 10009.0 NA 220 555 96 0 NA NA NA NA 471 770 144 0 NA NA NA NA 1383 2361 392 1748 NA NA NA NA 1531 3466 535 1856 NA NA NA
1541757600.0 1001.0 NA 270 178 0 0 0 0 0 NA 457 231 0 0 0 0 0 NA 2823 482 64 80 226 115 241 NA 13816 614 146 125 449 187 294
1541757600.0 1002.0 NA 393 68 NA NA NA NA NA NA 495 123 NA NA NA NA NA NA 2891 363 NA NA NA NA NA NA 2181 433 NA NA NA NA NA
1541757600.0 10023.0 NA 212 556 84 0 NA NA NA NA 467 797 134 0 NA NA NA NA 1316 2229 368 1730 NA NA NA NA 1560 3999 617 1911 NA NA NA
1541757600.0 10024.0 NA 234 654 106 0 NA NA NA NA 473 821 146 0 NA NA NA NA 1532 2393 380 1750 NA NA NA NA 2086 2169 487 1804 NA NA NA
1541757600.0 10024.1 NA 235 267 0 NA NA NA NA NA 471 370 0 NA NA NA NA NA 1631 842 316 NA NA NA NA NA 2314 951 384 NA NA NA NA
1541757600.0 10024.2 NA 239 512 0 NA NA NA NA NA 467 812 0 NA NA NA NA NA 1495 2811 1750 NA NA NA NA NA 1895 3993 1862 NA NA NA NA
1541757600.0 10024.3 NA 243 244 0 NA NA NA NA NA 474 341 0 NA NA NA NA NA 1476 820 276 NA NA NA NA NA 1374 955 380 NA NA NA NA
1541757600.0 10024.4 NA 243 668 0 NA NA NA NA NA 474 820 0 NA NA NA NA NA 1494 2393 1729 NA NA NA NA NA 2054 2167 1815 NA NA NA NA
1541757600.0 10024.5 NA 215 268 0 NA NA NA NA NA 474 379 0 NA NA NA NA NA 1574 798 317 NA NA NA NA NA 1505 993 574 NA NA NA NA
1541757600.0 10024.6 NA 234 649 0 NA NA NA NA NA 477 810 0 NA NA NA NA NA 1489 2396 1732 NA NA NA NA NA 2025 2174 1798 NA NA NA NA
