Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1542751200.0 1.0 103 85 163 NA NA NA NA NA 186 367 270 NA NA NA NA NA 2417 746 1327 NA NA NA NA NA 1962 979 2099 NA NA NA NA NA
1542751200.0 10.0 NA 122 436 0 NA NA NA NA NA 368 538 0 NA NA NA NA NA 2388 3440 536 NA NA NA NA NA 1638 2234 640 NA NA NA NA
1542751200.0 1000.0 NA 388 158 0 44 NA NA NA NA 487 265 0 89 NA NA NA NA 2940 1293 640 278 NA NA NA NA 2414 1459 1083 426 NA NA NA
1542751200.0 10001.0 NA 200 639 94 0 NA NA NA NA 473 790 134 0 NA NA NA NA 1919 2987 517 2032 NA NA NA NA 2591 2983 626 2235 NA NA NA
1542751200.0 10002.0 NA 220 637 86 0 NA NA NA NA 473 764 135 0 NA NA NA NA 1864 3280 449 2169 NA NA NA NA 2374 3384 589 2329 NA NA NA
1542751200.0 10003.0 NA 224 633 84 0 NA NA NA NA 467 797 135 0 NA NA NA NA 1781 3313 506 2063 NA NA NA NA 2681 3512 641 2221 NA NA NA
1542751200.0 10004.0 NA 195 635 86 0 NA NA NA NA 466 793 135 0 NA NA NA NA 1820 2802 440 2141 NA NA NA NA 2545 3387 636 2292 NA NA NA
1542751200.0 10005.0 NA 192 635 93 0 NA NA NA NA 473 799 135 0 NA NA NA NA 1883 2969 453 2381 NA NA NA NA 2673 2983 593 2673 NA NA NA
1542751200.0 10006.0 NA 215 626 89 0 NA NA NA NA 478 794 134 0 NA NA NA NA 1821 2592 449 2231 NA NA NA NA 3163 3432 632 2407 NA NA NA
1542751200.0 10007.0 NA 200 632 95 0 NA NA NA NA 474 802 145 0 NA NA NA NA 1897 2884 519 2198 NA NA NA NA 2565 3552 720 2760 NA NA NA
1542751200.0 10008.0 NA 202 639 95 0 NA NA NA NA 475 793 144 0 NA NA NA NA 1939 2810 521 2404 NA NA NA NA 2411 4263 723 2713 NA NA NA
1542751200.0 10009.0 NA 217 634 104 0 NA NA NA NA 466 792 144 0 NA NA NA NA 1740 2961 490 2288 NA NA NA NA 2943 2887 606 2523 NA NA NA
1542751200.0 1001.0 NA 358 178 0 0 0 0 0 NA 437 231 0 0 0 0 0 NA 2379 547 67 87 241 122 272 NA 2568 821 123 289 360 263 424
