Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1543100400.0 1.0 69 75 167 NA NA NA NA NA NA 196 293 391 NA NA NA NA NA NA 1192 381 859 NA NA NA NA NA NA 1332 498 1077 NA NA NA NA NA NA
1543100400.0 1001.0 NA 232 122 0 0 0 0 0 0 NA 454 241 0 0 0 0 0 0 NA 2345 567 92 82 126 313 130 305 NA 2589 723 143 146 168 370 185 347
1543100400.0 10024.1 NA 109 184 0 NA NA NA NA NA NA 320 389 0 NA NA NA NA NA NA 551 886 375 NA NA NA NA NA NA 689 1099 464 NA NA NA NA NA
1543100400.0 10024.3 NA 112 177 0 NA NA NA NA NA NA 276 387 0 NA NA NA NA NA NA 572 822 332 NA NA NA NA NA NA 726 1038 401 NA NA NA NA NA
1543100400.0 10024.5 NA 129 141 0 NA NA NA NA NA NA 320 316 0 NA NA NA NA NA NA 554 475 125 NA NA NA NA NA NA 699 988 184 NA NA NA NA NA
1543100400.0 1003.0 NA 235 0 NA NA NA NA NA NA NA 449 0 NA NA NA NA NA NA NA 2790 628 NA NA NA NA NA NA NA 3053 728 NA NA NA NA NA NA
1543100400.0 1004.0 NA 190 103 0 0 0 0 NA NA NA 402 216 0 0 0 0 NA NA NA 985 288 70 126 303 310 NA NA NA 1563 463 126 203 352 349 NA NA
1543100400.0 101.0 89 NA NA NA NA NA NA NA NA 254 NA NA NA NA NA NA NA NA 887 NA NA NA NA NA NA NA NA 996 NA NA NA NA NA NA NA NA
1543100400.0 1010.0 NA 34 37 0 NA NA NA NA NA NA 148 162 0 NA NA NA NA NA NA 112 142 105 NA NA NA NA NA NA 291 226 159 NA NA NA NA NA
1543100400.0 102.0 97 NA NA NA NA NA NA NA NA 271 NA NA NA NA NA NA NA NA 792 NA NA NA NA NA NA NA NA 914 NA NA NA NA NA NA NA NA
1543100400.0 1020.0 NA 70 31 0 63 NA NA NA NA NA 200 131 0 200 NA NA NA NA NA 249 106 73 255 NA NA NA NA NA 379 197 150 352 NA NA NA NA
1543100400.0 103.0 48 0 0 NA NA NA NA NA NA 171 0 0 NA NA NA NA NA NA 460 140 1258 NA NA NA NA NA NA 616 235 1581 NA NA NA NA NA NA
1543100400.0 1030.0 NA 143 47 0 0 NA NA NA NA NA 350 158 0 0 NA NA NA NA NA 7608 256 69 72 NA NA NA NA NA 8109 368 139 243 NA NA NA NA
1543100400.0 1040.0 NA 269 32 0 NA NA NA NA NA NA 545 135 0 NA NA NA NA NA NA 12567 170 144 NA NA NA NA NA NA 12885 280 212 NA NA NA NA NA
1543100400.0 1040.1 NA 64 34 0 NA NA NA NA NA NA 205 135 0 NA NA NA NA NA NA 363 128 124 NA NA NA NA NA NA 611 214 192 NA NA NA NA NA
1543100400.0 105.0 60 79 34 NA NA NA NA NA NA 196 292 139 NA NA NA NA NA NA 1207 400 115 NA NA NA NA NA NA 1394 554 196 NA NA NA NA NA NA
1543100400.0 106.0 48 0 0 NA NA NA NA NA NA 171 0 0 NA NA NA NA NA NA 464 164 1206 NA NA NA NA NA NA 621 259 1465 NA NA NA NA NA NA
1543100400.0 107.0 63 80 252 NA NA NA NA NA NA 207 293 482 NA NA NA NA NA NA 2804 422 1575 NA NA NA NA NA NA 3387 621 1782 NA NA NA NA NA NA
1543100400.0 10804.0 NA 203 323 0 90 112 NA NA NA NA 442 653 0 203 250 NA NA NA NA 1516 1839 1851 396 590 NA NA NA NA 1715 2437 1938 538 691 NA NA NA
1543100400.0 10805.0 NA 182 335 0 85 107 NA NA NA NA 442 653 0 203 249 NA NA NA NA 1469 1807 1910 398 602 NA NA NA NA 1664 2020 2004 566 705 NA NA NA
1543100400.0 10823.0 NA 202 333 0 79 100 NA NA NA NA 442 653 0 203 231 NA NA NA NA 1519 1879 1877 397 555 NA NA NA NA 1701 2331 1978 568 642 NA NA NA
1543100400.0 10824.1 NA 205 180 0 NA NA NA NA NA NA 442 414 0 NA NA NA NA NA NA 1603 886 368 NA NA NA NA NA NA 1802 1071 436 NA NA NA NA NA
1543100400.0 10824.5 NA 199 149 0 NA NA NA NA NA NA 442 336 0 NA NA NA NA NA NA 1569 568 146 NA NA NA NA NA NA 1712 756 239 NA NA NA NA NA
1543100400.0 109.0 71 88 255 NA NA NA NA NA NA 207 293 480 NA NA NA NA NA NA 3373 431 1595 NA NA NA NA NA NA 3701 589 1800 NA NA NA NA NA NA
1543100400.0 110.0 55 73 248 NA NA NA NA NA NA 185 292 481 NA NA NA NA NA NA 574 381 1466 NA NA NA NA NA NA 709 568 1738 NA NA NA NA NA NA
1543100400.0 111.0 67 80 259 NA NA NA NA NA NA 197 247 481 NA NA NA NA NA NA 1126 334 1500 NA NA NA NA NA NA 1321 494 1816 NA NA NA NA NA NA
1543100400.0 115.0 63 77 250 NA NA NA NA NA NA 196 293 482 NA NA NA NA NA NA 2196 430 1548 NA NA NA NA NA NA 2479 612 1799 NA NA NA NA NA NA
1543100400.0 116.0 64 80 256 NA NA NA NA NA NA 207 292 480 NA NA NA NA NA NA 2594 455 1550 NA NA NA NA NA NA 2891 621 1799 NA NA NA NA NA NA
1543100400.0 120.0 55 74 245 NA NA NA NA NA NA 185 292 480 NA NA NA NA NA NA 511 383 1414 NA NA NA NA NA NA 665 526 1700 NA NA NA NA NA NA
1543100400.0 122.0 63 76 245 NA NA NA NA NA NA 197 292 480 NA NA NA NA NA NA 531 284 1411 NA NA NA NA NA NA 712 453 1727 NA NA NA NA NA NA
1543100400.0 123.3 180 NA NA NA NA NA NA NA NA 428 NA NA NA NA NA NA NA NA 831 NA NA NA NA NA NA NA NA 1058 NA NA NA NA NA NA NA NA
1543100400.0 124.2 196 NA NA NA NA NA NA NA NA 430 NA NA NA NA NA NA NA NA 931 NA NA NA NA NA NA NA NA 1258 NA NA NA NA NA NA NA NA
1543100400.0 124.6 178 NA NA NA NA NA NA NA NA 428 NA NA NA NA NA NA NA NA 829 NA NA NA NA NA NA NA NA 1052 NA NA NA NA NA NA NA NA
1543100400.0 125.0 62 81 253 NA NA NA NA NA NA 207 293 480 NA NA NA NA NA NA 1918 409 1483 NA NA NA NA NA NA 2167 532 1709 NA NA NA NA NA NA
1543100400.0 126.0 56 77 243 NA NA NA NA NA NA 185 292 481 NA NA NA NA NA NA 855 395 1382 NA NA NA NA NA NA 1003 527 1657 NA NA NA NA NA NA
1543100400.0 127.0 56 75 246 NA NA NA NA NA NA 177 292 480 NA NA NA NA NA NA 961 397 1413 NA NA NA NA NA NA 1110 512 1669 NA NA NA NA NA NA
1543100400.0 128.0 53 83 251 NA NA NA NA NA NA 177 292 480 NA NA NA NA NA NA 489 376 1389 NA NA NA NA NA NA 760 478 1625 NA NA NA NA NA NA
1543100400.0 129.0 54 75 265 NA NA NA NA NA NA 177 292 481 NA NA NA NA NA NA 478 397 1441 NA NA NA NA NA NA 640 509 1689 NA NA NA NA NA NA
1543100400.0 130.0 54 77 245 NA NA NA NA NA NA 177 292 481 NA NA NA NA NA NA 547 410 1391 NA NA NA NA NA NA 714 599 1665 NA NA NA NA NA NA
1543100400.0 1301.0 62 84 171 NA NA NA NA NA NA 196 254 395 NA NA NA NA NA NA 992 351 928 NA NA NA NA NA NA 1165 514 1153 NA NA NA NA NA NA
1543100400.0 1301.17 58 99 177 NA NA NA NA NA NA 189 302 410 NA NA NA NA NA NA 1058 409 951 NA NA NA NA NA NA 1247 606 1117 NA NA NA NA NA NA
1543100400.0 1302.0 70 85 173 NA NA NA NA NA NA 196 255 395 NA NA NA NA NA NA 3877 414 1080 NA NA NA NA NA NA 4312 559 1316 NA NA NA NA NA NA
