Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1541800800.0 1.0 286 271 492 NA NA NA 2097300 2097270 2097370 NA NA NA 2544 902 1416 NA NA NA 2955 1516 1525 NA NA NA
1541800800.0 10.0 NA 327 673 0 NA NA NA 2097300 2097440 0 NA NA NA 5694 9896 1252 NA NA NA 5843 10296 1375 NA NA
1541800800.0 1000.0 NA 606 424 0 235 NA NA 2097400 2097350 0 2097250 NA NA 8011 2569 2246 645 NA NA 10320 3124 2354 780 NA
1541800800.0 10001.0 NA 312 726 0 257 NA NA 2097310 2097440 0 2097260 NA NA 1134 3220 3342 553 NA NA 1259 3488 3629 1235 NA
1541800800.0 10002.0 NA 312 749 0 256 NA NA 2097310 2097440 0 2097260 NA NA 1161 3107 3348 540 NA NA 1295 4330 3438 684 NA
1541800800.0 10003.0 NA 313 763 0 270 NA NA 2097310 2097450 0 2097260 NA NA 1144 3356 3245 509 NA NA 1259 3591 3342 671 NA
1541800800.0 10004.0 NA 313 727 0 269 NA NA 2097310 2097440 0 2097260 NA NA 1132 3244 3180 502 NA NA 1244 3523 3285 633 NA
1541800800.0 10005.0 NA 311 748 0 269 NA NA 2097310 2097440 0 2097260 NA NA 1130 3236 3261 510 NA NA 1287 3576 3358 647 NA
1541800800.0 10006.0 NA 319 722 0 264 NA NA 2097310 2097440 0 2097260 NA NA 1185 3295 3351 533 NA NA 1334 5223 3596 652 NA
1541800800.0 10007.0 NA 349 778 0 263 NA NA 2097310 2097440 0 2097260 NA NA 1299 3126 3372 526 NA NA 1474 3360 3593 663 NA
1541800800.0 10008.0 NA 334 772 0 270 NA NA 2097310 2097440 0 2097260 NA NA 1228 3428 3196 505 NA NA 1339 3669 3286 631 NA
1541800800.0 10009.0 NA 350 789 0 265 NA NA 2097310 2097440 0 2097260 NA NA 1298 3186 3329 549 NA NA 1500 3490 3547 754 NA
1541800800.0 1001.0 NA 594 NA NA NA NA NA 2097390 NA NA NA NA NA 6807 NA NA NA NA NA 7098 NA NA NA NA
1541800800.0 1002.0 NA 649 234 NA NA NA NA 2097430 2097270 NA NA NA NA 8579 494 NA NA NA NA 8998 559 NA NA NA
1541800800.0 10024.1 NA 348 527 0 NA NA NA 2097310 2097330 0 NA NA NA 1443 1943 707 NA NA NA 1636 2171 824 NA NA
1541800800.0 10024.3 NA 348 514 0 NA NA NA 2097310 2097330 0 NA NA NA 1425 1850 543 NA NA NA 1544 3170 1283 NA NA
1541800800.0 10024.5 NA 348 342 0 NA NA NA 2097310 2097290 0 NA NA NA 1439 836 256 NA NA NA 1562 1638 312 NA NA
1541800800.0 1003.0 NA 566 0 NA NA NA NA 2097400 0 NA NA NA NA 10562 1698 NA NA NA NA 11131 1788 NA NA NA
1541800800.0 1004.0 NA 480 NA NA NA NA NA 2097380 NA NA NA NA NA 1917 NA NA NA NA NA 2159 NA NA NA NA
1541800800.0 101.0 368 NA NA NA NA NA 2097320 NA NA NA NA NA 1572 NA NA NA NA NA 1640 NA NA NA NA NA
1541800800.0 1010.0 NA 137 0 NA NA NA NA 2097240 0 NA NA NA NA 220 197 NA NA NA NA 664 243 NA NA NA
1541800800.0 102.0 369 NA NA NA NA NA 2097320 NA NA NA NA NA 1410 NA NA NA NA NA 1464 NA NA NA NA NA
1541800800.0 1020.0 NA 227 145 0 235 NA NA 2097270 2097230 0 2097270 NA NA 499 174 141 455 NA NA 2005 300 186 532 NA
1541800800.0 10224.0 NA 416 912 0 NA NA NA 2097330 2097490 0 NA NA NA 6386 13153 3455 NA NA NA 6721 13908 3546 NA NA
1541800800.0 10225.0 NA 393 907 0 NA NA NA 2097330 2097490 0 NA NA NA 6261 11250 3384 NA NA NA 6566 11713 3602 NA NA
1541800800.0 103.0 267 0 0 NA NA NA 2097260 0 0 NA NA NA 702 253 1878 NA NA NA 762 287 2108 NA NA NA
1541800800.0 1030.0 NA 470 193 0 0 NA NA 2097350 2097250 0 0 NA NA 45688 391 127 120 NA NA 47070 452 161 169 NA
1541800800.0 1040.1 NA 257 159 0 NA NA NA 2097280 2097230 0 NA NA NA 940 358 366 NA NA NA 1079 402 424 NA NA
1541800800.0 105.0 275 281 152 NA NA NA 2097300 2097270 2097230 NA NA NA 2048 840 148 NA NA NA 2170 966 200 NA NA NA
1541800800.0 106.0 269 0 0 NA NA NA 2097260 0 0 NA NA NA 1457 617 3565 NA NA NA 2067 758 4112 NA NA NA
1541800800.0 107.0 285 288 636 NA NA NA 2097300 2097270 2097420 NA NA NA 15143 1840 6051 NA NA NA 15472 2274 6688 NA NA NA
1541800800.0 108.0 277 281 628 NA NA NA 2097300 2097280 2097420 NA NA NA 18699 1707 4772 NA NA NA 19134 1934 5123 NA NA NA
1541800800.0 10824.0 NA 601 837 0 310 335 NA 2097370 2097450 0 2097270 2097310 NA 6608 5073 7050 1336 1260 NA 6961 5526 7181 1485 1449
1541800800.0 10824.5 NA 603 388 0 NA NA NA 2097370 2097300 0 NA NA NA 6053 1536 266 NA NA NA 6288 2021 338 NA NA
1541800800.0 10824.6 NA 602 825 0 316 324 NA 2097370 2097450 0 2097270 2097310 NA 6350 5333 7425 1469 1628 NA 6666 5662 7559 1834 1858
1541800800.0 10842.0 NA 604 837 0 316 335 NA 2097370 2097450 0 2097270 2097310 NA 6014 4643 7254 1384 1302 NA 6262 4885 7367 1580 1415
1541800800.0 10859.0 NA 649 910 0 317 334 NA 2097370 2097460 0 2097270 2097310 NA 6674 8794 7285 1377 1341 NA 6970 9079 7384 1539 1435
1541800800.0 109.0 284 288 645 NA NA NA 2097300 2097270 2097420 NA NA NA 19307 2040 5295 NA NA NA 19739 2460 5625 NA NA NA
1541800800.0 11.0 NA 313 634 0 258 NA NA 2097290 2097430 0 2097260 NA NA 4699 3744 1493 400 NA NA 4803 4019 1605 504 NA
1541800800.0 110.0 272 281 625 NA NA NA 2097260 2097270 2097420 NA NA NA 2062 1570 3863 NA NA NA 2287 1823 4158 NA NA NA
1541800800.0 1102.0 NA 308 668 425 240 NA NA 2097300 2097450 2097310 2097240 NA NA 6376 13491 5657 520 NA NA 7465 14230 5894 619 NA
1541800800.0 11025.0 NA 741 1001 0 335 NA NA 2097400 2097510 0 2097310 NA NA 14385 19311 7246 1285 NA NA 14909 23616 7377 1552 NA
1541800800.0 111.0 275 297 619 NA NA NA 2097300 2097270 2097420 NA NA NA 4738 1246 3609 NA NA NA 5102 1644 3916 NA NA NA
1541800800.0 112.0 277 282 633 NA NA NA 2097300 2097280 2097420 NA NA NA 8646 1538 3889 NA NA NA 9004 1748 4466 NA NA NA
1541800800.0 113.0 277 296 619 NA NA NA 2097300 2097270 2097420 NA NA NA 9069 1491 4659 NA NA NA 9442 1630 5116 NA NA NA
1541800800.0 114.0 280 291 630 NA NA NA 2097300 2097270 2097420 NA NA NA 11456 1747 4776 NA NA NA 11841 1982 5437 NA NA NA
1541800800.0 115.0 277 292 624 NA NA NA 2097300 2097280 2097420 NA NA NA 10916 1532 4414 NA NA NA 11498 1701 5186 NA NA NA
1541800800.0 116.0 277 278 646 NA NA NA 2097300 2097270 2097420 NA NA NA 12759 1602 4112 NA NA NA 13069 1828 4462 NA NA NA
1541800800.0 11624.0 310 NA NA NA NA NA 2097260 NA NA NA NA NA 6598 NA NA NA NA NA 6792 NA NA NA NA NA
1541800800.0 11626.0 303 NA NA NA NA NA 2097270 NA NA NA NA NA 10282 NA NA NA NA NA 10499 NA NA NA NA NA
1541800800.0 11642.0 301 NA NA NA NA NA 2097260 NA NA NA NA NA 1904 NA NA NA NA NA 2091 NA NA NA NA NA
1541800800.0 117.0 278 282 631 NA NA NA 2097300 2097280 2097420 NA NA NA 17019 1758 5567 NA NA NA 17411 2013 6281 NA NA NA
1541800800.0 118.0 281 281 636 NA NA NA 2097300 2097270 2097430 NA NA NA 15465 1977 6186 NA NA NA 15843 2308 7042 NA NA NA
1541800800.0 119.0 278 281 632 NA NA NA 2097300 2097270 2097420 NA NA NA 7581 1500 4094 NA NA NA 7884 1645 4382 NA NA NA
1541800800.0 12.0 NA 340 695 0 NA NA NA 2097300 2097450 0 NA NA NA 5438 9610 1327 NA NA NA 5592 9989 1395 NA NA
1541800800.0 120.0 266 279 620 NA NA NA 2097280 2097270 2097420 NA NA NA 1848 1618 4059 NA NA NA 2074 1902 4428 NA NA NA
1541800800.0 12024.0 310 NA NA NA NA NA 2097260 NA NA NA NA NA 6640 NA NA NA NA NA 6784 NA NA NA NA NA
1541800800.0 121.0 275 291 639 NA NA NA 2097300 2097280 2097420 NA NA NA 16677 1950 5660 NA NA NA 17052 2405 6217 NA NA NA
1541800800.0 122.0 272 289 603 NA NA NA 2097300 2097280 2097420 NA NA NA 2089 1050 3872 NA NA NA 2728 1260 4593 NA NA NA
1541800800.0 123.1 487 NA NA NA NA NA 2097390 NA NA NA NA NA 2927 NA NA NA NA NA 3209 NA NA NA NA NA
1541800800.0 123.2 521 NA NA NA NA NA 2097380 NA NA NA NA NA 3684 NA NA NA NA NA 4093 NA NA NA NA NA
1541800800.0 123.3 471 NA NA NA NA NA 2097370 NA NA NA NA NA 3125 NA NA NA NA NA 3464 NA NA NA NA NA
