Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1543100400.0 10.0 NA 81 206 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 1692 1554 412 NA NA NA NA NA 1769 1624 431 NA NA NA NA
1543100400.0 1001.0 NA 194 172 0 0 0 0 0 NA 254 219 0 0 0 0 0 NA 1339 413 5 45 347 26 270 NA 1518 457 48 52 361 42 279
1543100400.0 101.0 84 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 818 NA NA NA NA NA NA NA 835 NA NA NA NA NA NA NA
1543100400.0 102.0 83 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 625 NA NA NA NA NA NA NA 648 NA NA NA NA NA NA NA
1543100400.0 10224.0 NA 124 198 0 NA NA NA NA NA 196 278 0 NA NA NA NA NA 2251 1995 227 NA NA NA NA NA 7298 8191 243 NA NA NA NA
1543100400.0 10225.0 NA 123 198 0 NA NA NA NA NA 197 279 0 NA NA NA NA NA 2442 1959 221 NA NA NA NA NA 6800 6990 233 NA NA NA NA
1543100400.0 105.0 53 85 24 NA NA NA NA NA 98 149 54 NA NA NA NA NA 1482 283 2 NA NA NA NA NA 1517 362 37 NA NA NA NA NA
1543100400.0 107.0 54 80 191 NA NA NA NA NA 99 149 254 NA NA NA NA NA 7110 681 1224 NA NA NA NA NA 8061 1047 1702 NA NA NA NA NA
1543100400.0 108.0 55 81 193 NA NA NA NA NA 102 153 254 NA NA NA NA NA 3598 333 460 NA NA NA NA NA 3630 351 522 NA NA NA NA NA
1543100400.0 11.0 NA 79 202 0 52 NA NA NA NA 151 265 0 91 NA NA NA NA 2499 1750 1425 226 NA NA NA NA 2817 2482 1800 347 NA NA NA
1543100400.0 110.0 45 77 192 NA NA NA NA NA 85 149 254 NA NA NA NA NA 423 272 308 NA NA NA NA NA 437 368 335 NA NA NA NA NA
1543100400.0 1102.0 NA 84 205 116 66 NA NA NA NA 151 262 171 113 NA NA NA NA 2982 7118 4686 260 NA NA NA NA 3659 7754 5444 312 NA NA NA
1543100400.0 112.0 54 80 190 NA NA NA NA NA 100 149 255 NA NA NA NA NA 6879 893 1147 NA NA NA NA NA 7653 1152 1662 NA NA NA NA NA
1543100400.0 113.0 54 81 192 NA NA NA NA NA 100 149 255 NA NA NA NA NA 7089 716 1090 NA NA NA NA NA 7884 953 1476 NA NA NA NA NA
1543100400.0 115.0 56 76 189 NA NA NA NA NA 101 149 254 NA NA NA NA NA 3316 335 409 NA NA NA NA NA 3350 385 451 NA NA NA NA NA
1543100400.0 116.0 55 89 193 NA NA NA NA NA 101 149 254 NA NA NA NA NA 2901 320 402 NA NA NA NA NA 2986 343 437 NA NA NA NA NA
1543100400.0 117.0 55 80 193 NA NA NA NA NA 101 149 255 NA NA NA NA NA 4103 328 488 NA NA NA NA NA 4159 378 546 NA NA NA NA NA
1543100400.0 118.0 55 75 196 NA NA NA NA NA 100 149 255 NA NA NA NA NA 2900 320 427 NA NA NA NA NA 2965 394 514 NA NA NA NA NA
1543100400.0 12.0 NA 78 194 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 1618 1682 443 NA NA NA NA NA 1708 1741 463 NA NA NA NA
1543100400.0 120.0 46 81 188 NA NA NA NA NA 89 149 254 NA NA NA NA NA 375 262 308 NA NA NA NA NA 427 287 356 NA NA NA NA NA
1543100400.0 121.0 56 80 193 NA NA NA NA NA 101 149 254 NA NA NA NA NA 4129 344 486 NA NA NA NA NA 4180 373 543 NA NA NA NA NA
1543100400.0 124.1 172 NA NA NA NA NA NA NA 231 NA NA NA NA NA NA NA 323 NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA
1543100400.0 125.0 55 80 194 NA NA NA NA NA 101 149 255 NA NA NA NA NA 3604 308 386 NA NA NA NA NA 3736 331 421 NA NA NA NA NA
1543100400.0 128.0 44 76 189 NA NA NA NA NA 84 149 254 NA NA NA NA NA 347 274 309 NA NA NA NA NA 398 295 336 NA NA NA NA NA
1543100400.0 129.0 45 81 188 NA NA NA NA NA 84 149 254 NA NA NA NA NA 368 267 316 NA NA NA NA NA 417 295 357 NA NA NA NA NA
1543100400.0 130.0 45 79 190 NA NA NA NA NA 89 149 254 NA NA NA NA NA 429 273 318 NA NA NA NA NA 469 308 347 NA NA NA NA NA
1543100400.0 1301.0 59 139 176 NA NA NA NA NA 104 199 229 NA NA NA NA NA 2607 1438 2265 NA NA NA NA NA 4305 2073 4484 NA NA NA NA NA
1543100400.0 1303.0 67 146 182 NA NA NA NA NA 111 199 237 NA NA NA NA NA 6383 621 1689 NA NA NA NA NA 6538 738 1847 NA NA NA NA NA
1543100400.0 1306.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1307.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1308.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1309.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1310.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1311.0 NA 151 230 0 68 NA NA NA NA 220 291 0 101 NA NA NA NA 439 818 1213 79 NA NA NA NA 525 951 1244 132 NA NA NA
1543100400.0 1312.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1313.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1317.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1318.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1319.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1321.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1323.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1326.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1327.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1543100400.0 1328.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
