Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543442400.0 10003.0 NA 168 370 0 77 NA NA 562 562 0 126 NA NA 1036 2321 1313 690 NA NA 1150 2389 1395 810 NA
1543442400.0 10006.0 NA 168 363 0 73 NA NA 565 570 0 126 NA NA 1075 2117 1255 636 NA NA 1109 2473 1356 689 NA
1543442400.0 101.0 99 NA NA NA NA NA 161 NA NA NA NA NA 903 NA NA NA NA NA 1641 NA NA NA NA NA
1543442400.0 102.0 101 NA NA NA NA NA 161 NA NA NA NA NA 802 NA NA NA NA NA 1301 NA NA NA NA NA
1543442400.0 10807.0 NA 275 406 0 95 161 NA 692 572 0 158 234 NA 3419 2674 2553 569 793 NA 3551 3183 2721 773 912
1543442400.0 10824.5 NA 309 156 0 NA NA NA 687 241 0 NA NA NA 2506 928 255 NA NA NA 2145 1107 338 NA NA
1543442400.0 11024.2 NA 511 747 0 160 NA NA 827 1088 0 239 NA NA 8517 8008 2553 814 NA NA 6088 4296 2734 882 NA
1543442400.0 11024.3 NA 514 753 0 157 NA NA 773 1112 0 239 NA NA 8128 6818 2558 1005 NA NA 6328 3635 2721 1082 NA
1543442400.0 124.6 240 NA NA NA NA NA 689 NA NA NA NA NA 1338 NA NA NA NA NA 1608 NA NA NA NA NA
1543442400.0 134.807 NA 147 392 0 NA NA NA 231 576 0 NA NA NA 1236 10086 1010 NA NA NA 820 4418 1145 NA NA
1543442400.0 134.808 NA 149 396 0 NA NA NA 223 572 0 NA NA NA 1319 9938 1196 NA NA NA 841 4608 1275 NA NA
1543442400.0 134.813 NA 160 66 0 NA NA NA 281 120 0 NA NA NA 1565 302 392 NA NA NA 1916 354 502 NA NA
1543442400.0 134.99601 NA 51 350 0 NA NA NA 110 494 0 NA NA NA 319 10192 859 NA NA NA 317 4273 940 NA NA
1543442400.0 135.8 180 NA NA NA NA NA 258 NA NA NA NA NA 676 NA NA NA NA NA 1205 NA NA NA NA NA
1543442400.0 4007.0 65 126 302 NA NA NA 135 558 442 NA NA NA 2371 773 2302 NA NA NA 2337 765 2466 NA NA NA
1543442400.0 4008.0 49 0 0 NA NA NA 105 0 0 NA NA NA 1373 282 1750 NA NA NA 1537 394 2098 NA NA NA
1543442400.0 534.0 47 0 NA NA NA NA 103 0 NA NA NA NA 208 97 NA NA NA NA 605 164 NA NA NA NA
