Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543312800.0 10006.0 NA 160 355 0 75 NA 605 559 0 132 NA 967 1927 1220 309 NA 1329 3170 1333 505
1543312800.0 1002.0 NA 306 92 NA NA NA 425 132 NA NA NA 2887 422 NA NA NA 2508 331 NA NA
1543312800.0 10024.3 NA 181 186 0 NA NA 609 338 0 NA NA 874 945 381 NA NA 551 1028 514 NA
1543312800.0 101.0 91 NA NA NA NA 161 NA NA NA NA 824 NA NA NA NA 1443 NA NA NA NA
1543312800.0 1010.0 NA 26 49 0 NA NA 87 99 0 NA NA 117 223 138 NA NA 379 740 241 NA
1543312800.0 102.0 90 NA NA NA NA 161 NA NA NA NA 734 NA NA NA NA 1268 NA NA NA NA
1543312800.0 103.0 81 97 275 NA NA 157 582 427 NA NA 1339 474 1246 NA NA 990 509 2088 NA NA
1543312800.0 1040.1 NA 76 37 0 NA NA 130 74 0 NA NA 427 116 118 NA NA 841 209 169 NA
1543312800.0 106.0 48 0 0 NA NA 106 0 0 NA NA 441 255 1043 NA NA 1127 426 2106 NA NA
1543312800.0 110.0 70 100 274 NA NA 137 584 439 NA NA 859 519 1323 NA NA 858 754 2075 NA NA
1543312800.0 111.0 94 108 283 NA NA 192 540 418 NA NA 1107 394 1310 NA NA 1533 1070 2263 NA NA
1543312800.0 120.0 64 109 271 NA NA 142 584 429 NA NA 913 480 1248 NA NA 667 574 2158 NA NA
1543312800.0 122.0 47 0 0 NA NA 106 0 0 NA NA 438 178 1074 NA NA 632 240 1890 NA NA
1543312800.0 123.3 239 NA NA NA NA 682 NA NA NA NA 960 NA NA NA NA 1625 NA NA NA NA
1543312800.0 13.0 NA 120 281 0 NA NA 592 422 0 NA NA 409 1953 535 NA NA 580 2911 751 NA
1543312800.0 1325.5 NA 167 0 NA NA NA 265 0 NA NA NA 4618 138 NA NA NA 5787 195 NA NA
1543312800.0 1325.51 NA 161 0 NA NA NA 263 0 NA NA NA 1583 146 NA NA NA 1911 289 NA NA
1543312800.0 1325.6 NA 155 NA NA NA NA 263 NA NA NA NA 3791 NA NA NA NA 5700 NA NA NA
1543312800.0 1325.7 NA 158 0 NA NA NA 264 0 NA NA NA 3423 170 NA NA NA 6377 338 NA NA
1543312800.0 1325.8 NA 155 0 NA NA NA 256 0 NA NA NA 2941 162 NA NA NA 2973 273 NA NA
1543312800.0 134.813 NA 175 73 0 NA NA 283 120 0 NA NA 1246 260 379 NA NA 989 344 510 NA
1543312800.0 135.8 181 NA NA NA NA 262 NA NA NA NA 503 NA NA NA NA 994 NA NA NA NA
1543312800.0 136.735 NA 90 284 0 NA NA 162 426 0 NA NA 968 3144 778 NA NA 1284 3153 924 NA
1543312800.0 136.761 NA 101 409 0 NA NA 158 647 0 NA NA 616 24038 1007 NA NA 786 8675 1325 NA
1543312800.0 136.7611 NA 175 0 NA NA NA 306 0 NA NA NA 6786 187 NA NA NA 8338 413 NA NA
1543312800.0 136.762 NA 100 390 0 NA NA 160 635 0 NA NA 597 28587 991 NA NA 765 13741 1603 NA
1543312800.0 136.764 NA 98 353 0 NA NA 156 570 0 NA NA 561 21796 992 NA NA 747 11223 1255 NA
1543312800.0 136.765 NA 100 377 0 NA NA 165 555 0 NA NA 586 18155 952 NA NA 694 9683 1340 NA
1543312800.0 136.7721 NA 169 0 NA NA NA 295 0 NA NA NA 6388 205 NA NA NA 8015 599 NA NA
1543312800.0 136.7801 NA 124 0 NA NA NA 185 0 NA NA NA 450 242 NA NA NA 809 409 NA NA
1543312800.0 136.7802 NA 73 0 NA NA NA 138 0 NA NA NA 301 187 NA NA NA 715 632 NA NA
1543312800.0 136.7803 NA 116 0 NA NA NA 192 0 NA NA NA 707 228 NA NA NA 949 513 NA NA
1543312800.0 136.803 NA 113 325 0 NA NA 190 503 0 NA NA 633 2621 960 NA NA 516 4106 1210 NA
1543312800.0 136.819 NA 120 442 0 NA NA 179 708 0 NA NA 620 21191 1123 NA NA 958 8652 1296 NA
1543312800.0 136.827 NA 118 346 0 NA NA 192 506 0 NA NA 555 2816 1022 NA NA 605 2700 1344 NA
1543312800.0 136.8311 NA 172 0 NA NA NA 286 0 NA NA NA 2005 158 NA NA NA 2053 300 NA NA
1543312800.0 136.832 NA 123 463 0 NA NA 183 797 0 NA NA 606 24141 1191 NA NA 961 9248 1458 NA
1543312800.0 136.8521 NA 169 0 NA NA NA 270 0 NA NA NA 1276 108 NA NA NA 1084 200 NA NA
1543312800.0 136.87 NA 230 362 0 NA NA 366 543 0 NA NA 2052 3093 1361 NA NA 1870 3689 1958 NA
1543312800.0 140.57 NA 414 0 NA NA NA 672 0 NA NA NA 3027 793 NA NA NA 2653 1357 NA NA
1543312800.0 158.1 NA 144 346 0 NA NA 516 564 0 NA NA 800 1727 999 NA NA 898 2648 1309 NA
1543312800.0 2017.8 216 NA NA NA NA 321 NA NA NA NA 710 NA NA NA NA 1417 NA NA NA NA
1543312800.0 4.22 NA 158 71 74 0 NA 272 124 150 0 NA 1089 359 467 323 NA 3538 749 828 694
1543312800.0 4008.0 50 0 0 NA NA 104 0 0 NA NA 1033 486 1441 NA NA 1035 475 1865 NA NA
1543312800.0 50205.0 NA 194 416 0 NA NA 528 619 0 NA NA 1613 2592 577 NA NA 1669 3257 838 NA
1543312800.0 50206.0 NA 197 413 0 NA NA 573 574 0 NA NA 1552 2656 532 NA NA 1494 3227 1108 NA
1543312800.0 503.0 46 0 NA NA NA 88 0 NA NA NA 222 117 NA NA NA 592 540 NA NA NA
1543312800.0 504.0 43 0 NA NA NA 87 0 NA NA NA 150 118 NA NA NA 491 484 NA NA NA
1543312800.0 505.0 39 0 NA NA NA 87 0 NA NA NA 271 111 NA NA NA 796 531 NA NA NA
1543312800.0 506.0 38 0 NA NA NA 87 0 NA NA NA 166 119 NA NA NA 551 327 NA NA NA
1543312800.0 507.0 37 0 NA NA NA 87 0 NA NA NA 212 116 NA NA NA 243 215 NA NA NA
1543312800.0 508.0 47 0 NA NA NA 86 0 NA NA NA 135 117 NA NA NA 344 347 NA NA NA
1543312800.0 509.0 38 0 NA NA NA 84 0 NA NA NA 138 121 NA NA NA 558 381 NA NA NA
1543312800.0 510.0 39 0 NA NA NA 87 0 NA NA NA 331 118 NA NA NA 303 480 NA NA NA
1543312800.0 511.0 50 0 NA NA NA 92 0 NA NA NA 8744 109 NA NA NA 10019 344 NA NA NA
1543312800.0 512.0 22 40 0 NA NA 62 92 0 NA NA 1671 134 119 NA NA 25176 216 186 NA NA
1543312800.0 513.0 20 37 0 NA NA 62 93 0 NA NA 533 156 120 NA NA 1437 259 325 NA NA
1543312800.0 514.0 21 45 0 NA NA 62 93 0 NA NA 356 155 108 NA NA 753 245 353 NA NA
