Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543100400.0 10.0 NA 139 297 0 NA NA NA 593 451 0 NA NA NA 2294 2972 601 NA NA NA 1167 1854 868 NA NA
1543100400.0 10001.0 NA 167 355 0 75 NA NA 609 538 0 127 NA NA 641 1433 881 348 NA NA 446 1517 1016 483 NA
1543100400.0 10002.0 NA 167 363 0 76 NA NA 609 551 0 132 NA NA 699 1444 933 334 NA NA 498 2017 1059 428 NA
1543100400.0 10003.0 NA 182 350 0 75 NA NA 610 548 0 132 NA NA 573 1408 928 207 NA NA 413 1516 1279 352 NA
1543100400.0 10004.0 NA 168 363 0 72 NA NA 561 562 0 132 NA NA 656 1349 905 222 NA NA 488 1560 1174 423 NA
1543100400.0 10005.0 NA 180 371 0 83 NA NA 563 541 0 126 NA NA 541 1368 915 237 NA NA 351 1459 1067 336 NA
1543100400.0 10006.0 NA 170 366 0 72 NA NA 603 538 0 132 NA NA 623 1373 918 328 NA NA 533 1470 1835 411 NA
1543100400.0 10007.0 NA 180 354 0 83 NA NA 563 559 0 134 NA NA 636 1399 915 242 NA NA 504 1477 1046 363 NA
1543100400.0 10008.0 NA 166 365 0 79 NA NA 610 548 0 123 NA NA 764 1408 903 211 NA NA 754 1479 1024 370 NA
1543100400.0 10009.0 NA 174 372 0 85 NA NA 610 530 0 133 NA NA 591 1417 892 214 NA NA 417 1502 1003 365 NA
1543100400.0 1001.2 NA 369 135 0 NA NA NA 577 213 0 NA NA NA 19293 2130 175 NA NA NA 8764 1464 321 NA NA
1543100400.0 10023.0 NA 161 351 0 80 NA NA 610 541 0 134 NA NA 633 1360 895 246 NA NA 699 1520 1031 380 NA
1543100400.0 10024.0 NA 180 375 0 79 NA NA 610 558 0 132 NA NA 688 1614 961 237 NA NA 529 1572 1109 373 NA
1543100400.0 10024.1 NA 178 193 0 NA NA NA 608 342 0 NA NA NA 748 715 323 NA NA NA 640 1233 524 NA NA
1543100400.0 10024.2 NA 179 368 0 NA NA NA 607 558 0 NA NA NA 665 1618 918 NA NA NA 472 1452 1055 NA NA
1543100400.0 10024.3 NA 183 186 0 NA NA NA 609 342 0 NA NA NA 710 679 274 NA NA NA 638 824 370 NA NA
1543100400.0 10024.4 NA 176 375 0 NA NA NA 565 560 0 NA NA NA 778 1627 915 NA NA NA 505 1674 1053 NA NA
1543100400.0 10024.5 NA 180 154 0 NA NA NA 605 240 0 NA NA NA 677 426 111 NA NA NA 485 689 181 NA NA
