Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543183200.0 101.0 102 NA NA NA NA 177 NA NA NA NA 772 NA NA NA NA 1120 NA NA NA NA
1543183200.0 1010.0 NA 36 44 0 NA NA 87 99 0 NA NA 120 250 163 NA NA 445 697 437 NA
1543183200.0 102.0 93 NA NA NA NA 161 NA NA NA NA 686 NA NA NA NA 1056 NA NA NA NA
1543183200.0 1020.0 NA 78 24 0 79 NA 144 70 0 148 NA 276 110 75 246 NA 583 362 284 472
1543183200.0 1030.0 NA 190 47 0 0 NA 400 100 0 0 NA 8189 275 65 77 NA 2996 343 208 301
1543183200.0 1040.1 NA 75 27 0 NA NA 131 74 0 NA NA 394 135 152 NA NA 884 490 713 NA
1543183200.0 111.0 94 111 292 NA NA 186 584 438 NA NA 1410 344 1224 NA NA 1149 467 2228 NA NA
1543183200.0 123.3 237 NA NA NA NA 683 NA NA NA NA 891 NA NA NA NA 1787 NA NA NA NA
1543183200.0 1325.5 NA 169 0 NA NA NA 291 0 NA NA NA 4722 144 NA NA NA 5901 271 NA NA
1543183200.0 1325.51 NA 156 0 NA NA NA 253 0 NA NA NA 1633 153 NA NA NA 2457 303 NA NA
1543183200.0 1325.7 NA 167 0 NA NA NA 260 0 NA NA NA 3186 150 NA NA NA 5709 565 NA NA
1543183200.0 1325.8 NA 159 0 NA NA NA 258 0 NA NA NA 2374 129 NA NA NA 4045 227 NA NA
1543183200.0 135.8 166 NA NA NA NA 265 NA NA NA NA 474 NA NA NA NA 704 NA NA NA NA
1543183200.0 136.735 NA 87 289 0 NA NA 168 441 0 NA NA 684 2247 753 NA NA 895 2068 1249 NA
1543183200.0 136.76 NA 99 372 0 NA NA 163 577 0 NA NA 685 17071 829 NA NA 893 6806 947 NA
1543183200.0 136.761 NA 100 407 0 NA NA 156 654 0 NA NA 647 19755 823 NA NA 893 7378 922 NA
1543183200.0 136.7611 NA 178 0 NA NA NA 285 0 NA NA NA 5283 145 NA NA NA 6785 535 NA NA
1543183200.0 136.762 NA 100 403 0 NA NA 166 651 0 NA NA 623 22158 846 NA NA 892 11074 1472 NA
1543183200.0 136.764 NA 99 361 0 NA NA 154 558 0 NA NA 603 16697 815 NA NA 891 9297 972 NA
1543183200.0 136.765 NA 99 375 0 NA NA 165 559 0 NA NA 646 14360 796 NA NA 861 7026 1096 NA
1543183200.0 136.7721 NA 170 0 NA NA NA 287 0 NA NA NA 4941 132 NA NA NA 6286 281 NA NA
1543183200.0 136.7801 NA 108 0 NA NA NA 189 0 NA NA NA 489 242 NA NA NA 948 613 NA NA
1543183200.0 136.7802 NA 86 0 NA NA NA 148 0 NA NA NA 313 158 NA NA NA 712 544 NA NA
1543183200.0 136.7803 NA 111 0 NA NA NA 190 0 NA NA NA 635 225 NA NA NA 1603 414 NA NA
1543183200.0 136.819 NA 122 447 0 NA NA 182 754 0 NA NA 620 22394 1303 NA NA 1019 9368 2100 NA
