Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543399200.0 101.0 98 NA NA NA NA 161 NA NA NA NA 818 NA NA NA NA 1390 NA NA NA NA
1543399200.0 1010.0 NA 36 39 0 NA NA 87 98 0 NA NA 118 171 124 NA NA 650 239 732 NA
1543399200.0 102.0 105 NA NA NA NA 177 NA NA NA NA 750 NA NA NA NA 1274 NA NA NA NA
1543399200.0 103.0 73 105 278 NA NA 149 583 432 NA NA 1307 383 1391 NA NA 1141 891 1657 NA NA
1543399200.0 1040.1 NA 83 36 0 NA NA 128 74 0 NA NA 306 120 112 NA NA 516 302 354 NA
1543399200.0 106.0 48 0 0 NA NA 106 0 0 NA NA 471 221 1193 NA NA 852 645 2459 NA NA
1543399200.0 110.0 66 101 291 NA NA 136 539 401 NA NA 1011 559 1449 NA NA 1001 947 2208 NA NA
1543399200.0 11024.2 NA 490 699 0 165 NA 781 1119 0 225 NA 5489 5545 1767 568 NA 3606 3116 2164 657
1543399200.0 111.0 94 112 289 NA NA 188 540 420 NA NA 1477 342 1502 NA NA 1289 571 2471 NA NA
1543399200.0 115.0 97 111 296 NA NA 215 538 437 NA NA 2268 465 1485 NA NA 1516 860 1770 NA NA
1543399200.0 116.0 109 124 287 NA NA 223 582 436 NA NA 2875 593 1552 NA NA 1531 632 1870 NA NA
1543399200.0 117.0 113 119 306 NA NA 217 585 418 NA NA 2866 528 1564 NA NA 1469 586 1994 NA NA
1543399200.0 118.0 111 124 310 NA NA 209 583 431 NA NA 3197 538 1608 NA NA 1684 402 2059 NA NA
1543399200.0 120.0 69 102 285 NA NA 137 584 413 NA NA 949 436 1384 NA NA 973 790 1790 NA NA
1543399200.0 121.0 110 110 301 NA NA 215 586 461 NA NA 2919 609 1638 NA NA 1739 989 2013 NA NA
1543399200.0 122.0 50 0 0 NA NA 108 0 0 NA NA 873 328 1276 NA NA 970 414 2718 NA NA
1543399200.0 123.3 256 NA NA NA NA 688 NA NA NA NA 896 NA NA NA NA 1131 NA NA NA NA
1543399200.0 1325.5 NA 172 0 NA NA NA 282 0 NA NA NA 4393 121 NA NA NA 5539 253 NA NA
1543399200.0 1325.51 NA 172 0 NA NA NA 259 0 NA NA NA 1346 127 NA NA NA 1925 497 NA NA
1543399200.0 1325.6 NA 152 NA NA NA NA 253 NA NA NA NA 2180 NA NA NA NA 4065 NA NA NA
1543399200.0 1325.7 NA 172 0 NA NA NA 271 0 NA NA NA 4060 191 NA NA NA 6932 403 NA NA
1543399200.0 135.8 163 NA NA NA NA 264 NA NA NA NA 470 NA NA NA NA 624 NA NA NA NA
1543399200.0 136.758 NA 95 365 0 NA NA 161 541 0 NA NA 724 16125 1044 NA NA 967 7985 1406 NA
1543399200.0 136.76 NA 97 363 0 NA NA 168 563 0 NA NA 942 19776 1104 NA NA 1481 9838 1616 NA
1543399200.0 136.7611 NA 184 0 NA NA NA 309 0 NA NA NA 5617 183 NA NA NA 6865 402 NA NA
1543399200.0 136.762 NA 96 424 0 NA NA 164 646 0 NA NA 856 24109 1113 NA NA 1472 10648 2748 NA
1543399200.0 136.765 NA 97 377 0 NA NA 155 560 0 NA NA 856 16052 1063 NA NA 1444 8100 2532 NA
1543399200.0 136.7721 NA 175 0 NA NA NA 286 0 NA NA NA 5591 192 NA NA NA 7904 371 NA NA
1543399200.0 136.7801 NA 124 0 NA NA NA 182 0 NA NA NA 320 221 NA NA NA 482 605 NA NA
1543399200.0 136.7802 NA 88 0 NA NA NA 138 0 NA NA NA 238 138 NA NA NA 364 464 NA NA
1543399200.0 136.7803 NA 116 0 NA NA NA 193 0 NA NA NA 483 194 NA NA NA 834 540 NA NA
1543399200.0 136.819 NA 128 452 0 NA NA 208 731 0 NA NA 534 19405 1075 NA NA 732 7819 2038 NA
1543399200.0 2017.8 189 NA NA NA NA 316 NA NA NA NA 780 NA NA NA NA 1364 NA NA NA NA
1543399200.0 36.0 NA 142 307 0 NA NA 591 473 0 NA NA 2238 7998 589 NA NA 2126 3945 936 NA
1543399200.0 4.28 NA 72 305 0 NA NA 141 436 0 NA NA 446 2986 2392 NA NA 799 2652 2817 NA
1543399200.0 50205.0 NA 199 409 0 NA NA 574 586 0 NA NA 1480 2658 551 NA NA 1834 2368 823 NA
1543399200.0 50206.0 NA 200 423 0 NA NA 573 633 0 NA NA 1600 2799 553 NA NA 1491 3354 816 NA
1543399200.0 503.0 41 0 NA NA NA 86 0 NA NA NA 344 217 NA NA NA 1093 1005 NA NA NA
1543399200.0 505.0 39 0 NA NA NA 86 0 NA NA NA 237 240 NA NA NA 363 767 NA NA NA
1543399200.0 508.0 38 0 NA NA NA 86 0 NA NA NA 274 220 NA NA NA 663 529 NA NA NA
