Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1543269600.0 1.0 60 72 172 NA NA NA NA 135 166 281 NA NA NA NA 3075 2325 7417 NA NA NA NA 5285 5797 13435 NA NA NA NA
1543269600.0 10.0 NA 103 245 0 NA NA NA NA 218 388 0 NA NA NA NA 2292 4654 1066 NA NA NA NA 2539 4943 1123 NA NA NA
1543269600.0 10001.0 NA 97 306 0 70 NA NA NA 226 442 0 122 NA NA NA 598 3298 1460 1155 NA NA NA 804 3694 1556 1407 NA NA
1543269600.0 10002.0 NA 103 301 0 76 NA NA NA 181 442 0 122 NA NA NA 600 3442 1502 1112 NA NA NA 776 4248 1601 1304 NA NA
1543269600.0 10003.0 NA 103 294 0 71 NA NA NA 226 442 0 122 NA NA NA 589 3297 1470 1191 NA NA NA 750 4063 1550 1658 NA NA
1543269600.0 10004.0 NA 100 300 0 69 NA NA NA 227 442 0 122 NA NA NA 641 3288 1488 1147 NA NA NA 1049 3545 1588 1359 NA NA
1543269600.0 10005.0 NA 105 291 0 68 NA NA NA 226 442 0 122 NA NA NA 570 3243 1441 1167 NA NA NA 784 3733 1522 1352 NA NA
1543269600.0 10006.0 NA 107 301 0 73 NA NA NA 181 442 0 122 NA NA NA 661 3264 1454 1137 NA NA NA 1093 3600 1531 1320 NA NA
1543269600.0 10007.0 NA 110 296 0 69 NA NA NA 226 442 0 122 NA NA NA 576 3322 1527 1164 NA NA NA 766 3619 1627 1467 NA NA
1543269600.0 10008.0 NA 104 297 0 73 NA NA NA 181 442 0 122 NA NA NA 603 3278 1486 1192 NA NA NA 820 3533 1594 1416 NA NA
1543269600.0 10009.0 NA 113 298 0 71 NA NA NA 227 442 0 122 NA NA NA 601 3365 1529 1152 NA NA NA 848 3628 1622 1298 NA NA
1543269600.0 10023.0 NA 108 299 0 66 NA NA NA 226 442 0 122 NA NA NA 567 3198 1500 1184 NA NA NA 768 3599 1596 1325 NA NA
1543269600.0 10024.0 NA 111 315 0 71 NA NA NA 227 443 0 122 NA NA NA 717 3596 1578 1172 NA NA NA 864 3877 1698 1394 NA NA
1543269600.0 10024.1 NA 116 170 0 NA NA NA NA 227 282 0 NA NA NA NA 752 1576 838 NA NA NA NA 978 1780 959 NA NA NA
1543269600.0 10024.3 NA 113 160 0 NA NA NA NA 227 282 0 NA NA NA NA 728 1545 758 NA NA NA NA 890 1743 876 NA NA NA
1543269600.0 10024.5 NA 111 134 0 NA NA NA NA 182 216 0 NA NA NA NA 697 920 213 NA NA NA NA 843 1140 316 NA NA NA
1543269600.0 10025.0 NA 99 303 0 68 NA NA NA 227 442 0 122 NA NA NA 623 3388 1561 1178 NA NA NA 818 3672 1762 1434 NA NA
1543269600.0 1004.0 NA 189 94 0 0 0 0 NA 280 150 0 0 0 0 NA 2707 1168 186 332 1177 1190 NA 3197 1630 295 428 1347 1257
1543269600.0 10042.0 NA 111 301 0 72 NA NA NA 226 442 0 122 NA NA NA 614 3359 1582 1156 NA NA NA 834 3643 1674 1395 NA NA
1543269600.0 10071.0 NA 108 307 0 77 NA NA NA 226 443 0 122 NA NA NA 699 3599 1633 1109 NA NA NA 883 4376 1728 1241 NA NA
1543269600.0 101.0 93 NA NA NA NA NA NA 170 NA NA NA NA NA NA 936 NA NA NA NA NA NA 1017 NA NA NA NA NA NA
1543269600.0 1010.0 NA 28 37 0 NA NA NA NA 81 95 0 NA NA NA NA 236 320 249 NA NA NA NA 463 545 421 NA NA NA
1543269600.0 102.0 101 NA NA NA NA NA NA 170 NA NA NA NA NA NA 830 NA NA NA NA NA NA 922 NA NA NA NA NA NA
1543269600.0 1020.0 NA 65 21 0 56 NA NA NA 133 70 0 134 NA NA NA 564 216 188 572 NA NA NA 777 375 289 807 NA NA
1543269600.0 103.0 42 0 0 NA NA NA NA 101 0 0 NA NA NA NA 502 266 2683 NA NA NA NA 661 340 3109 NA NA NA NA
1543269600.0 1030.0 NA 137 46 0 0 NA NA NA 246 92 0 0 NA NA NA 11758 770 165 174 NA NA NA 12145 902 263 254 NA NA
1543269600.0 1040.1 NA 63 29 0 NA NA NA NA 131 74 0 NA NA NA NA 1592 245 249 NA NA NA NA 1902 402 409 NA NA NA
1543269600.0 10424.0 NA 108 309 0 NA NA NA NA 226 443 0 NA NA NA NA 711 3447 1553 NA NA NA NA 895 3774 1651 NA NA NA
1543269600.0 105.0 56 80 30 NA NA NA NA 135 166 74 NA NA NA NA 1340 505 201 NA NA NA NA 1858 618 256 NA NA NA NA
1543269600.0 106.0 47 0 0 NA NA NA NA 101 0 0 NA NA NA NA 500 256 2633 NA NA NA NA 638 348 2882 NA NA NA NA
1543269600.0 107.0 57 75 252 NA NA NA NA 135 211 344 NA NA NA NA 2661 556 3074 NA NA NA NA 2912 788 3385 NA NA NA NA
1543269600.0 108.0 62 80 239 NA NA NA NA 135 211 343 NA NA NA NA 3266 550 3225 NA NA NA NA 3577 722 3638 NA NA NA NA
1543269600.0 10801.0 NA 185 326 0 76 107 NA NA 280 507 0 135 186 NA NA 2452 3867 2505 1315 3045 NA NA 2960 4353 2616 1508 3148 NA
1543269600.0 10802.0 NA 183 326 0 82 105 NA NA 281 507 0 135 167 NA NA 2472 3855 2471 1283 3084 NA NA 2785 4193 2583 1449 3195 NA
1543269600.0 10803.0 NA 186 331 0 86 104 NA NA 281 507 0 135 167 NA NA 2443 3862 2552 1319 3144 NA NA 2989 4421 2755 1480 3293 NA
1543269600.0 10804.0 NA 185 324 0 76 106 NA NA 280 507 0 135 186 NA NA 2319 3820 2472 1311 3009 NA NA 2658 4277 2611 1486 3223 NA
1543269600.0 10805.0 NA 184 317 0 75 103 NA NA 281 507 0 135 167 NA NA 2326 3754 2409 1289 3141 NA NA 2627 4331 2518 1460 3312 NA
1543269600.0 10806.0 NA 185 321 0 82 98 NA NA 281 507 0 135 167 NA NA 2447 3838 2414 1275 2960 NA NA 2742 4247 2494 1428 3090 NA
1543269600.0 10807.0 NA 187 330 0 88 103 NA NA 281 507 0 151 186 NA NA 2512 3996 2528 1344 3076 NA NA 2819 4524 2656 1494 3215 NA
1543269600.0 10808.0 NA 183 331 0 90 100 NA NA 281 507 0 151 167 NA NA 2364 3862 2473 1367 3073 NA NA 2669 4456 2622 1659 3310 NA
1543269600.0 10809.0 NA 202 332 0 88 102 NA NA 281 507 0 151 167 NA NA 2383 4000 2583 1343 3078 NA NA 2736 4820 2799 1575 3230 NA
1543269600.0 10823.0 NA 189 324 0 78 98 NA NA 280 507 0 135 167 NA NA 2474 3882 2562 1308 3013 NA NA 2744 4289 2661 1481 3110 NA
1543269600.0 10824.0 NA 211 331 0 90 103 NA NA 326 507 0 151 167 NA NA 2551 4017 2659 1338 3083 NA NA 2841 4412 2798 1553 3320 NA
1543269600.0 10824.1 NA 189 180 0 NA NA NA NA 326 307 0 NA NA NA NA 2542 1751 858 NA NA NA NA 2722 1993 982 NA NA NA
1543269600.0 10824.5 NA 190 142 0 NA NA NA NA 326 233 0 NA NA NA NA 2481 1316 216 NA NA NA NA 2624 1577 302 NA NA NA
1543269600.0 10824.6 NA 193 335 0 90 109 NA NA 326 507 0 151 167 NA NA 2561 4134 2689 1340 3090 NA NA 2869 4856 2801 1513 3278 NA
1543269600.0 10825.0 NA 182 332 0 78 103 NA NA 281 507 0 135 167 NA NA 2416 3911 2553 1421 3219 NA NA 2702 4387 2656 1987 3474 NA
1543269600.0 10826.0 NA 202 336 0 86 102 NA NA 326 507 0 151 167 NA NA 2612 4361 2657 1362 3091 NA NA 2923 4797 2797 1526 3221 NA
1543269600.0 10842.0 NA 188 330 0 92 105 NA NA 281 507 0 151 167 NA NA 2476 3862 2538 1349 3112 NA NA 2788 4220 2646 1568 3355 NA
1543269600.0 10859.0 NA 204 341 0 91 101 NA NA 326 507 0 151 167 NA NA 2655 4715 2733 1309 3156 NA NA 2850 5215 2856 1561 3504 NA
1543269600.0 10871.0 NA 200 333 0 87 101 NA NA 326 507 0 151 167 NA NA 2548 4245 2721 1324 3164 NA NA 2828 5065 2842 1512 3311 NA
1543269600.0 109.0 57 72 236 NA NA NA NA 135 211 343 NA NA NA NA 3229 562 3163 NA NA NA NA 3471 750 3470 NA NA NA NA
1543269600.0 11.0 NA 92 250 0 57 NA NA NA 218 384 0 110 NA NA NA 1850 3001 1170 973 NA NA NA 2058 3391 1268 1187 NA NA
1543269600.0 110.0 60 74 238 NA NA NA NA 117 210 343 NA NA NA NA 628 491 2927 NA NA NA NA 788 649 3210 NA NA NA NA
1543269600.0 111.0 59 74 243 NA NA NA NA 135 211 343 NA NA NA NA 1132 454 2922 NA NA NA NA 1336 652 3285 NA NA NA NA
1543269600.0 112.0 62 83 243 NA NA NA NA 135 211 344 NA NA NA NA 1825 509 3094 NA NA NA NA 2052 699 3476 NA NA NA NA
1543269600.0 11224.0 NA 185 343 0 NA NA NA NA 326 507 0 NA NA NA NA 2478 4117 2676 NA NA NA NA 2905 4397 2805 NA NA NA
1543269600.0 11224.6 NA 200 328 0 NA NA NA NA 326 507 0 NA NA NA NA 2575 4115 2665 NA NA NA NA 2825 4454 2773 NA NA NA
1543269600.0 113.0 58 70 243 NA NA NA NA 135 211 343 NA NA NA NA 1956 527 2995 NA NA NA NA 2232 733 3330 NA NA NA NA
1543269600.0 114.0 60 80 243 NA NA NA NA 135 211 343 NA NA NA NA 2156 518 3023 NA NA NA NA 2340 637 3440 NA NA NA NA
1543269600.0 115.0 61 76 242 NA NA NA NA 135 166 344 NA NA NA NA 2132 523 3036 NA NA NA NA 2358 701 3375 NA NA NA NA
1543269600.0 116.0 60 74 247 NA NA NA NA 135 211 344 NA NA NA NA 2484 565 3088 NA NA NA NA 2711 863 3397 NA NA NA NA
1543269600.0 11623.0 57 102 296 0 72 NA NA 112 220 442 0 122 NA NA 972 681 3336 1560 1132 NA NA 1157 914 3625 1658 1337 NA NA
1543269600.0 11625.0 54 101 304 0 71 NA NA 118 174 443 0 122 NA NA 2209 676 3436 1661 1142 NA NA 2472 979 3804 1768 1370 NA NA
1543269600.0 11642.0 58 111 305 0 75 NA NA 112 174 442 0 122 NA NA 1065 536 3281 1583 1139 NA NA 1219 750 3604 1702 1287 NA NA
1543269600.0 117.0 61 82 246 NA NA NA NA 135 166 343 NA NA NA NA 3043 578 3192 NA NA NA NA 3291 730 3621 NA NA NA NA
1543269600.0 118.0 62 75 240 NA NA NA NA 135 211 344 NA NA NA NA 3054 534 3104 NA NA NA NA 3214 673 3359 NA NA NA NA
1543269600.0 119.0 61 75 244 NA NA NA NA 135 211 343 NA NA NA NA 1554 503 3049 NA NA NA NA 1758 688 3381 NA NA NA NA
1543269600.0 12.0 NA 101 247 0 NA NA NA NA 218 388 0 NA NA NA NA 2156 4814 1223 NA NA NA NA 2385 5238 1299 NA NA NA
1543269600.0 120.0 52 78 239 NA NA NA NA 117 165 343 NA NA NA NA 546 472 2906 NA NA NA NA 728 637 3223 NA NA NA NA
1543269600.0 121.0 61 72 247 NA NA NA NA 135 166 343 NA NA NA NA 3064 558 3199 NA NA NA NA 3218 869 3512 NA NA NA NA
1543269600.0 122.0 57 74 242 NA NA NA NA 135 210 343 NA NA NA NA 586 370 2882 NA NA NA NA 793 536 3155 NA NA NA NA
1543269600.0 123.1 188 NA NA NA NA NA NA 301 NA NA NA NA NA NA 2060 NA NA NA NA NA NA 2394 NA NA NA NA NA NA
1543269600.0 123.2 187 NA NA NA NA NA NA 300 NA NA NA NA NA NA 2108 NA NA NA NA NA NA 2411 NA NA NA NA NA NA
1543269600.0 123.3 174 NA NA NA NA NA NA 300 NA NA NA NA NA NA 1890 NA NA NA NA NA NA 2198 NA NA NA NA NA NA
1543269600.0 124.1 182 NA NA NA NA NA NA 300 NA NA NA NA NA NA 1886 NA NA NA NA NA NA 2179 NA NA NA NA NA NA
1543269600.0 124.2 183 NA NA NA NA NA NA 301 NA NA NA NA NA NA 1993 NA NA NA NA NA NA 2290 NA NA NA NA NA NA
1543269600.0 124.4 188 NA NA NA NA NA NA 300 NA NA NA NA NA NA 1898 NA NA NA NA NA NA 2234 NA NA NA NA NA NA
