Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1542232800.0 1.0 62 79 168 NA NA NA 135 204 281 NA NA NA 1138 425 1982 NA NA NA 1213 496 2109 NA NA NA
1542232800.0 10.0 NA 108 254 0 NA NA NA 218 388 0 NA NA NA 2174 4385 997 NA NA NA 2311 4652 1068 NA NA
1542232800.0 10001.0 NA 116 319 0 79 NA NA 181 442 0 122 NA NA 536 2756 1276 1006 NA NA 712 2927 1397 1162 NA
1542232800.0 10002.0 NA 116 313 0 79 NA NA 227 442 0 122 NA NA 523 2760 1256 1017 NA NA 701 2935 1314 2537 NA
1542232800.0 10003.0 NA 120 314 0 79 NA NA 226 442 0 122 NA NA 525 2797 1230 1045 NA NA 662 3040 1293 1253 NA
1542232800.0 10004.0 NA 107 309 0 77 NA NA 181 442 0 122 NA NA 558 2765 1277 1005 NA NA 874 2992 1362 1248 NA
1542232800.0 10005.0 NA 114 312 0 76 NA NA 226 442 0 122 NA NA 537 2812 1253 1014 NA NA 671 2971 1304 1530 NA
1542232800.0 10006.0 NA 111 309 0 77 NA NA 226 442 0 122 NA NA 524 2745 1282 995 NA NA 690 2894 1352 1093 NA
1542232800.0 10007.0 NA 115 313 0 77 NA NA 226 442 0 122 NA NA 638 2871 1252 1009 NA NA 823 3272 1312 4205 NA
1542232800.0 10008.0 NA 120 311 0 79 NA NA 226 442 0 122 NA NA 540 2835 1299 1012 NA NA 693 3014 1354 1128 NA
1542232800.0 10009.0 NA 113 319 0 79 NA NA 226 442 0 122 NA NA 585 2821 1254 1003 NA NA 703 3134 1398 1130 NA
1542232800.0 1001.2 NA 285 127 0 NA NA NA 423 195 0 NA NA NA 15296 2359 197 NA NA NA 15551 2567 387 NA NA
1542232800.0 1002.0 NA 265 68 NA NA NA NA 387 128 NA NA NA NA 4705 1274 NA NA NA NA 5208 1356 NA NA NA
1542232800.0 10023.0 NA 117 307 0 77 NA NA 181 442 0 122 NA NA 510 2845 1273 1003 NA NA 661 3010 1330 1126 NA
1542232800.0 10024.0 NA 125 321 0 80 NA NA 227 443 0 122 NA NA 624 3014 1363 1014 NA NA 757 3186 3417 1115 NA
1542232800.0 10024.1 NA 114 178 0 NA NA NA 227 282 0 NA NA NA 729 1464 791 NA NA NA 1092 1682 867 NA NA
1542232800.0 10024.2 NA 113 311 0 NA NA NA 227 443 0 NA NA NA 628 3074 1393 NA NA NA 807 3242 1518 NA NA
1542232800.0 10024.3 NA 112 170 0 NA NA NA 227 282 0 NA NA NA 741 1423 680 NA NA NA 1015 1663 808 NA NA
1542232800.0 10024.4 NA 116 305 0 NA NA NA 227 443 0 NA NA NA 611 3108 1371 NA NA NA 809 3367 1501 NA NA
1542232800.0 10024.5 NA 114 142 0 NA NA NA 227 216 0 NA NA NA 642 868 227 NA NA NA 847 1187 1011 NA NA
1542232800.0 10025.0 NA 121 313 0 78 NA NA 181 442 0 122 NA NA 578 2957 1310 1021 NA NA 706 3158 1365 1131 NA
1542232800.0 10026.0 NA 126 329 0 79 NA NA 227 443 0 122 NA NA 644 3334 1383 1011 NA NA 817 3526 1447 1116 NA
1542232800.0 1003.0 NA 231 0 NA NA NA NA 324 0 NA NA NA NA 4031 810 NA NA NA NA 4286 924 NA NA NA
1542232800.0 10042.0 NA 113 318 0 80 NA NA 226 442 0 122 NA NA 629 2882 1368 1002 NA NA 1926 3043 1447 1097 NA
1542232800.0 10059.0 NA 120 316 0 80 NA NA 227 443 0 122 NA NA 701 3497 1390 1018 NA NA 872 3672 1472 1123 NA
1542232800.0 10071.0 NA 123 329 0 80 NA NA 226 443 0 122 NA NA 600 2953 1358 1011 NA NA 746 3157 1459 1143 NA
1542232800.0 101.0 98 NA NA NA NA NA 170 NA NA NA NA NA 928 NA NA NA NA NA 1000 NA NA NA NA NA
1542232800.0 1010.0 NA 27 39 0 NA NA NA 80 95 0 NA NA NA 170 217 160 NA NA NA 333 330 301 NA NA
1542232800.0 102.0 99 NA NA NA NA NA 170 NA NA NA NA NA 825 NA NA NA NA NA 891 NA NA NA NA NA
1542232800.0 10224.0 NA 177 383 0 NA NA NA 279 514 0 NA NA NA 2877 5742 1468 NA NA NA 3243 6351 2142 NA NA
1542232800.0 10225.0 NA 161 377 0 NA NA NA 279 514 0 NA NA NA 3319 5608 1518 NA NA NA 3582 7561 1645 NA NA
1542232800.0 103.0 48 0 0 NA NA NA 101 0 0 NA NA NA 500 256 2653 NA NA NA 584 322 2818 NA NA NA
1542232800.0 1040.0 NA 268 31 0 NA NA NA 367 73 0 NA NA NA 12403 163 162 NA NA NA 12575 214 198 NA NA
1542232800.0 1040.1 NA 68 28 0 NA NA NA 131 74 0 NA NA NA 1166 175 167 NA NA NA 1383 259 239 NA NA
1542232800.0 10424.0 NA 111 308 0 NA NA NA 226 443 0 NA NA NA 614 3145 1391 NA NA NA 835 3402 1519 NA NA
1542232800.0 105.0 65 78 32 NA NA NA 135 211 74 NA NA NA 1231 487 188 NA NA NA 1320 599 251 NA NA NA
1542232800.0 106.0 50 0 0 NA NA NA 106 0 0 NA NA NA 502 281 2581 NA NA NA 579 336 2745 NA NA NA
1542232800.0 107.0 62 80 242 NA NA NA 135 211 344 NA NA NA 2694 526 3015 NA NA NA 2820 624 3176 NA NA NA
1542232800.0 108.0 64 77 247 NA NA NA 135 211 343 NA NA NA 3219 624 3099 NA NA NA 3344 909 3292 NA NA NA
