Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543183200.0 1010.0 NA 30 38 0 NA NA NA 81 95 0 NA NA NA 192 259 185 NA NA NA 320 439 242 NA NA
1543183200.0 1020.0 NA 61 22 0 60 NA NA 134 70 0 134 NA NA 419 186 134 440 NA NA 581 319 232 607 NA
1543183200.0 103.0 41 0 0 NA NA NA 101 0 0 NA NA NA 527 252 2604 NA NA NA 693 365 2847 NA NA NA
1543183200.0 1030.0 NA 138 47 0 0 NA NA 246 92 0 0 NA NA 8286 630 129 132 NA NA 8524 721 382 497 NA
1543183200.0 1040.1 NA 60 29 0 NA NA NA 131 74 0 NA NA NA 1248 203 193 NA NA NA 1437 373 270 NA NA
1543183200.0 106.0 42 0 0 NA NA NA 101 0 0 NA NA NA 505 275 2774 NA NA NA 705 362 3270 NA NA NA
1543183200.0 107.0 59 85 252 NA NA NA 135 211 344 NA NA NA 2719 513 2993 NA NA NA 2966 615 3252 NA NA NA
1543183200.0 108.0 64 75 248 NA NA NA 135 211 343 NA NA NA 3286 572 3146 NA NA NA 3549 716 3450 NA NA NA
1543183200.0 10824.6 NA 194 336 0 84 101 NA 326 507 0 151 167 NA 2716 5914 4049 1822 4182 NA 2914 7032 4374 2177 4420
1543183200.0 10825.0 NA 183 327 0 82 98 NA 280 507 0 135 167 NA 3533 5638 3619 1618 4489 NA 4069 6425 3845 1996 5000
1543183200.0 10842.0 NA 187 335 0 88 100 NA 326 507 0 151 167 NA 3560 5729 3766 1889 4390 NA 4089 6581 4049 2276 4904
1543183200.0 10871.0 NA 221 332 0 90 101 NA 326 507 0 151 167 NA 3257 5997 3787 1857 4386 NA 3733 6698 4034 2231 4879
1543183200.0 110.0 55 84 246 NA NA NA 117 165 343 NA NA NA 607 494 2952 NA NA NA 751 616 3319 NA NA NA
1543183200.0 111.0 60 79 247 NA NA NA 135 211 343 NA NA NA 1140 444 2859 NA NA NA 1338 571 3155 NA NA NA
