Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543442400.0 1.0 63 77 169 NA NA NA 136 211 282 NA NA NA 1174 438 2076 NA NA NA 1293 547 2256 NA NA NA
1543442400.0 10001.0 NA 102 298 0 70 NA NA 226 442 0 122 NA NA 554 3073 1424 1079 NA NA 757 3435 1525 1295 NA
1543442400.0 10002.0 NA 98 303 0 65 NA NA 226 442 0 122 NA NA 559 3148 1427 1084 NA NA 744 3626 1564 1304 NA
1543442400.0 10003.0 NA 104 306 0 73 NA NA 181 442 0 122 NA NA 557 3120 1393 1181 NA NA 757 3494 1603 1664 NA
1543442400.0 10004.0 NA 101 303 0 69 NA NA 181 442 0 122 NA NA 544 3044 1405 1105 NA NA 723 3359 1543 1341 NA
1543442400.0 10005.0 NA 103 311 0 69 NA NA 226 442 0 122 NA NA 556 3068 1401 1093 NA NA 739 3578 1579 1422 NA
1543442400.0 10006.0 NA 100 300 0 71 NA NA 226 442 0 122 NA NA 564 3029 1367 1118 NA NA 762 3379 1502 1408 NA
1543442400.0 10007.0 NA 105 304 0 71 NA NA 226 442 0 122 NA NA 570 3108 1361 1060 NA NA 763 3433 1458 1249 NA
1543442400.0 10008.0 NA 102 301 0 70 NA NA 226 442 0 122 NA NA 568 3129 1445 1080 NA NA 771 3487 1564 1276 NA
1543442400.0 10009.0 NA 112 305 0 66 NA NA 181 442 0 122 NA NA 580 3049 1453 1085 NA NA 743 3261 1613 1325 NA
1543442400.0 10023.0 NA 102 296 0 71 NA NA 181 442 0 122 NA NA 559 3098 1392 1075 NA NA 752 3398 1490 1278 NA
1543442400.0 10024.0 NA 107 312 0 72 NA NA 182 443 0 122 NA NA 659 3349 1522 1173 NA NA 873 3687 1648 1605 NA
1543442400.0 10024.1 NA 113 170 0 NA NA NA 227 282 0 NA NA NA 629 1514 808 NA NA NA 805 1906 915 NA NA
