Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1543356000.0 1.0 57 78 163 NA NA NA NA 135 166 281 NA NA NA NA 1222 464 2186 NA NA NA NA 1349 586 2526 NA NA NA NA
1543356000.0 10.0 NA 104 265 0 NA NA NA NA 218 388 0 NA NA NA NA 2316 4442 1037 NA NA NA NA 2488 4691 1091 NA NA NA
1543356000.0 10001.0 NA 105 294 0 67 NA NA NA 226 442 0 122 NA NA NA 554 3201 1453 1140 NA NA NA 685 3525 1556 1369 NA NA
1543356000.0 10002.0 NA 111 296 0 71 NA NA NA 226 442 0 122 NA NA NA 555 3199 1475 1134 NA NA NA 708 3475 1575 1305 NA NA
1543356000.0 10003.0 NA 107 300 0 66 NA NA NA 226 442 0 122 NA NA NA 570 3216 1468 1147 NA NA NA 769 3563 1577 1387 NA NA
1543356000.0 10004.0 NA 108 293 0 71 NA NA NA 226 442 0 122 NA NA NA 549 3148 1419 1126 NA NA NA 701 3403 1506 1318 NA NA
1543356000.0 10005.0 NA 99 293 0 70 NA NA NA 226 442 0 122 NA NA NA 576 3195 1477 1129 NA NA NA 787 3559 1571 1270 NA NA
1543356000.0 10006.0 NA 109 300 0 73 NA NA NA 181 442 0 122 NA NA NA 537 3172 1448 1142 NA NA NA 698 3503 1526 1296 NA NA
1543356000.0 10007.0 NA 99 300 0 73 NA NA NA 181 442 0 122 NA NA NA 608 3317 1473 1140 NA NA NA 841 3784 1543 1338 NA NA
1543356000.0 10008.0 NA 106 297 0 70 NA NA NA 181 442 0 122 NA NA NA 580 3279 1432 1157 NA NA NA 729 3581 1530 1392 NA NA
1543356000.0 10009.0 NA 104 301 0 71 NA NA NA 226 442 0 122 NA NA NA 612 3268 1463 1149 NA NA NA 768 3543 1541 1320 NA NA
1543356000.0 10023.0 NA 106 298 0 73 NA NA NA 181 442 0 122 NA NA NA 558 3205 1449 1129 NA NA NA 735 3630 1537 1353 NA NA
1543356000.0 10024.0 NA 110 305 0 67 NA NA NA 182 443 0 122 NA NA NA 678 3513 1621 1168 NA NA NA 849 3870 1704 1358 NA NA
1543356000.0 10024.1 NA 116 165 0 NA NA NA NA 227 282 0 NA NA NA NA 675 1577 817 NA NA NA NA 806 1772 927 NA NA NA
1543356000.0 10024.2 NA 123 305 0 NA NA NA NA 227 443 0 NA NA NA NA 691 3519 1578 NA NA NA NA 883 3774 1664 NA NA NA
1543356000.0 10024.3 NA 103 165 0 NA NA NA NA 182 282 0 NA NA NA NA 685 1482 735 NA NA NA NA 902 1651 809 NA NA NA
1543356000.0 10024.5 NA 119 141 0 NA NA NA NA 227 216 0 NA NA NA NA 693 959 222 NA NA NA NA 829 1227 301 NA NA NA
1543356000.0 10025.0 NA 114 294 0 65 NA NA NA 226 442 0 122 NA NA NA 610 3270 1559 1150 NA NA NA 728 3518 1651 1390 NA NA
1543356000.0 1004.0 NA 186 99 0 0 0 0 NA 280 150 0 0 0 0 NA 3154 1173 220 389 1231 1298 NA 4125 1463 339 588 1366 1498
1543356000.0 10042.0 NA 111 304 0 77 NA NA NA 226 442 0 122 NA NA NA 613 3292 1585 1162 NA NA NA 793 3577 1684 1359 NA NA
1543356000.0 10071.0 NA 114 307 0 74 NA NA NA 226 443 0 122 NA NA NA 645 3437 1593 1161 NA NA NA 764 3670 1661 1355 NA NA
1543356000.0 101.0 97 NA NA NA NA NA NA 170 NA NA NA NA NA NA 862 NA NA NA NA NA NA 945 NA NA NA NA NA NA
1543356000.0 1010.0 NA 28 31 0 NA NA NA NA 81 94 0 NA NA NA NA 255 432 292 NA NA NA NA 503 1087 578 NA NA NA
1543356000.0 102.0 95 NA NA NA NA NA NA 170 NA NA NA NA NA NA 781 NA NA NA NA NA NA 854 NA NA NA NA NA NA
1543356000.0 1020.0 NA 62 24 0 58 NA NA NA 133 70 0 134 NA NA NA 631 246 188 803 NA NA NA 1045 474 355 1367 NA NA
1543356000.0 103.0 42 0 0 NA NA NA NA 101 0 0 NA NA NA NA 465 226 2363 NA NA NA NA 602 294 2550 NA NA NA NA
1543356000.0 1030.0 NA 137 44 0 0 NA NA NA 246 92 0 0 NA NA NA 12802 895 195 198 NA NA NA 13324 1095 658 290 NA NA
1543356000.0 1040.1 NA 61 25 0 NA NA NA NA 131 73 0 NA NA NA NA 1775 408 319 NA NA NA NA 2460 863 624 NA NA NA
1543356000.0 10424.0 NA 115 303 0 NA NA NA NA 226 443 0 NA NA NA NA 680 3416 1554 NA NA NA NA 835 3700 1654 NA NA NA
1543356000.0 105.0 65 85 29 NA NA NA NA 135 211 74 NA NA NA NA 1168 445 170 NA NA NA NA 1329 542 217 NA NA NA NA
1543356000.0 106.0 42 0 0 NA NA NA NA 100 0 0 NA NA NA NA 465 234 2439 NA NA NA NA 576 307 2683 NA NA NA NA
1543356000.0 107.0 57 86 257 NA NA NA NA 135 211 344 NA NA NA NA 2448 471 2790 NA NA NA NA 2675 571 3050 NA NA NA NA
1543356000.0 108.0 62 87 252 NA NA NA NA 135 166 343 NA NA NA NA 3001 487 2869 NA NA NA NA 3220 597 3145 NA NA NA NA
1543356000.0 10801.0 NA 181 325 0 81 110 NA NA 280 507 0 135 186 NA NA 2349 3716 2373 1263 2988 NA NA 2617 4073 2460 1412 3085 NA
1543356000.0 10802.0 NA 177 326 0 79 100 NA NA 281 507 0 135 167 NA NA 2394 3739 2476 1253 2990 NA NA 2691 3980 2582 1420 3106 NA
1543356000.0 10803.0 NA 176 324 0 78 98 NA NA 280 507 0 135 167 NA NA 2379 3765 2426 1277 3039 NA NA 2648 4029 2541 1414 3146 NA
1543356000.0 10804.0 NA 174 326 0 81 111 NA NA 281 507 0 135 186 NA NA 2335 3718 2434 1280 3062 NA NA 2539 3982 2560 1430 3261 NA
1543356000.0 10805.0 NA 175 321 0 74 100 NA NA 280 507 0 135 167 NA NA 2329 3695 2411 1273 3054 NA NA 2666 3938 2560 1427 3216 NA
1543356000.0 10806.0 NA 204 319 0 79 90 NA NA 280 507 0 135 167 NA NA 2333 3671 2419 1276 2911 NA NA 2604 3883 2510 1416 3043 NA
1543356000.0 10807.0 NA 186 333 0 95 104 NA NA 280 507 0 151 186 NA NA 2354 3723 2399 1305 2914 NA NA 2616 3968 2475 1510 3043 NA
1543356000.0 10808.0 NA 182 329 0 92 102 NA NA 281 507 0 151 167 NA NA 2356 3771 2431 1333 3045 NA NA 2613 4018 2500 1489 3141 NA
1543356000.0 10809.0 NA 182 329 0 95 101 NA NA 281 507 0 151 167 NA NA 2372 3849 2406 1266 3018 NA NA 2771 4123 2524 1402 3117 NA
1543356000.0 10823.0 NA 179 324 0 79 94 NA NA 281 507 0 135 167 NA NA 2358 3692 2379 1250 2940 NA NA 2630 3957 2467 1408 3183 NA
1543356000.0 10824.0 NA 195 332 0 99 99 NA NA 326 507 0 151 167 NA NA 2464 3932 2617 1316 3084 NA NA 2700 4294 2739 1454 3179 NA
1543356000.0 10824.1 NA 185 178 0 NA NA NA NA 326 307 0 NA NA NA NA 2498 1747 809 NA NA NA NA 2715 2075 873 NA NA NA
1543356000.0 10824.5 NA 209 144 0 NA NA NA NA 326 233 0 NA NA NA NA 2538 1270 216 NA NA NA NA 2699 1464 314 NA NA NA
1543356000.0 10824.6 NA 185 329 0 90 102 NA NA 326 507 0 151 167 NA NA 2495 3980 2661 1332 3055 NA NA 2663 4406 2818 1569 3142 NA
1543356000.0 10825.0 NA 179 327 0 78 106 NA NA 281 507 0 135 167 NA NA 2367 3778 2516 1286 3008 NA NA 2569 4076 2620 1480 3134 NA
1543356000.0 10826.0 NA 201 336 0 90 102 NA NA 326 507 0 151 167 NA NA 2536 4202 2568 1328 3073 NA NA 2801 4553 2691 1577 3176 NA
