Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1542405600.0 1.0 56 74 182 NA NA NA NA NA NA 135 210 281 NA NA NA NA NA NA 1351 525 2362 NA NA NA NA NA NA 1467 726 2712 NA NA NA NA NA NA
1542405600.0 10.0 NA 102 254 0 NA NA NA NA NA NA 218 388 0 NA NA NA NA NA NA 2505 4592 1093 NA NA NA NA NA NA 2759 4850 1219 NA NA NA NA NA
1542405600.0 1000.0 NA 257 150 0 52 NA NA NA NA NA 370 277 0 99 NA NA NA NA NA 3849 2387 993 839 NA NA NA NA NA 4100 2773 1105 982 NA NA NA NA
1542405600.0 10001.0 NA 118 304 0 69 NA NA NA NA NA 226 442 0 122 NA NA NA NA NA 820 4200 1698 1424 NA NA NA NA NA 1355 4781 1812 1648 NA NA NA NA
1542405600.0 10002.0 NA 113 299 0 71 NA NA NA NA NA 226 442 0 122 NA NA NA NA NA 634 4172 2288 1452 NA NA NA NA NA 857 4820 2759 1628 NA NA NA NA
1542405600.0 10003.0 NA 107 307 0 70 NA NA NA NA NA 226 442 0 122 NA NA NA NA NA 727 4215 1916 1506 NA NA NA NA NA 896 10787 2026 1732 NA NA NA NA
1542405600.0 10004.0 NA 106 295 0 75 NA NA NA NA NA 181 442 0 122 NA NA NA NA NA 692 4157 1866 1419 NA NA NA NA NA 834 10662 1978 1615 NA NA NA NA
1542405600.0 10005.0 NA 105 294 0 73 NA NA NA NA NA 226 442 0 122 NA NA NA NA NA 764 4724 2124 1531 NA NA NA NA NA 1108 5958 2324 1840 NA NA NA NA
1542405600.0 10006.0 NA 105 304 0 74 NA NA NA NA NA 181 442 0 122 NA NA NA NA NA 923 4025 1761 1488 NA NA NA NA NA 1389 4455 1870 1702 NA NA NA NA
1542405600.0 10007.0 NA 114 283 0 69 NA NA NA NA NA 226 442 0 122 NA NA NA NA NA 742 4792 1797 1610 NA NA NA NA NA 986 7017 1956 2189 NA NA NA NA
