Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1542751200.0 1.0 93 91 141 NA NA NA NA NA 181 361 246 NA NA NA NA NA 2457 807 400 NA NA NA NA NA 1379 788 1031 NA NA NA NA NA
1542751200.0 10.0 NA 124 499 0 NA NA NA NA NA 377 577 0 NA NA NA NA NA 2329 2107 391 NA NA NA NA NA 1181 1000 449 NA NA NA NA
1542751200.0 1000.0 NA 474 159 0 45 NA NA NA NA 575 249 0 91 NA NA NA NA 3033 1137 716 153 NA NA NA NA 3574 1206 1571 525 NA NA NA
1542751200.0 10001.0 NA 201 659 90 0 NA NA NA NA 485 815 134 0 NA NA NA NA 704 993 206 1393 NA NA NA NA 766 882 373 1464 NA NA NA
1542751200.0 10002.0 NA 220 378 81 0 NA NA NA NA 489 809 133 0 NA NA NA NA 642 1255 198 1393 NA NA NA NA 685 2364 387 1434 NA NA NA
1542751200.0 10003.0 NA 222 661 84 0 NA NA NA NA 484 823 134 0 NA NA NA NA 657 1059 200 1376 NA NA NA NA 709 933 272 1436 NA NA NA
1542751200.0 10004.0 NA 220 659 90 0 NA NA NA NA 481 819 134 0 NA NA NA NA 557 1010 208 1361 NA NA NA NA 540 944 373 1873 NA NA NA
1542751200.0 10005.0 NA 193 658 91 0 NA NA NA NA 475 814 134 0 NA NA NA NA 666 940 182 1393 NA NA NA NA 800 917 309 1425 NA NA NA
1542751200.0 10006.0 NA 219 653 80 0 NA NA NA NA 481 812 133 0 NA NA NA NA 624 1060 196 1368 NA NA NA NA 558 2107 352 1428 NA NA NA
1542751200.0 10007.0 NA 219 659 100 0 NA NA NA NA 474 815 144 0 NA NA NA NA 711 1023 202 1381 NA NA NA NA 673 1545 307 1426 NA NA NA
1542751200.0 10008.0 NA 224 657 92 0 NA NA NA NA 483 815 144 0 NA NA NA NA 688 1069 206 1419 NA NA NA NA 553 1289 441 1457 NA NA NA
1542751200.0 10009.0 NA 209 257 92 0 NA NA NA NA 475 813 143 0 NA NA NA NA 695 1444 212 1421 NA NA NA NA 833 2825 515 1625 NA NA NA
1542751200.0 1001.0 NA 451 378 0 0 0 0 0 NA 530 464 0 0 0 0 0 NA 1911 853 7 24 387 26 511 NA 971 783 63 30 499 36 523
1542751200.0 1002.0 NA 470 68 NA NA NA NA NA NA 553 124 NA NA NA NA NA NA 2166 334 NA NA NA NA NA NA 1204 443 NA NA NA NA NA
1542751200.0 10023.0 NA 219 656 91 0 NA NA NA NA 481 809 133 0 NA NA NA NA 555 1052 182 1443 NA NA NA NA 1077 1431 345 1478 NA NA NA
1542751200.0 10024.0 NA 244 683 103 0 NA NA NA NA 483 839 145 0 NA NA NA NA 751 1346 207 1448 NA NA NA NA 696 995 251 1527 NA NA NA
1542751200.0 10024.1 NA 243 273 0 NA NA NA NA NA 483 372 0 NA NA NA NA NA 842 472 209 NA NA NA NA NA 934 429 216 NA NA NA NA
1542751200.0 10024.2 NA 245 676 0 NA NA NA NA NA 483 829 0 NA NA NA NA NA 827 1293 1418 NA NA NA NA NA 804 953 1480 NA NA NA NA
1542751200.0 10024.3 NA 248 256 0 NA NA NA NA NA 484 350 0 NA NA NA NA NA 803 453 173 NA NA NA NA NA 619 499 184 NA NA NA NA
1542751200.0 10024.4 NA 221 683 0 NA NA NA NA NA 475 831 0 NA NA NA NA NA 915 1345 1469 NA NA NA NA NA 1029 1007 1533 NA NA NA NA
1542751200.0 10024.5 NA 237 267 0 NA NA NA NA NA 490 377 0 NA NA NA NA NA 896 511 225 NA NA NA NA NA 962 691 307 NA NA NA NA
1542751200.0 10024.6 NA 222 680 0 NA NA NA NA NA 483 830 0 NA NA NA NA NA 902 1471 1487 NA NA NA NA NA 1006 1111 1526 NA NA NA NA
1542751200.0 10025.0 NA 205 669 92 0 NA NA NA NA 475 824 134 0 NA NA NA NA 845 1228 206 1497 NA NA NA NA 1001 1022 249 1541 NA NA NA
1542751200.0 10026.0 NA 236 689 92 0 NA NA NA NA 483 837 134 0 NA NA NA NA 932 1596 207 1544 NA NA NA NA 1354 1085 253 1701 NA NA NA
1542751200.0 1003.0 NA 412 0 NA NA NA NA NA NA 509 0 NA NA NA NA NA NA 2664 450 NA NA NA NA NA NA 1343 745 NA NA NA NA NA
