Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543399200.0 1.0 92 109 184 NA NA NA 187 585 308 NA NA NA 2497 739 2113 NA NA NA 1249 1297 4163 NA NA NA
1543399200.0 10.0 NA 146 319 0 NA NA NA 591 439 0 NA NA NA 2183 3267 543 NA NA NA 1122 2323 721 NA NA
1543399200.0 10001.0 NA 170 342 0 84 NA NA 566 569 0 134 NA NA 632 2046 1031 307 NA NA 519 2364 1188 600 NA
1543399200.0 10002.0 NA 169 362 0 75 NA NA 563 550 0 136 NA NA 700 2010 1102 246 NA NA 501 2427 1348 452 NA
1543399200.0 10003.0 NA 158 361 0 76 NA NA 561 569 0 127 NA NA 755 2088 1108 351 NA NA 1126 2305 1372 420 NA
1543399200.0 10004.0 NA 163 360 0 76 NA NA 610 571 0 133 NA NA 740 2008 1015 257 NA NA 606 2353 1099 465 NA
1543399200.0 10005.0 NA 168 335 0 83 NA NA 610 526 0 128 NA NA 617 2030 1114 283 NA NA 529 2306 1397 413 NA
1543399200.0 10006.0 NA 164 359 0 79 NA NA 560 558 0 132 NA NA 746 2101 1070 393 NA NA 602 2762 1196 492 NA
1543399200.0 10007.0 NA 166 367 0 76 NA NA 520 557 0 137 NA NA 645 2216 1064 268 NA NA 495 2922 1211 540 NA
1543399200.0 10008.0 NA 166 369 0 84 NA NA 608 555 0 124 NA NA 746 2074 1066 252 NA NA 1033 2326 1257 511 NA
1543399200.0 10009.0 NA 172 363 0 86 NA NA 610 558 0 135 NA NA 630 2165 1046 344 NA NA 456 2376 1157 415 NA
1543399200.0 1001.2 NA 384 142 0 NA NA NA 639 205 0 NA NA NA 13720 1852 138 NA NA NA 4522 1485 492 NA NA
1543399200.0 1002.0 NA 307 95 NA NA NA NA 433 134 NA NA NA NA 3192 391 NA NA NA NA 2964 378 NA NA NA
1543399200.0 10023.0 NA 169 361 0 75 NA NA 608 550 0 124 NA NA 629 2045 1085 264 NA NA 472 2721 1300 412 NA
1543399200.0 10024.0 NA 187 355 0 84 NA NA 606 601 0 134 NA NA 752 2397 1070 318 NA NA 573 2481 1303 598 NA
1543399200.0 10024.1 NA 176 203 0 NA NA NA 563 348 0 NA NA NA 842 789 347 NA NA NA 630 1172 465 NA NA
1543399200.0 10024.2 NA 180 371 0 NA NA NA 565 561 0 NA NA NA 895 2278 1021 NA NA NA 654 2449 1152 NA NA
1543399200.0 10024.3 NA 180 189 0 NA NA NA 564 332 0 NA NA NA 770 826 301 NA NA NA 482 1202 386 NA NA
1543399200.0 10024.4 NA 169 373 0 NA NA NA 565 582 0 NA NA NA 848 2298 999 NA NA NA 681 2424 1077 NA NA
