Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543226400.0 1.0 91 109 186 NA NA NA 193 583 332 NA NA NA 1822 533 1418 NA NA NA 862 506 1674 NA NA NA
1543226400.0 10.0 NA 139 306 0 NA NA NA 590 444 0 NA NA NA 2292 3558 594 NA NA NA 1123 2522 723 NA NA
1543226400.0 1002.0 NA 304 94 NA NA NA NA 431 133 NA NA NA NA 3245 440 NA NA NA NA 2920 386 NA NA NA
1543226400.0 1003.0 NA 268 0 NA NA NA NA 372 0 NA NA NA NA 2705 586 NA NA NA NA 1545 741 NA NA NA
1543226400.0 101.0 96 NA NA NA NA NA 161 NA NA NA NA NA 1232 NA NA NA NA NA 1902 NA NA NA NA NA
1543226400.0 1010.0 NA 34 44 0 NA NA NA 89 100 0 NA NA NA 129 261 145 NA NA NA 1036 748 290 NA NA
1543226400.0 102.0 106 NA NA NA NA NA 161 NA NA NA NA NA 1041 NA NA NA NA NA 2054 NA NA NA NA NA
1543226400.0 1020.0 NA 78 28 0 75 NA NA 146 72 0 146 NA NA 243 115 68 248 NA NA 997 579 284 365 NA
1543226400.0 103.0 79 102 282 NA NA NA 163 586 411 NA NA NA 2119 443 1728 NA NA NA 1698 462 2142 NA NA NA
1543226400.0 1030.0 NA 203 52 0 0 NA NA 389 103 0 0 NA NA 7581 268 106 67 NA NA 2702 426 522 301 NA
1543226400.0 1040.1 NA 83 37 0 NA NA NA 146 76 0 NA NA NA 421 116 130 NA NA NA 748 260 430 NA NA
1543226400.0 105.0 81 116 34 NA NA NA 191 584 77 NA NA NA 1669 530 108 NA NA NA 1069 439 187 NA NA NA
1543226400.0 106.0 57 0 0 NA NA NA 106 0 0 NA NA NA 622 382 1568 NA NA NA 1265 642 2173 NA NA NA
1543226400.0 107.0 111 111 289 NA NA NA 215 583 435 NA NA NA 2402 527 1937 NA NA NA 1436 410 2375 NA NA NA
1543226400.0 108.0 95 103 294 NA NA NA 215 537 433 NA NA NA 3713 596 2004 NA NA NA 2049 780 2378 NA NA NA
1543226400.0 10805.0 NA 287 386 0 94 150 NA 668 614 0 149 233 NA 2606 2774 2319 468 1177 NA 4018 2886 2490 574 1237
1543226400.0 10823.0 NA 266 381 0 92 127 NA 680 596 0 145 202 NA 2616 2879 2170 612 1145 NA 3577 3088 2268 981 1236
1543226400.0 10824.1 NA 273 212 0 NA NA NA 666 382 0 NA NA NA 2881 1070 548 NA NA NA 2662 1441 914 NA NA
1543226400.0 10826.0 NA 296 418 0 96 152 NA 621 623 0 154 245 NA 2856 3663 2224 595 1365 NA 3593 3737 2386 996 1469
1543226400.0 109.0 111 112 290 NA NA NA 215 586 435 NA NA NA 2791 500 1938 NA NA NA 1578 403 2249 NA NA NA
1543226400.0 11.0 NA 122 299 0 70 NA NA 591 459 0 119 NA NA 1729 1572 664 320 NA NA 1130 1442 746 381 NA
1543226400.0 110.0 70 116 282 NA NA NA 134 540 428 NA NA NA 1336 406 1788 NA NA NA 1361 380 2128 NA NA NA
