Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1543312800.0 10009.0 NA 165 373 0 81 NA NA 608 548 0 128 NA NA 825 2204 1146 296 NA NA 1106 2578 1766 496 NA
1543312800.0 1002.0 NA 314 84 NA NA NA NA 429 140 NA NA NA NA 4183 553 NA NA NA NA 6200 741 NA NA NA
1543312800.0 10024.2 NA 173 383 0 NA NA NA 608 582 0 NA NA NA 839 2321 1069 NA NA NA 727 2539 1253 NA NA
1543312800.0 10024.4 NA 174 376 0 NA NA NA 564 538 0 NA NA NA 869 2501 1091 NA NA NA 736 2633 1334 NA NA
1543312800.0 101.0 95 NA NA NA NA NA 161 NA NA NA NA NA 1095 NA NA NA NA NA 1821 NA NA NA NA NA
1543312800.0 1010.0 NA 31 41 0 NA NA NA 88 99 0 NA NA NA 136 222 194 NA NA NA 429 342 481 NA NA
1543312800.0 102.0 98 NA NA NA NA NA 161 NA NA NA NA NA 928 NA NA NA NA NA 1838 NA NA NA NA NA
1543312800.0 103.0 66 97 272 NA NA NA 156 584 419 NA NA NA 2185 716 2360 NA NA NA 2061 848 3154 NA NA NA
1543312800.0 1040.0 NA 354 37 0 NA NA NA 577 76 0 NA NA NA 11720 177 139 NA NA NA 4236 268 233 NA NA
1543312800.0 1040.1 NA 81 28 0 NA NA NA 145 76 0 NA NA NA 744 176 163 NA NA NA 1426 383 863 NA NA
1543312800.0 10424.0 NA 176 373 0 NA NA NA 563 548 0 NA NA NA 805 2390 1120 NA NA NA 669 2556 1326 NA NA
1543312800.0 106.0 50 0 0 NA NA NA 108 0 0 NA NA NA 1040 249 2246 NA NA NA 1423 452 4700 NA NA NA
1543312800.0 107.0 107 106 278 NA NA NA 208 582 428 NA NA NA 2878 709 2348 NA NA NA 1870 755 2541 NA NA NA
1543312800.0 108.0 100 110 291 NA NA NA 215 586 437 NA NA NA 5258 732 2729 NA NA NA 3345 814 3415 NA NA NA
1543312800.0 10805.0 NA 261 349 0 94 150 NA 711 576 0 151 233 NA 2073 2411 2096 437 1136 NA 2116 2651 2425 525 1297
1543312800.0 109.0 110 107 297 NA NA NA 216 583 434 NA NA NA 3875 689 2405 NA NA NA 2199 645 2670 NA NA NA
1543312800.0 11.0 NA 117 292 0 68 NA NA 593 452 0 119 NA NA 2499 2229 896 241 NA NA 1863 3031 1153 392 NA
