Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1542495600.0 1.0 50 141 118 NA NA 87 182 163 NA NA 2517 846 701 NA NA 2706 1144 887 NA NA
1542495600.0 10.0 NA 160 180 0 NA NA 216 224 0 NA NA 2096 2631 767 NA NA 2332 2743 812 NA
1542495600.0 1000.0 NA 188 91 0 35 NA 240 133 0 63 NA 5390 1035 829 233 NA 6381 1714 1190 572
1542495600.0 1001.0 NA 167 32 0 NA NA 217 62 0 NA NA 3670 93 82 NA NA 4080 180 168 NA
1542495600.0 1002.0 NA 168 50 NA NA NA 221 82 NA NA NA 3662 256 NA NA NA 4061 336 NA NA
1542495600.0 1003.0 NA 169 0 NA NA NA 232 0 NA NA NA 6759 733 NA NA NA 7688 1097 NA NA
1542495600.0 101.0 87 NA NA NA NA 124 NA NA NA NA 666 NA NA NA NA 718 NA NA NA NA
1542495600.0 102.0 87 NA NA NA NA 123 NA NA NA NA 558 NA NA NA NA 612 NA NA NA NA
1542495600.0 103.0 47 0 0 NA NA 78 0 0 NA NA 521 366 244 NA NA 572 454 284 NA NA
1542495600.0 105.0 50 151 41 NA NA 87 200 63 NA NA 2440 768 40 NA NA 2593 1029 82 NA NA
1542495600.0 106.0 46 0 0 NA NA 78 0 0 NA NA 584 360 247 NA NA 660 450 287 NA NA
1542495600.0 107.0 52 151 170 NA NA 88 202 221 NA NA 4693 963 1075 NA NA 5270 1662 1602 NA NA
1542495600.0 108.0 52 152 170 NA NA 87 202 221 NA NA 5133 972 1114 NA NA 5732 1659 1633 NA NA
1542495600.0 109.0 53 155 172 NA NA 88 204 222 NA NA 7283 1897 1207 NA NA 7704 2901 1821 NA NA
1542495600.0 11.0 NA 155 176 0 46 NA 209 228 0 74 NA 3138 3715 1764 105 NA 3791 4604 2127 283
1542495600.0 110.0 47 149 167 NA NA 81 199 217 NA NA 1072 916 899 NA NA 1191 1205 1094 NA NA
1542495600.0 1102.0 NA 160 176 106 59 NA 217 226 152 96 NA 2764 4882 2703 207 NA 2933 5151 2778 240
1542495600.0 111.0 52 153 171 NA NA 87 201 220 NA NA 2498 830 997 NA NA 2772 1159 1313 NA NA
1542495600.0 112.0 51 151 171 NA NA 87 201 220 NA NA 5640 937 1033 NA NA 6207 1653 1612 NA NA
1542495600.0 113.0 55 152 172 NA NA 90 204 221 NA NA 6865 1817 1120 NA NA 7165 2715 1743 NA NA
1542495600.0 114.0 54 152 171 NA NA 90 204 221 NA NA 6788 1534 1270 NA NA 7203 2376 1942 NA NA
1542495600.0 115.0 54 154 173 NA NA 90 204 223 NA NA 7234 1727 1187 NA NA 7672 2629 1744 NA NA
1542495600.0 116.0 53 152 174 NA NA 90 204 221 NA NA 7723 1835 1117 NA NA 8122 2743 1756 NA NA
1542495600.0 117.0 55 155 174 NA NA 90 205 223 NA NA 3416 588 650 NA NA 3493 716 743 NA NA
1542495600.0 118.0 54 157 174 NA NA 91 206 223 NA NA 3241 624 695 NA NA 3329 763 787 NA NA
1542495600.0 119.0 52 152 170 NA NA 87 201 220 NA NA 4412 914 1025 NA NA 4841 1666 1578 NA NA
1542495600.0 12.0 NA 157 178 0 NA NA 214 223 0 NA NA 2060 2707 799 NA NA 2209 2835 853 NA
1542495600.0 120.0 46 149 167 NA NA 75 199 217 NA NA 725 944 863 NA NA 845 1298 1069 NA NA
1542495600.0 1200.0 76 192 0 NA NA 121 230 0 NA NA 308 744 107 NA NA 417 830 126 NA NA
1542495600.0 1201.0 216 NA NA NA NA 276 NA NA NA NA 951 NA NA NA NA 1092 NA NA NA NA
1542495600.0 121.0 55 156 179 NA NA 91 205 223 NA NA 3433 609 685 NA NA 3512 743 772 NA NA
1542495600.0 122.0 50 151 171 NA NA 85 200 218 NA NA 941 782 602 NA NA 1051 1083 762 NA NA
1542495600.0 123.1 213 NA NA NA NA 273 NA NA NA NA 868 NA NA NA NA 1032 NA NA NA NA
1542495600.0 123.2 219 NA NA NA NA 276 NA NA NA NA 1045 NA NA NA NA 1180 NA NA NA NA
1542495600.0 123.3 200 NA NA NA NA 258 NA NA NA NA 704 NA NA NA NA 846 NA NA NA NA
1542495600.0 124.1 206 NA NA NA NA 266 NA NA NA NA 713 NA NA NA NA 827 NA NA NA NA
1542495600.0 124.2 212 NA NA NA NA 272 NA NA NA NA 821 NA NA NA NA 975 NA NA NA NA
1542495600.0 124.4 206 NA NA NA NA 266 NA NA NA NA 717 NA NA NA NA 826 NA NA NA NA
1542495600.0 124.5 207 NA NA NA NA 266 NA NA NA NA 735 NA NA NA NA 855 NA NA NA NA
1542495600.0 124.6 200 NA NA NA NA 259 NA NA NA NA 721 NA NA NA NA 866 NA NA NA NA
1542495600.0 125.0 52 152 169 NA NA 88 201 220 NA NA 5053 950 1050 NA NA 5621 1616 1541 NA NA
1542495600.0 126.0 46 151 170 NA NA 81 200 218 NA NA 1781 993 729 NA NA 1932 1323 858 NA NA
1542495600.0 127.0 46 149 167 NA NA 76 199 217 NA NA 1353 877 918 NA NA 1451 1170 1164 NA NA
1542495600.0 128.0 47 151 169 NA NA 75 199 217 NA NA 623 956 670 NA NA 751 1274 775 NA NA
1542495600.0 129.0 46 148 169 NA NA 75 199 217 NA NA 692 889 854 NA NA 814 1182 1019 NA NA
1542495600.0 13.0 NA 162 173 0 NA NA 218 227 0 NA NA 3889 6381 1013 NA NA 4107 6601 1072 NA
1542495600.0 130.0 47 149 168 NA NA 76 199 217 NA NA 816 885 871 NA NA 947 1181 1065 NA NA
1542495600.0 1301.0 58 141 121 NA NA 94 189 173 NA NA 1604 883 780 NA NA 2058 1468 1316 NA NA
1542495600.0 1302.0 63 150 133 NA NA 99 189 178 NA NA 4164 569 570 NA NA 4326 759 765 NA NA
1542495600.0 1303.0 66 163 144 NA NA 101 193 177 NA NA 16919 631 754 NA NA 18838 710 836 NA NA
1542495600.0 1307.0 52 0 0 0 0 82 0 0 0 0 808 743 494 144 496 1349 1349 994 215 552
1542495600.0 1308.0 NA 154 112 36 0 NA 198 154 62 0 NA 485 372 100 361 NA 693 516 168 435
1542495600.0 1309.0 NA 159 183 0 NA NA 219 233 0 NA NA 1699 1606 1387 NA NA 3138 2520 1676 NA
1542495600.0 131.0 48 150 168 NA NA 82 200 218 NA NA 2031 921 899 NA NA 2187 1209 1126 NA NA
1542495600.0 1311.0 NA 151 187 0 45 NA 212 235 0 73 NA 1243 1217 1619 92 NA 2661 2380 1897 259
1542495600.0 1312.0 NA 157 180 0 NA NA 215 230 0 NA NA 1159 1517 1631 NA NA 2239 2370 1835 NA
1542495600.0 1313.0 NA 162 180 0 NA NA 219 233 0 NA NA 1808 1915 1363 NA NA 3425 2925 1666 NA
1542495600.0 1314.0 NA 156 177 0 NA NA 215 228 0 NA NA 1181 1290 1496 NA NA 2066 1941 1622 NA
1542495600.0 1315.0 NA 156 178 0 NA NA 211 225 0 NA NA 1066 1015 1313 NA NA 1662 1456 1432 NA
1542495600.0 1316.0 NA 153 176 0 NA NA 213 226 0 NA NA 1174 1279 1586 NA NA 1877 1800 1799 NA
1542495600.0 1317.0 NA 154 176 0 NA NA 212 225 0 NA NA 1128 1131 1449 NA NA 1914 1663 1629 NA
1542495600.0 1318.0 NA 153 177 0 NA NA 212 225 0 NA NA 1082 1164 1481 NA NA 1885 1958 1598 NA
1542495600.0 1319.0 NA 156 178 0 NA NA 211 225 0 NA NA 1090 1054 1303 NA NA 1662 1502 1418 NA
1542495600.0 132.0 53 154 175 NA NA 88 205 223 NA NA 7411 2152 1115 NA NA 7791 3140 1742 NA NA
1542495600.0 1324.0 NA 156 179 0 NA NA 216 229 0 NA NA 1085 1453 1484 NA NA 2015 2208 1655 NA
1542495600.0 1325.0 NA 159 183 0 51 NA 218 232 0 80 NA 1503 1448 1392 233 NA 3115 2474 1672 403
1542495600.0 1326.0 NA 154 177 0 NA NA 215 228 0 NA NA 1189 1303 1569 NA NA 1970 1848 1756 NA
1542495600.0 1327.0 NA 154 178 0 NA NA 216 229 0 NA NA 1123 1297 1629 NA NA 1889 1828 1800 NA
1542495600.0 1328.0 NA 156 178 0 NA NA 214 229 0 NA NA 1097 1393 1559 NA NA 1987 1989 1779 NA
1542495600.0 1329.0 NA 155 179 0 51 NA 217 229 0 78 NA 1024 1323 1448 135 NA 2164 2154 1627 228
1542495600.0 133.0 56 156 175 NA NA 91 206 225 NA NA 4180 630 769 NA NA 4318 717 866 NA NA
1542495600.0 1330.0 NA 154 178 0 NA NA 215 228 0 NA NA 1079 1411 1571 NA NA 2013 2108 1772 NA
1542495600.0 1331.0 NA 152 178 0 NA NA 214 227 0 NA NA 1129 1261 1549 NA NA 1900 1826 1739 NA
1542495600.0 1332.0 60 162 180 0 NA 97 206 229 0 NA 2473 586 584 733 NA 2609 828 751 794 NA
1542495600.0 1333.0 NA 154 178 0 NA NA 215 227 0 NA NA 1057 1232 1460 NA NA 1900 1888 1626 NA
1542495600.0 1334.0 60 159 182 0 NA 96 205 229 0 NA 2820 568 591 749 NA 2959 822 755 871 NA
1542495600.0 1335.0 NA 156 177 0 NA NA 215 228 0 NA NA 968 1346 1491 NA NA 1960 2183 1679 NA
1542495600.0 1336.0 NA 161 182 0 NA NA 217 230 0 NA NA 1443 1495 1406 NA NA 2790 2503 1577 NA
1542495600.0 1338.0 NA 158 179 0 NA NA 216 231 0 NA NA 1141 1463 1549 NA NA 2061 2154 1743 NA
1542495600.0 1339.0 NA 160 181 0 NA NA 219 232 0 NA NA 1693 1692 1457 NA NA 3185 2676 1732 NA
1542495600.0 134.0 NA 172 27 0 NA NA 223 58 0 NA NA 4304 105 92 NA NA 4940 238 213 NA
1542495600.0 1340.0 54 0 0 0 NA 86 0 0 0 NA 864 794 678 1314 NA 1634 1460 1189 1440 NA
1542495600.0 1341.0 NA 160 182 0 NA NA 217 233 0 NA NA 1681 1698 1366 NA NA 3105 2688 1643 NA
