Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543100400.0 107.0 51 154 174 NA NA 88 202 221 NA NA 1942 542 580 NA NA 2029 702 712 NA NA
1543100400.0 108.0 51 158 173 NA NA 87 202 221 NA NA 2085 576 582 NA NA 2147 743 719 NA NA
1543100400.0 109.0 53 165 176 NA NA 88 204 222 NA NA 3614 565 637 NA NA 3685 638 721 NA NA
1543100400.0 11.0 NA 151 180 0 47 NA 209 228 0 74 NA 1361 2062 1035 54 NA 1457 2150 1078 94
1543100400.0 111.0 53 153 171 NA NA 87 201 220 NA NA 1190 414 424 NA NA 1245 538 491 NA NA
1543100400.0 112.0 53 151 175 NA NA 87 201 220 NA NA 2009 550 555 NA NA 2090 807 668 NA NA
1543100400.0 116.0 54 154 176 NA NA 90 204 221 NA NA 3409 557 709 NA NA 3513 648 785 NA NA
1543100400.0 125.0 52 154 175 NA NA 88 201 220 NA NA 2521 529 554 NA NA 2594 709 683 NA NA
1543100400.0 1307.0 54 0 0 0 0 82 0 0 0 0 428 302 204 68 315 503 423 281 164 350
1543100400.0 1311.0 NA 154 187 0 54 NA 212 235 0 73 NA 569 666 846 55 NA 798 893 906 114
1543100400.0 1313.0 NA 163 183 0 NA NA 219 233 0 NA NA 748 948 768 NA NA 1033 1122 863 NA
1543100400.0 1314.0 NA 167 179 0 NA NA 215 228 0 NA NA 475 530 705 NA NA 634 682 764 NA
1543100400.0 1315.0 NA 156 177 0 NA NA 211 225 0 NA NA 427 445 683 NA NA 549 543 722 NA
1543100400.0 1316.0 NA 160 179 0 NA NA 213 226 0 NA NA 457 496 674 NA NA 625 619 711 NA
1543100400.0 1317.0 NA 157 177 0 NA NA 212 225 0 NA NA 422 461 682 NA NA 541 572 732 NA
1543100400.0 1318.0 NA 157 177 0 NA NA 211 225 0 NA NA 404 427 672 NA NA 549 576 708 NA
1543100400.0 1319.0 NA 155 181 0 NA NA 212 225 0 NA NA 429 448 673 NA NA 552 559 710 NA
1543100400.0 132.0 53 158 178 NA NA 88 205 223 NA NA 3247 599 737 NA NA 3309 693 803 NA NA
1543100400.0 1324.0 NA 158 181 0 NA NA 216 229 0 NA NA 534 594 712 NA NA 1712 755 756 NA
1543100400.0 1325.0 NA 161 185 0 59 NA 218 231 0 80 NA 689 759 759 167 NA 1444 974 826 235
1543100400.0 1326.0 NA 159 180 0 NA NA 215 228 0 NA NA 437 493 690 NA NA 569 609 724 NA
1543100400.0 1327.0 NA 158 180 0 NA NA 216 229 0 NA NA 449 503 686 NA NA 564 623 720 NA
1543100400.0 1328.0 NA 158 181 0 NA NA 214 229 0 NA NA 516 575 706 NA NA 1675 717 749 NA
1543100400.0 1330.0 NA 156 180 0 NA NA 215 228 0 NA NA 517 588 721 NA NA 1682 746 771 NA
1543100400.0 1331.0 NA 157 179 0 NA NA 214 227 0 NA NA 449 493 686 NA NA 594 617 738 NA
1543100400.0 1333.0 NA 156 181 0 NA NA 215 227 0 NA NA 447 484 685 NA NA 604 589 719 NA
1543100400.0 1335.0 NA 156 181 0 NA NA 215 228 0 NA NA 494 548 718 NA NA 1644 713 757 NA
1543100400.0 1338.0 NA 162 183 0 NA NA 216 231 0 NA NA 543 620 706 NA NA 1700 760 752 NA
1543100400.0 134.0 NA 171 28 0 NA NA 223 58 0 NA NA 2131 36 36 NA NA 2253 81 69 NA
1543100400.0 1343.0 62 159 182 0 NA 98 208 230 0 NA 2758 482 624 717 NA 2892 600 709 759 NA
1543100400.0 1348.0 59 159 182 0 NA 95 204 228 0 NA 1402 400 486 683 NA 1501 513 596 739 NA
1543100400.0 140.53 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1543100400.0 15.0 NA 160 181 0 NA NA 209 217 0 NA NA 1362 1564 734 NA NA 1608 1740 777 NA
1543100400.0 16.0 NA 162 172 0 NA NA 214 220 0 NA NA 1878 2242 937 NA NA 2002 2319 978 NA
1543100400.0 19.0 NA 160 179 0 NA NA 209 217 0 NA NA 1429 1584 732 NA NA 1613 1744 774 NA
1543100400.0 200.0 NA 169 194 0 NA NA 230 252 0 NA NA 942 1330 762 NA NA 1114 1505 854 NA
1543100400.0 202.0 NA 177 198 0 NA NA 231 252 0 NA NA 1047 1420 771 NA NA 1317 1693 823 NA
1543100400.0 203.0 NA 169 190 0 NA NA 229 247 0 NA NA 926 1215 759 NA NA 1152 1408 803 NA
1543100400.0 204.0 54 170 189 0 NA 90 224 246 0 NA 3242 895 1446 893 NA 3413 1079 1632 976 NA
1543100400.0 205.0 NA 173 192 0 NA NA 227 246 0 NA NA 880 1160 755 NA NA 1087 1413 815 NA
1543100400.0 25.0 NA 160 180 0 61 NA 217 226 0 89 NA 2689 3898 967 256 NA 3106 4120 1021 331
1543100400.0 25202.0 NA 171 204 0 76 NA 236 265 0 115 NA 1204 1856 1024 201 NA 1481 2110 1081 258
1543100400.0 25203.0 62 168 197 0 75 97 229 259 0 116 2915 1054 1453 857 186 4363 1520 1976 894 270
1543100400.0 25204.0 60 168 202 0 76 96 229 266 0 116 2800 1097 1511 770 174 3279 2702 3565 817 220
1543100400.0 25205.0 NA 169 197 0 75 NA 232 266 0 115 NA 940 1394 711 137 NA 2141 2761 745 181
1543100400.0 33.0 NA 153 174 0 NA NA 213 221 0 NA NA 1822 2308 839 NA NA 1918 2384 888 NA
1543100400.0 37.0 NA 159 175 0 NA NA 218 226 0 NA NA 2260 3100 733 NA NA 2384 3272 765 NA
1543100400.0 39.0 NA 160 179 0 NA NA 219 230 0 NA NA 2543 3589 729 NA NA 2671 3770 763 NA
1543100400.0 4.23 NA 167 0 NA NA NA 219 0 NA NA NA 1733 402 NA NA NA 1955 478 NA NA
1543100400.0 4.24 NA 166 0 NA NA NA 212 0 NA NA NA 1944 385 NA NA NA 2150 457 NA NA
1543100400.0 4.25 NA 163 0 NA NA NA 209 0 NA NA NA 1834 361 NA NA NA 1935 408 NA NA
1543100400.0 4.26 NA 170 0 NA NA NA 209 0 NA NA NA 2288 392 NA NA NA 2635 474 NA NA
1543100400.0 4.27 NA 162 0 NA NA NA 210 0 NA NA NA 2312 326 NA NA NA 2497 384 NA NA
1543100400.0 4.35 NA 172 0 NA NA NA 213 0 NA NA NA 3410 387 NA NA NA 3943 500 NA NA
1543100400.0 4.36 NA 164 0 NA NA NA 209 0 NA NA NA 2441 368 NA NA NA 2948 421 NA NA
1543100400.0 4.41 NA 112 181 0 NA NA 152 238 0 NA NA 1230 5815 616 NA NA 1578 6166 685 NA
1543100400.0 4.43 NA 112 179 0 NA NA 150 239 0 NA NA 881 4196 636 NA NA 1574 4485 696 NA
1543100400.0 4.52 NA 109 189 0 NA NA 154 238 0 NA NA 1604 7496 516 NA NA 1754 7774 563 NA
1543100400.0 4.55 NA 111 190 0 NA NA 155 238 0 NA NA 1973 7505 512 NA NA 3025 7802 579 NA
1543100400.0 4.63 NA 104 187 0 NA NA 154 238 0 NA NA 1732 7447 508 NA NA 3276 7790 566 NA
1543100400.0 4.73 NA 103 188 0 69 NA 155 244 0 112 NA 1649 7100 504 542 NA 3148 8899 585 712
1543100400.0 4.75 NA 106 188 0 72 NA 154 238 0 108 NA 1639 6635 495 486 NA 2348 7222 577 602
1543100400.0 4001.0 NA 170 198 NA NA NA 231 252 NA NA NA 888 1301 NA NA NA 1056 1430 NA NA
1543100400.0 4006.0 56 165 190 NA NA 81 224 249 NA NA 843 873 1168 NA NA 894 1050 1363 NA NA
1543100400.0 50000.0 NA 112 191 NA NA NA 153 243 NA NA NA 1128 7716 NA NA NA 1967 8969 NA NA
1543100400.0 50200.0 NA 171 209 0 83 NA 232 264 0 115 NA 1093 1820 1058 206 NA 1324 2082 1114 245
1543100400.0 50202.0 NA 172 202 0 83 NA 235 265 0 115 NA 958 1667 717 159 NA 1260 2710 784 217
1543100400.0 50203.0 62 171 207 0 75 97 230 272 0 116 2929 1158 1988 924 196 4376 1817 2395 986 242
1543100400.0 50204.0 62 168 200 0 75 96 228 264 0 116 3320 1077 1763 895 188 4805 1355 2098 949 252
1543100400.0 50205.0 NA 165 197 0 74 NA 231 265 0 115 NA 868 1381 717 148 NA 2060 2624 758 195
1543100400.0 527.0 30 0 NA NA NA 52 0 NA NA NA 51 13 NA NA NA 106 42 NA NA NA
1543100400.0 530.0 31 0 NA NA NA 52 0 NA NA NA 55 13 NA NA NA 111 41 NA NA NA
1543100400.0 541.0 38 0 NA NA NA 62 0 NA NA NA 67 13 NA NA NA 128 41 NA NA NA
1543100400.0 6.0 NA 160 172 0 NA NA 210 217 0 NA NA 1299 1442 724 NA NA 1513 1625 796 NA
1543100400.0 8.0 NA 145 106 38 0 NA 194 148 63 0 NA 824 760 67 324 NA 914 835 97 354
