Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1543100400.0 10001.0 NA 220 631 91 0 NA NA NA NA 468 799 134 0 NA NA NA NA 1765 3108 492 1912 NA NA NA NA 2645 4227 727 2024 NA NA NA
1543100400.0 10002.0 NA 218 642 85 0 NA NA NA NA 481 802 135 0 NA NA NA NA 1845 2495 423 1934 NA NA NA NA 2129 2712 570 2063 NA NA NA
1543100400.0 10003.0 NA 224 613 84 0 NA NA NA NA 467 804 134 0 NA NA NA NA 1861 3170 455 2109 NA NA NA NA 2554 4426 693 2749 NA NA NA
1543100400.0 10005.0 NA 207 636 89 0 NA NA NA NA 475 802 134 0 NA NA NA NA 1807 2923 555 2008 NA NA NA NA 2073 4211 624 2099 NA NA NA
1543100400.0 10006.0 NA 192 631 93 0 NA NA NA NA 472 786 134 0 NA NA NA NA 1830 2413 408 2001 NA NA NA NA 2260 2543 537 2143 NA NA NA
1543100400.0 10007.0 NA 219 634 95 0 NA NA NA NA 475 794 145 0 NA NA NA NA 1869 3043 493 2242 NA NA NA NA 2534 4168 950 2423 NA NA NA
1543100400.0 1001.0 NA 362 182 0 0 0 0 0 NA 460 231 0 0 0 0 0 NA 2522 624 88 100 246 136 248 NA 3264 1075 178 179 307 250 314
1543100400.0 10024.3 NA 177 220 0 NA NA NA NA NA 471 348 0 NA NA NA NA NA 2204 1029 315 NA NA NA NA NA 2614 1668 404 NA NA NA NA
1543100400.0 1003.0 NA 316 0 NA NA NA NA NA NA 418 0 NA NA NA NA NA NA 3049 475 NA NA NA NA NA NA 2119 650 NA NA NA NA NA
1543100400.0 1004.0 NA 312 161 0 0 0 0 NA NA 417 214 0 0 0 0 NA NA 1069 479 90 132 249 252 NA NA 1630 705 453 438 375 343 NA
1543100400.0 10042.0 NA 217 644 96 0 NA NA NA NA 485 811 145 0 NA NA NA NA 2071 2612 498 2028 NA NA NA NA 2155 2483 637 2160 NA NA NA
1543100400.0 10059.0 NA 254 656 104 0 NA NA NA NA 466 815 145 0 NA NA NA NA 2189 4149 506 1990 NA NA NA NA 2750 4222 755 2100 NA NA NA
1543100400.0 1020.0 NA 36 NA NA NA NA NA NA NA 106 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 435 NA NA NA NA NA NA
