Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1542495600.0 1.0 101 84 168 NA NA NA NA NA 186 367 291 NA NA NA NA NA 1630 874 1095 NA NA NA NA NA 1492 816 1958 NA NA NA NA NA
1542495600.0 10.0 NA 118 440 0 NA NA NA NA NA 368 534 0 NA NA NA NA NA 2845 3571 542 NA NA NA NA NA 1958 2344 596 NA NA NA NA
1542495600.0 1000.0 NA 399 164 0 43 NA NA NA NA 508 261 0 90 NA NA NA NA 3495 1593 792 340 NA NA NA NA 2511 1487 1120 460 NA NA NA
1542495600.0 10001.0 NA 221 596 84 0 NA NA NA NA 478 799 135 0 NA NA NA NA 1419 2894 465 2000 NA NA NA NA 2426 3350 675 2101 NA NA NA
1542495600.0 10002.0 NA 212 640 94 0 NA NA NA NA 475 800 135 0 NA NA NA NA 1507 2339 398 2228 NA NA NA NA 1633 2332 552 2404 NA NA NA
1542495600.0 10003.0 NA 227 473 85 0 NA NA NA NA 473 773 136 0 NA NA NA NA 1522 2878 487 2053 NA NA NA NA 1650 5222 830 2149 NA NA NA
1542495600.0 10004.0 NA 208 636 86 0 NA NA NA NA 484 797 135 0 NA NA NA NA 1505 2331 402 2194 NA NA NA NA 2024 2419 511 2325 NA NA NA
1542495600.0 10005.0 NA 214 618 84 0 NA NA NA NA 467 800 135 0 NA NA NA NA 1456 2349 411 2252 NA NA NA NA 2252 2447 601 2396 NA NA NA
1542495600.0 10006.0 NA 202 635 84 0 NA NA NA NA 468 788 134 0 NA NA NA NA 1529 2311 389 1992 NA NA NA NA 2016 2280 467 2089 NA NA NA
1542495600.0 10007.0 NA 218 209 97 0 NA NA NA NA 466 802 145 0 NA NA NA NA 1466 3094 514 1838 NA NA NA NA 2615 6544 767 1921 NA NA NA
1542495600.0 10008.0 NA 206 636 94 0 NA NA NA NA 468 798 144 0 NA NA NA NA 1602 2372 437 2179 NA NA NA NA 2174 2392 589 2396 NA NA NA
1542495600.0 10009.0 NA 221 637 97 0 NA NA NA NA 467 789 144 0 NA NA NA NA 1555 2411 423 2185 NA NA NA NA 1758 2496 535 2445 NA NA NA
1542495600.0 1001.0 NA 365 179 0 0 0 0 0 NA 458 232 0 0 0 0 0 NA 2982 640 92 108 284 163 282 NA 2469 834 185 164 372 341 460
1542495600.0 1002.0 NA 391 76 NA NA NA NA NA NA 496 123 NA NA NA NA NA NA 3117 439 NA NA NA NA NA NA 2134 374 NA NA NA NA NA
1542495600.0 10023.0 NA 215 632 87 0 NA NA NA NA 474 796 134 0 NA NA NA NA 1453 2331 414 2055 NA NA NA NA 1603 2348 519 2152 NA NA NA
1542495600.0 10024.0 NA 240 657 98 0 NA NA NA NA 481 823 147 0 NA NA NA NA 1677 2639 438 2243 NA NA NA NA 2284 2424 575 2377 NA NA NA
1542495600.0 10024.1 NA 241 270 0 NA NA NA NA NA 475 377 0 NA NA NA NA NA 2160 886 417 NA NA NA NA NA 2496 933 502 NA NA NA NA
1542495600.0 10024.2 NA 239 651 0 NA NA NA NA NA 476 804 0 NA NA NA NA NA 1578 3053 2147 NA NA NA NA NA 2187 2807 2263 NA NA NA NA
1542495600.0 10024.3 NA 237 244 0 NA NA NA NA NA 467 347 0 NA NA NA NA NA 2038 851 350 NA NA NA NA NA 2039 946 453 NA NA NA NA
