Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1542751200.0 1.0 98 86 177 NA NA NA NA NA 186 367 286 NA NA NA NA NA 4736 1743 3109 NA NA NA NA NA 5014 2675 6838 NA NA NA NA NA
1542751200.0 10.0 NA 129 440 0 NA NA NA NA NA 375 533 0 NA NA NA NA NA 2328 3327 543 NA NA NA NA NA 1431 2303 622 NA NA NA NA
1542751200.0 1000.0 NA 395 158 0 45 NA NA NA NA 498 258 0 90 NA NA NA NA 3050 1383 635 284 NA NA NA NA 2206 1619 725 401 NA NA NA
1542751200.0 10001.0 NA 219 632 84 0 NA NA NA NA 481 798 136 0 NA NA NA NA 1275 2141 374 1728 NA NA NA NA 1642 3130 880 3369 NA NA NA
1542751200.0 10002.0 NA 220 640 94 0 NA NA NA NA 471 791 136 0 NA NA NA NA 1287 2080 351 1738 NA NA NA NA 1336 2166 551 3471 NA NA NA
1542751200.0 10003.0 NA 234 632 84 0 NA NA NA NA 474 793 136 0 NA NA NA NA 1297 2130 388 1734 NA NA NA NA 1537 2909 744 1944 NA NA NA
1542751200.0 10004.0 NA 210 634 94 0 NA NA NA NA 477 799 136 0 NA NA NA NA 1351 2012 424 1752 NA NA NA NA 1597 2095 1662 1924 NA NA NA
1542751200.0 10005.0 NA 216 636 93 0 NA NA NA NA 475 794 135 0 NA NA NA NA 1259 2048 360 1700 NA NA NA NA 2546 2252 524 1800 NA NA NA
1542751200.0 10006.0 NA 209 563 89 0 NA NA NA NA 474 795 133 0 NA NA NA NA 1262 2163 369 1730 NA NA NA NA 1504 2671 814 3206 NA NA NA
1542751200.0 10007.0 NA 230 632 96 0 NA NA NA NA 477 790 145 0 NA NA NA NA 1475 2206 382 1810 NA NA NA NA 1723 16992 956 2378 NA NA NA
1542751200.0 10008.0 NA 217 633 104 0 NA NA NA NA 471 794 144 0 NA NA NA NA 1291 2128 377 1740 NA NA NA NA 1412 2097 608 1830 NA NA NA
1542751200.0 10009.0 NA 218 555 97 0 NA NA NA NA 467 790 144 0 NA NA NA NA 1375 2219 374 1766 NA NA NA NA 1803 2416 597 1874 NA NA NA
1542751200.0 1001.0 NA 361 178 0 0 0 0 0 NA 459 231 0 0 0 0 0 NA 2615 549 69 84 247 117 248 NA 2294 1043 154 116 289 194 307
1542751200.0 1002.0 NA 391 68 NA NA NA NA NA NA 497 124 NA NA NA NA NA NA 3029 461 NA NA NA NA NA NA 2322 416 NA NA NA NA NA
1542751200.0 10023.0 NA 214 633 88 0 NA NA NA NA 478 801 135 0 NA NA NA NA 1326 2204 351 1757 NA NA NA NA 1367 3305 459 1907 NA NA NA
1542751200.0 10024.0 NA 242 634 101 0 NA NA NA NA 467 790 147 0 NA NA NA NA 1430 2489 392 1784 NA NA NA NA 2272 2644 509 1955 NA NA NA
1542751200.0 10024.1 NA 243 270 0 NA NA NA NA NA 475 392 0 NA NA NA NA NA 1471 821 297 NA NA NA NA NA 1546 904 356 NA NA NA NA
1542751200.0 10024.2 NA 228 662 0 NA NA NA NA NA 474 813 0 NA NA NA NA NA 1592 2271 1773 NA NA NA NA NA 1868 2074 1842 NA NA NA NA
1542751200.0 10024.3 NA 227 244 0 NA NA NA NA NA 467 345 0 NA NA NA NA NA 1759 768 266 NA NA NA NA NA 16053 930 414 NA NA NA NA
1542751200.0 10024.4 NA 236 654 0 NA NA NA NA NA 474 820 0 NA NA NA NA NA 1508 2269 1712 NA NA NA NA NA 2732 2390 1768 NA NA NA NA
1542751200.0 10024.5 NA 229 266 0 NA NA NA NA NA 474 375 0 NA NA NA NA NA 1601 827 295 NA NA NA NA NA 15714 990 394 NA NA NA NA
1542751200.0 10024.6 NA 244 649 0 NA NA NA NA NA 468 812 0 NA NA NA NA NA 1503 2228 1718 NA NA NA NA NA 1529 2080 1900 NA NA NA NA
1542751200.0 10025.0 NA 234 647 90 0 NA NA NA NA 476 801 135 0 NA NA NA NA 1341 2212 362 1831 NA NA NA NA 2886 2713 676 1981 NA NA NA
1542751200.0 10026.0 NA 233 657 97 0 NA NA NA NA 473 821 145 0 NA NA NA NA 1572 2508 379 1798 NA NA NA NA 1957 2259 733 2037 NA NA NA
1542751200.0 1003.0 NA 316 0 NA NA NA NA NA NA 414 0 NA NA NA NA NA NA 3075 475 NA NA NA NA NA NA 2509 709 NA NA NA NA NA
1542751200.0 1004.0 NA 310 161 0 0 0 0 NA NA 394 213 0 0 0 0 NA NA 1127 411 68 88 244 301 NA NA 2983 1347 302 145 342 699 NA
1542751200.0 10042.0 NA 228 643 106 0 NA NA NA NA 482 810 146 0 NA NA NA NA 1376 2211 376 1773 NA NA NA NA 1605 2149 468 1875 NA NA NA
1542751200.0 10059.0 NA 254 661 99 0 NA NA NA NA 474 822 146 0 NA NA NA NA 1582 2843 389 1754 NA NA NA NA 2215 2876 661 1925 NA NA NA
1542751200.0 10071.0 NA 234 648 91 0 NA NA NA NA 460 786 135 0 NA NA NA NA 1511 2716 403 1856 NA NA NA NA 2609 2659 752 2443 NA NA NA
1542751200.0 101.0 79 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 1011 NA NA NA NA NA NA NA 1587 NA NA NA NA NA NA NA
1542751200.0 1010.0 NA 30 70 0 NA NA NA NA NA 73 121 0 NA NA NA NA NA 105 205 90 NA NA NA NA NA 229 408 212 NA NA NA NA
1542751200.0 102.0 82 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 789 NA NA NA NA NA NA NA 1151 NA NA NA NA NA NA NA
1542751200.0 1020.0 NA 37 NA NA NA NA NA NA NA 113 NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA 533 NA NA NA NA NA NA
1542751200.0 10224.0 NA 406 927 0 NA NA NA NA NA 580 1187 0 NA NA NA NA NA 4278 5219 1823 NA NA NA NA NA 3787 3558 1905 NA NA NA NA
1542751200.0 10225.0 NA 400 893 0 NA NA NA NA NA 580 1108 0 NA NA NA NA NA 4535 5223 1828 NA NA NA NA NA 4356 3963 2084 NA NA NA NA
1542751200.0 103.0 44 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 736 326 1433 NA NA NA NA NA 1086 848 2542 NA NA NA NA NA
1542751200.0 1030.0 NA 179 37 0 NA NA NA NA NA 325 86 0 NA NA NA NA NA 10082 243 67 NA NA NA NA NA 4990 734 831 NA NA NA NA
1542751200.0 10424.0 NA 241 635 0 NA NA NA NA NA 474 809 0 NA NA NA NA NA 1692 2731 1815 NA NA NA NA NA 3668 2687 2115 NA NA NA NA
1542751200.0 105.0 100 89 23 NA NA NA NA NA 186 360 66 NA NA NA NA NA 1841 481 135 NA NA NA NA NA 1608 670 459 NA NA NA NA NA
1542751200.0 106.0 44 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 826 309 1483 NA NA NA NA NA 1136 1046 2546 NA NA NA NA NA
1542751200.0 107.0 102 92 412 NA NA NA NA NA 188 360 515 NA NA NA NA NA 3674 512 1745 NA NA NA NA NA 2133 588 2159 NA NA NA NA NA
1542751200.0 108.0 101 94 416 NA NA NA NA NA 189 368 516 NA NA NA NA NA 4532 593 1843 NA NA NA NA NA 1765 725 2244 NA NA NA NA NA
1542751200.0 10823.0 66 217 638 90 0 NA NA NA 125 469 796 135 0 NA NA NA 1971 1911 2432 406 1780 NA NA NA 2345 3519 2535 682 1917 NA NA NA
1542751200.0 10824.0 77 239 661 96 0 NA NA NA 136 460 823 146 0 NA NA NA 4538 1631 2771 441 1831 NA NA NA 2375 2186 3595 885 2047 NA NA NA
1542751200.0 10825.0 72 216 646 85 0 NA NA NA 130 467 802 135 0 NA NA NA 3696 1594 2618 427 1796 NA NA NA 1957 2443 3746 930 1937 NA NA NA
1542751200.0 10826.0 78 225 659 104 0 NA NA NA 137 469 817 145 0 NA NA NA 6476 1727 2909 419 1834 NA NA NA 4018 2884 2656 668 1997 NA NA NA
