Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1541890800.0 1.0 54 83 130 NA NA NA NA NA 98 146 183 NA NA NA NA NA 2161 447 735 NA NA NA NA NA 2249 510 1451 NA NA NA NA NA
1541890800.0 10.0 NA 83 198 0 NA NA NA NA NA 151 256 0 NA NA NA NA NA 1666 1555 425 NA NA NA NA NA 1779 2364 445 NA NA NA NA
1541890800.0 1000.0 NA 224 126 0 39 NA NA NA NA 289 186 0 79 NA NA NA NA 1939 459 390 115 NA NA NA NA 2193 625 428 196 NA NA NA
1541890800.0 1001.0 NA 194 169 0 0 0 0 0 NA 254 218 0 0 0 0 0 NA 1384 317 5 46 285 25 320 NA 3361 343 11 62 292 34 337
1541890800.0 1002.0 NA 214 61 NA NA NA NA NA NA 279 100 NA NA NA NA NA NA 2688 190 NA NA NA NA NA NA 2912 248 NA NA NA NA NA
1541890800.0 10021.0 NA 88 132 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 754 856 285 NA NA NA NA NA 961 1256 328 NA NA NA NA
1541890800.0 10023.0 NA 88 131 0 NA NA NA NA NA 181 181 0 NA NA NA NA NA 672 584 318 NA NA NA NA NA 849 794 361 NA NA NA NA
1541890800.0 10024.0 NA 93 134 0 NA NA NA NA NA 181 185 0 NA NA NA NA NA 796 776 317 NA NA NA NA NA 1199 988 403 NA NA NA NA
1541890800.0 10025.0 NA 88 133 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 693 559 310 NA NA NA NA NA 868 756 345 NA NA NA NA
1541890800.0 10026.0 NA 93 136 0 NA NA NA NA NA 181 186 0 NA NA NA NA NA 776 787 314 NA NA NA NA NA 960 1104 338 NA NA NA NA
1541890800.0 1003.0 NA 179 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 2117 227 NA NA NA NA NA NA 2167 249 NA NA NA NA NA
1541890800.0 1004.0 NA 180 139 0 0 0 0 NA NA 241 180 0 0 0 0 NA NA 671 404 8 68 659 652 NA NA 851 469 16 79 669 664 NA
1541890800.0 101.0 83 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 820 NA NA NA NA NA NA NA 849 NA NA NA NA NA NA NA
1541890800.0 102.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 637 NA NA NA NA NA NA NA 664 NA NA NA NA NA NA NA
1541890800.0 10224.0 NA 125 199 0 NA NA NA NA NA 193 281 0 NA NA NA NA NA 2297 2096 245 NA NA NA NA NA 5552 5402 417 NA NA NA NA
1541890800.0 10225.0 NA 116 202 0 NA NA NA NA NA 197 281 0 NA NA NA NA NA 2490 1953 222 NA NA NA NA NA 7686 6588 239 NA NA NA NA
1541890800.0 103.0 48 76 187 NA NA NA NA NA 91 148 253 NA NA NA NA NA 530 194 311 NA NA NA NA NA 541 209 351 NA NA NA NA NA
1541890800.0 105.0 55 78 24 NA NA NA NA NA 98 148 54 NA NA NA NA NA 2226 422 5 NA NA NA NA NA 2335 515 30 NA NA NA NA NA
1541890800.0 106.0 40 0 0 NA NA NA NA NA 76 0 0 NA NA NA NA NA 296 68 121 NA NA NA NA NA 314 149 138 NA NA NA NA NA
1541890800.0 107.0 60 80 191 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2521 276 364 NA NA NA NA NA 2550 298 405 NA NA NA NA NA
1541890800.0 108.0 57 80 195 NA NA NA NA NA 101 148 254 NA NA NA NA NA 3320 283 436 NA NA NA NA NA 3364 326 472 NA NA NA NA NA
1541890800.0 109.0 57 92 194 NA NA NA NA NA 101 148 254 NA NA NA NA NA 3898 295 469 NA NA NA NA NA 3989 318 1316 NA NA NA NA NA
1541890800.0 11.0 NA 79 204 0 53 NA NA NA NA 154 264 0 90 NA NA NA NA 1329 678 438 29 NA NA NA NA 1365 713 452 46 NA NA NA
1541890800.0 110.0 45 77 193 NA NA NA NA NA 89 148 253 NA NA NA NA NA 625 425 334 NA NA NA NA NA 674 475 1368 NA NA NA NA NA
1541890800.0 1102.0 NA 83 200 117 73 NA NA NA NA 150 260 175 112 NA NA NA NA 1871 2999 2526 193 NA NA NA NA 1930 3905 2777 253 NA NA NA
1541890800.0 111.0 53 77 191 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2547 317 536 NA NA NA NA NA 2656 371 633 NA NA NA NA NA
1541890800.0 112.0 55 77 194 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2584 301 368 NA NA NA NA NA 2613 341 494 NA NA NA NA NA
1541890800.0 113.0 61 89 193 NA NA NA NA NA 100 149 254 NA NA NA NA NA 2631 282 355 NA NA NA NA NA 2663 303 404 NA NA NA NA NA
1541890800.0 114.0 54 81 192 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2386 281 384 NA NA NA NA NA 2423 310 423 NA NA NA NA NA
1541890800.0 115.0 55 80 204 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3222 284 379 NA NA NA NA NA 3302 301 419 NA NA NA NA NA
1541890800.0 116.0 56 79 192 NA NA NA NA NA 101 148 254 NA NA NA NA NA 2937 283 399 NA NA NA NA NA 2966 318 439 NA NA NA NA NA
1541890800.0 117.0 56 79 194 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3843 302 438 NA NA NA NA NA 3896 555 1181 NA NA NA NA NA
1541890800.0 118.0 56 82 193 NA NA NA NA NA 100 148 254 NA NA NA NA NA 2955 290 457 NA NA NA NA NA 3093 316 561 NA NA NA NA NA
1541890800.0 119.0 54 82 192 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2543 278 367 NA NA NA NA NA 2571 303 411 NA NA NA NA NA
1541890800.0 12.0 NA 80 196 0 NA NA NA NA NA 150 256 0 NA NA NA NA NA 1497 1580 445 NA NA NA NA NA 1894 1976 763 NA NA NA NA
1541890800.0 120.0 46 75 186 NA NA NA NA NA 88 148 253 NA NA NA NA NA 374 268 315 NA NA NA NA NA 392 319 353 NA NA NA NA NA
1541890800.0 121.0 56 80 194 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3782 294 443 NA NA NA NA NA 3897 324 480 NA NA NA NA NA
1541890800.0 122.0 52 78 191 NA NA NA NA NA 97 148 254 NA NA NA NA NA 1483 279 461 NA NA NA NA NA 1529 338 564 NA NA NA NA NA
1541890800.0 123.1 175 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 444 NA NA NA NA NA NA NA 474 NA NA NA NA NA NA NA
1541890800.0 123.2 176 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 515 NA NA NA NA NA NA NA 543 NA NA NA NA NA NA NA
1541890800.0 123.3 163 NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA 331 NA NA NA NA NA NA NA
1541890800.0 124.1 172 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 299 NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA
1541890800.0 124.2 176 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 406 NA NA NA NA NA NA NA 432 NA NA NA NA NA NA NA
1541890800.0 124.4 170 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 307 NA NA NA NA NA NA NA 338 NA NA NA NA NA NA NA
1541890800.0 124.5 170 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 308 NA NA NA NA NA NA NA 338 NA NA NA NA NA NA NA
1541890800.0 124.6 162 NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA 326 NA NA NA NA NA NA NA
1541890800.0 125.0 55 80 195 NA NA NA NA NA 100 158 254 NA NA NA NA NA 3361 303 369 NA NA NA NA NA 3410 329 452 NA NA NA NA NA
1541890800.0 126.0 45 81 190 NA NA NA NA NA 89 148 253 NA NA NA NA NA 1055 403 523 NA NA NA NA NA 1106 454 631 NA NA NA NA NA
1541890800.0 127.0 44 76 190 NA NA NA NA NA 84 148 253 NA NA NA NA NA 1280 413 495 NA NA NA NA NA 1316 468 614 NA NA NA NA NA
1541890800.0 128.0 44 76 190 NA NA NA NA NA 83 148 253 NA NA NA NA NA 358 270 317 NA NA NA NA NA 376 294 363 NA NA NA NA NA
1541890800.0 129.0 44 78 188 NA NA NA NA NA 84 148 253 NA NA NA NA NA 365 290 321 NA NA NA NA NA 383 315 357 NA NA NA NA NA
1541890800.0 13.0 NA 84 191 0 NA NA NA NA NA 150 253 0 NA NA NA NA NA 319 1060 581 NA NA NA NA NA 391 1208 630 NA NA NA NA
1541890800.0 130.0 45 81 189 NA NA NA NA NA 84 148 253 NA NA NA NA NA 605 384 493 NA NA NA NA NA 654 422 570 NA NA NA NA NA
1541890800.0 1301.0 60 133 180 NA NA NA NA NA 104 199 229 NA NA NA NA NA 1033 433 757 NA NA NA NA NA 1099 523 834 NA NA NA NA NA
1541890800.0 1302.0 64 140 178 NA NA NA NA NA 110 198 234 NA NA NA NA NA 4910 525 1011 NA NA NA NA NA 5045 768 1257 NA NA NA NA NA
1541890800.0 1303.0 63 145 184 NA NA NA NA NA 111 199 239 NA NA NA NA NA 6709 771 1271 NA NA NA NA NA 6912 906 2108 NA NA NA NA NA
1541890800.0 1306.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1307.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1308.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1309.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 131.0 45 80 189 NA NA NA NA NA 85 148 253 NA NA NA NA NA 1255 497 515 NA NA NA NA NA 1315 590 673 NA NA NA NA NA
1541890800.0 1310.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1311.0 NA 147 230 0 66 NA NA NA NA 219 291 0 100 NA NA NA NA 725 1072 1916 94 NA NA NA NA 1584 1400 1953 151 NA NA NA
1541890800.0 1312.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1313.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1314.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1315.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1316.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1317.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1318.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1319.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 132.0 52 80 191 NA NA NA NA NA 96 148 253 NA NA NA NA NA 3044 419 572 NA NA NA NA NA 3150 611 678 NA NA NA NA NA
1541890800.0 1320.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1321.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1322.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1323.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1324.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1325.0 NA 172 254 0 68 NA NA NA NA 228 316 0 109 NA NA NA NA 574 934 1209 243 NA NA NA NA 695 1023 1463 625 NA NA NA
1541890800.0 1326.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1327.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1328.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1329.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 133.0 57 80 197 NA NA NA NA NA 102 148 254 NA NA NA NA NA 4229 307 478 NA NA NA NA NA 4316 625 863 NA NA NA NA NA
1541890800.0 1330.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1331.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1541890800.0 1332.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
