Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1543356000.0 10.0 NA 137 302 0 NA NA NA NA 560 451 0 NA NA NA NA 4043 6258 1337 NA NA NA NA 3287 6540 2148 NA NA NA
1543356000.0 1004.0 NA 227 98 0 0 0 0 NA 331 159 0 0 0 0 NA 905 372 99 107 257 322 NA 1182 1103 799 257 329 893
1543356000.0 101.0 93 NA NA NA NA NA NA 161 NA NA NA NA NA NA 1754 NA NA NA NA NA NA 2968 NA NA NA NA NA NA
1543356000.0 1010.0 NA 35 43 0 NA NA NA NA 84 92 0 NA NA NA NA 102 205 126 NA NA NA NA 279 378 242 NA NA NA
1543356000.0 102.0 93 NA NA NA NA NA NA 161 NA NA NA NA NA NA 1434 NA NA NA NA NA NA 3181 NA NA NA NA NA NA
1543356000.0 1020.0 NA 70 30 0 74 NA NA NA 134 67 0 146 NA NA NA 250 98 60 227 NA NA NA 501 301 132 481 NA NA
1543356000.0 103.0 82 110 277 NA NA NA NA 170 585 409 NA NA NA NA 3169 748 2823 NA NA NA NA 1971 977 5331 NA NA NA NA
1543356000.0 1040.1 NA 67 29 0 NA NA NA NA 129 70 0 NA NA NA NA 370 110 107 NA NA NA NA 936 267 171 NA NA NA
1543356000.0 106.0 47 0 0 NA NA NA NA 102 0 0 NA NA NA NA 1549 530 2531 NA NA NA NA 1437 778 5018 NA NA NA NA
1543356000.0 110.0 65 100 279 NA NA NA NA 130 585 421 NA NA NA NA 1787 811 2898 NA NA NA NA 1341 942 5086 NA NA NA NA
1543356000.0 111.0 89 101 279 NA NA NA NA 184 541 415 NA NA NA NA 3224 1144 2801 NA NA NA NA 2562 1628 4685 NA NA NA NA
1543356000.0 113.0 102 105 273 NA NA NA NA 215 583 425 NA NA NA NA 4722 894 3553 NA NA NA NA 2955 949 4618 NA NA NA NA
1543356000.0 114.0 104 104 273 NA NA NA NA 205 586 426 NA NA NA NA 4886 882 3181 NA NA NA NA 3790 1053 5447 NA NA NA NA
1543356000.0 116.0 108 108 270 NA NA NA NA 225 598 415 NA NA NA NA 7103 1012 3774 NA NA NA NA 3766 1045 4702 NA NA NA NA
