Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1542535200.0 1.0 68 84 190 NA NA NA NA 120 117 226 NA NA NA NA 3413 810 2067 NA NA NA NA 3807 1005 2521 NA NA NA NA
1542535200.0 10.0 NA 111 275 0 NA NA NA NA 185 325 0 NA NA NA NA 5964 8539 1512 NA NA NA NA 6507 9422 1702 NA NA NA
1542535200.0 1000.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 10001.0 NA 98 301 0 71 NA NA NA 181 360 0 108 NA NA NA 1573 3335 2413 512 NA NA NA 1661 3930 2464 599 NA NA
1542535200.0 10002.0 NA 100 297 0 72 NA NA NA 181 360 0 108 NA NA NA 1583 3420 2473 505 NA NA NA 1663 3772 2529 605 NA NA
1542535200.0 10003.0 NA 101 301 0 71 NA NA NA 184 362 0 108 NA NA NA 862 3359 2464 487 NA NA NA 949 3508 2509 580 NA NA
1542535200.0 10004.0 NA 101 299 0 72 NA NA NA 181 360 0 108 NA NA NA 896 3287 2417 490 NA NA NA 1075 3414 2589 562 NA NA
1542535200.0 10005.0 NA 101 299 0 87 NA NA NA 181 361 0 108 NA NA NA 833 3331 2419 584 NA NA NA 927 3526 2471 786 NA NA
1542535200.0 10006.0 NA 102 297 0 72 NA NA NA 184 359 0 108 NA NA NA 847 3255 2487 515 NA NA NA 931 3383 2534 594 NA NA
1542535200.0 10007.0 NA 103 298 0 85 NA NA NA 184 361 0 109 NA NA NA 1010 3432 2446 506 NA NA NA 1570 3745 2497 580 NA NA
1542535200.0 10008.0 NA 104 298 0 84 NA NA NA 184 361 0 109 NA NA NA 1513 3454 2502 482 NA NA NA 1602 3608 2552 552 NA NA
1542535200.0 10009.0 NA 103 300 0 72 NA NA NA 184 363 0 109 NA NA NA 1373 3583 2437 512 NA NA NA 1452 3960 2486 601 NA NA
1542535200.0 1001.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 1001.2 NA 303 140 0 NA NA NA NA 378 165 0 NA NA NA NA 45363 4764 335 NA NA NA NA 50752 5173 1330 NA NA NA
1542535200.0 1002.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 10023.0 NA 101 298 0 85 NA NA NA 182 362 0 108 NA NA NA 863 3262 2454 564 NA NA NA 943 3440 2506 737 NA NA
1542535200.0 10024.0 NA 106 304 0 72 NA NA NA 188 368 0 110 NA NA NA 1124 4057 2533 528 NA NA NA 1209 4189 2581 628 NA NA
1542535200.0 10024.1 NA 106 168 0 NA NA NA NA 188 211 0 NA NA NA NA 1198 2064 829 NA NA NA NA 1419 3534 951 NA NA NA
1542535200.0 10024.2 NA 106 300 0 NA NA NA NA 188 366 0 NA NA NA NA 1247 4332 2694 NA NA NA NA 1973 6012 3911 NA NA NA
1542535200.0 10024.3 NA 108 156 0 NA NA NA NA 188 202 0 NA NA NA NA 2027 2071 718 NA NA NA NA 2516 3508 828 NA NA NA
1542535200.0 10024.4 NA 108 298 0 NA NA NA NA 188 365 0 NA NA NA NA 1762 4305 2711 NA NA NA NA 2208 6370 3848 NA NA NA
1542535200.0 10024.5 NA 106 86 0 NA NA NA NA 188 123 0 NA NA NA NA 1969 1046 273 NA NA NA NA 3108 1392 311 NA NA NA
1542535200.0 10025.0 NA 105 306 0 73 NA NA NA 185 364 0 109 NA NA NA 1748 3494 2524 504 NA NA NA 2137 3646 2611 577 NA NA
1542535200.0 10026.0 NA 114 308 0 83 NA NA NA 195 380 0 109 NA NA NA 1243 4807 2505 555 NA NA NA 1394 5026 2552 622 NA NA
1542535200.0 1003.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 1004.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 10042.0 NA 104 304 0 75 NA NA NA 185 364 0 109 NA NA NA 1346 3521 2524 506 NA NA NA 1448 3658 2580 591 NA NA
1542535200.0 10059.0 NA 112 302 0 84 NA NA NA 193 378 0 109 NA NA NA 1286 5356 2561 529 NA NA NA 1378 5617 2610 609 NA NA
1542535200.0 10071.0 NA 106 303 0 72 NA NA NA 187 369 0 109 NA NA NA 1076 3836 2501 526 NA NA NA 1171 4015 2551 615 NA NA
1542535200.0 101.0 100 NA NA NA NA NA NA 148 NA NA NA NA NA NA 2314 NA NA NA NA NA NA 2496 NA NA NA NA NA NA
1542535200.0 1010.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 102.0 100 NA NA NA NA NA NA 148 NA NA NA NA NA NA 1988 NA NA NA NA NA NA 2187 NA NA NA NA NA NA
1542535200.0 1020.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 10224.0 NA 174 375 0 NA NA NA NA 256 483 0 NA NA NA NA 6278 9857 2713 NA NA NA NA 6917 11286 3550 NA NA NA
1542535200.0 10225.0 NA 172 366 0 NA NA NA NA 253 476 0 NA NA NA NA 6273 9397 2700 NA NA NA NA 6952 11052 3506 NA NA NA
1542535200.0 103.0 53 0 0 NA NA NA NA 95 0 0 NA NA NA NA 1159 311 3242 NA NA NA NA 1342 409 3781 NA NA NA NA
1542535200.0 1030.0 NA 149 62 0 0 NA NA NA 230 82 0 0 NA NA NA 26870 549 112 113 NA NA NA 28175 697 1063 448 NA NA
1542535200.0 1040.0 NA 274 45 0 NA NA NA NA 349 62 0 NA NA NA NA 38130 284 343 NA NA NA NA 40284 398 937 NA NA NA
1542535200.0 1040.1 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1542535200.0 10424.0 NA 105 301 0 NA NA NA NA 186 368 0 NA NA NA NA 1173 4259 2684 NA NA NA NA 2157 5989 3514 NA NA NA
