Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1541844000.0 1.0 63 75 164 NA NA NA NA NA NA 118 115 221 NA NA NA NA NA NA 3116 753 1915 NA NA NA NA NA NA 3735 985 2458 NA NA NA NA NA NA
1541844000.0 10.0 NA 106 256 0 NA NA NA NA NA NA 183 318 0 NA NA NA NA NA NA 4753 7470 1346 NA NA NA NA NA NA 5627 8515 1489 NA NA NA NA NA
1541844000.0 1000.0 NA 257 151 0 64 NA NA NA NA NA 346 259 0 86 NA NA NA NA NA 6738 3125 1891 546 NA NA NA NA NA 8198 3746 2029 589 NA NA NA NA
1541844000.0 10001.0 NA 102 298 0 71 NA NA NA NA NA 182 359 0 108 NA NA NA NA NA 907 3792 2627 535 NA NA NA NA NA 1172 5495 2967 737 NA NA NA NA
1541844000.0 10002.0 NA 100 301 0 73 NA NA NA NA NA 182 359 0 108 NA NA NA NA NA 949 3697 2568 509 NA NA NA NA NA 1452 4596 2845 623 NA NA NA NA
1541844000.0 10003.0 NA 113 299 0 71 NA NA NA NA NA 184 361 0 108 NA NA NA NA NA 940 3741 2594 543 NA NA NA NA NA 1304 4848 2800 760 NA NA NA NA
1541844000.0 10004.0 NA 102 301 0 71 NA NA NA NA NA 181 359 0 108 NA NA NA NA NA 903 3639 2592 527 NA NA NA NA NA 1161 4525 2776 751 NA NA NA NA
1541844000.0 10005.0 NA 100 302 0 71 NA NA NA NA NA 181 359 0 108 NA NA NA NA NA 962 3722 2677 531 NA NA NA NA NA 1384 5149 2895 745 NA NA NA NA
1541844000.0 10006.0 NA 102 299 0 73 NA NA NA NA NA 184 358 0 108 NA NA NA NA NA 930 3680 2543 497 NA NA NA NA NA 1182 4898 2839 616 NA NA NA NA
1541844000.0 10007.0 NA 103 303 0 72 NA NA NA NA NA 184 360 0 108 NA NA NA NA NA 1014 3843 2539 568 NA NA NA NA NA 1601 5225 2781 861 NA NA NA NA
1541844000.0 10008.0 NA 102 297 0 72 NA NA NA NA NA 184 360 0 108 NA NA NA NA NA 1009 3768 2548 567 NA NA NA NA NA 1505 4830 2782 856 NA NA NA NA
1541844000.0 10009.0 NA 113 300 0 72 NA NA NA NA NA 184 361 0 108 NA NA NA NA NA 978 3948 2610 563 NA NA NA NA NA 1342 5035 2821 854 NA NA NA NA
1541844000.0 1001.0 NA 231 113 0 0 0 0 0 0 NA 307 149 0 0 0 0 0 0 NA 5810 1395 240 158 272 474 257 474 NA 7941 2478 510 284 388 738 330 536
1541844000.0 1001.2 NA 297 122 0 NA NA NA NA NA NA 375 163 0 NA NA NA NA NA NA 37946 4381 304 NA NA NA NA NA NA 43100 4899 570 NA NA NA NA NA
1541844000.0 1002.0 NA 256 68 NA NA NA NA NA NA NA 346 113 NA NA NA NA NA NA NA 6899 961 NA NA NA NA NA NA NA 9707 1092 NA NA NA NA NA NA
1541844000.0 10023.0 NA 102 296 0 73 NA NA NA NA NA 182 361 0 108 NA NA NA NA NA 967 3682 2732 496 NA NA NA NA NA 1334 4687 2910 619 NA NA NA NA
1541844000.0 10024.0 NA 107 303 0 72 NA NA NA NA NA 188 367 0 109 NA NA NA NA NA 1202 4415 2613 599 NA NA NA NA NA 1543 5584 2880 890 NA NA NA NA
1541844000.0 10024.1 NA 107 170 0 NA NA NA NA NA NA 188 211 0 NA NA NA NA NA NA 1209 2008 839 NA NA NA NA NA NA 1647 2367 969 NA NA NA NA NA
1541844000.0 10024.2 NA 109 300 0 NA NA NA NA NA NA 188 365 0 NA NA NA NA NA NA 1229 4274 2632 NA NA NA NA NA NA 1604 5419 2808 NA NA NA NA NA
1541844000.0 10024.3 NA 105 158 0 NA NA NA NA NA NA 188 201 0 NA NA NA NA NA NA 1204 1927 664 NA NA NA NA NA NA 1558 2229 726 NA NA NA NA NA
1541844000.0 10024.4 NA 108 296 0 NA NA NA NA NA NA 188 363 0 NA NA NA NA NA NA 1208 4208 2626 NA NA NA NA NA NA 1433 5322 2766 NA NA NA NA NA
1541844000.0 10024.5 NA 107 86 0 NA NA NA NA NA NA 188 123 0 NA NA NA NA NA NA 1250 1053 276 NA NA NA NA NA NA 1626 1507 311 NA NA NA NA NA
1541844000.0 10025.0 NA 105 306 0 72 NA NA NA NA NA 185 363 0 108 NA NA NA NA NA 1060 3908 2783 585 NA NA NA NA NA 1634 4858 3432 840 NA NA NA NA
1541844000.0 10026.0 NA 120 304 0 72 NA NA NA NA NA 196 379 0 109 NA NA NA NA NA 1291 5196 2808 613 NA NA NA NA NA 1724 6035 3377 857 NA NA NA NA
