Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1541800800.0 1000.0 NA 256 150 0 49 NA NA NA NA NA 346 259 0 86 NA NA NA NA NA 6867 3108 1905 645 NA NA NA NA NA 7591 3937 2054 853 NA NA NA NA
1541800800.0 10001.0 NA 103 298 0 71 NA NA NA NA NA 182 359 0 108 NA NA NA NA NA 862 3726 2605 533 NA NA NA NA NA 1566 8596 2869 768 NA NA NA NA
1541800800.0 10002.0 NA 103 296 0 71 NA NA NA NA NA 182 359 0 108 NA NA NA NA NA 878 3795 2596 520 NA NA NA NA NA 1783 6123 2879 701 NA NA NA NA
1541800800.0 10003.0 NA 105 300 0 71 NA NA NA NA NA 184 361 0 108 NA NA NA NA NA 951 3768 2624 545 NA NA NA NA NA 2047 10214 2929 769 NA NA NA NA
1541800800.0 10004.0 NA 102 295 0 71 NA NA NA NA NA 181 359 0 108 NA NA NA NA NA 869 3643 2591 538 NA NA NA NA NA 1564 9326 2890 733 NA NA NA NA
1541800800.0 10005.0 NA 103 300 0 71 NA NA NA NA NA 181 359 0 108 NA NA NA NA NA 874 3791 2818 543 NA NA NA NA NA 1833 9871 3029 751 NA NA NA NA
1541800800.0 10006.0 NA 101 294 0 71 NA NA NA NA NA 184 358 0 108 NA NA NA NA NA 1670 3543 2657 532 NA NA NA NA NA 2840 5796 2919 723 NA NA NA NA
1541800800.0 10007.0 NA 102 296 0 72 NA NA NA NA NA 184 360 0 108 NA NA NA NA NA 951 3853 2632 553 NA NA NA NA NA 2181 10352 2915 791 NA NA NA NA
1541800800.0 10008.0 NA 104 296 0 72 NA NA NA NA NA 184 360 0 108 NA NA NA NA NA 1000 3935 2639 531 NA NA NA NA NA 2288 10614 2951 750 NA NA NA NA
1541800800.0 10009.0 NA 103 302 0 72 NA NA NA NA NA 184 361 0 108 NA NA NA NA NA 957 3890 2596 557 NA NA NA NA NA 2218 10134 2856 801 NA NA NA NA
1541800800.0 1001.0 NA 229 121 0 0 0 0 0 0 NA 307 149 0 0 0 0 0 0 NA 5903 1396 236 160 260 471 244 454 NA 7741 2064 432 274 341 559 292 530
1541800800.0 1001.2 NA 297 122 0 NA NA NA NA NA NA 375 163 0 NA NA NA NA NA NA 37802 4550 327 NA NA NA NA NA NA 45118 5177 519 NA NA NA NA NA
1541800800.0 1002.0 NA 257 69 NA NA NA NA NA NA NA 346 113 NA NA NA NA NA NA NA 6892 949 NA NA NA NA NA NA NA 9125 1010 NA NA NA NA NA NA
1541800800.0 10023.0 NA 102 295 0 71 NA NA NA NA NA 182 361 0 108 NA NA NA NA NA 957 3677 2825 520 NA NA NA NA NA 1615 5609 3039 723 NA NA NA NA
1541800800.0 10024.0 NA 107 303 0 71 NA NA NA NA NA 188 367 0 109 NA NA NA NA NA 1979 4361 2669 592 NA NA NA NA NA 3055 6459 2919 869 NA NA NA NA
1541800800.0 10024.1 NA 107 169 0 NA NA NA NA NA NA 188 211 0 NA NA NA NA NA NA 1180 2209 840 NA NA NA NA NA NA 1411 2909 935 NA NA NA NA NA
1541800800.0 10024.2 NA 107 298 0 NA NA NA NA NA NA 188 365 0 NA NA NA NA NA NA 1171 4354 2794 NA NA NA NA NA NA 1698 10169 3409 NA NA NA NA NA
1541800800.0 10024.3 NA 109 161 0 NA NA NA NA NA NA 188 202 0 NA NA NA NA NA NA 1761 2133 699 NA NA NA NA NA NA 2104 3002 786 NA NA NA NA NA
1541800800.0 10024.4 NA 109 299 0 NA NA NA NA NA NA 188 363 0 NA NA NA NA NA NA 1353 4327 2855 NA NA NA NA NA NA 2183 7169 3449 NA NA NA NA NA
1541800800.0 10024.5 NA 107 86 0 NA NA NA NA NA NA 188 123 0 NA NA NA NA NA NA 1246 1054 282 NA NA NA NA NA NA 1575 1574 353 NA NA NA NA NA
1541800800.0 10025.0 NA 103 302 0 71 NA NA NA NA NA 185 363 0 108 NA NA NA NA NA 1046 3864 2644 597 NA NA NA NA NA 2260 10217 2836 861 NA NA NA NA
1541800800.0 10026.0 NA 113 301 0 71 NA NA NA NA NA 195 379 0 109 NA NA NA NA NA 1672 5112 2633 595 NA NA NA NA NA 2346 7112 3036 847 NA NA NA NA
1541800800.0 1003.0 NA 221 0 NA NA NA NA NA NA NA 303 0 NA NA NA NA NA NA NA 7200 1461 NA NA NA NA NA NA NA 10119 1646 NA NA NA NA NA NA
1541800800.0 1004.0 NA 202 96 0 0 0 0 NA NA NA 271 131 0 0 0 0 NA NA NA 2025 642 154 262 532 470 NA NA NA 3175 1041 243 374 765 535 NA NA
1541800800.0 10042.0 NA 104 300 0 71 NA NA NA NA NA 185 363 0 109 NA NA NA NA NA 1817 4180 2712 562 NA NA NA NA NA 2909 11070 3067 805 NA NA NA NA
1541800800.0 10059.0 NA 112 305 0 70 NA NA NA NA NA 194 377 0 109 NA NA NA NA NA 1416 5780 2679 581 NA NA NA NA NA 2284 12210 2916 836 NA NA NA NA
1541800800.0 10071.0 NA 107 304 0 71 NA NA NA NA NA 187 367 0 109 NA NA NA NA NA 1161 4204 2635 591 NA NA NA NA NA 1811 6187 2903 878 NA NA NA NA
1541800800.0 101.0 96 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 2284 NA NA NA NA NA NA NA NA 2410 NA NA NA NA NA NA NA NA
1541800800.0 1010.0 NA 29 0 NA NA NA NA NA NA NA 100 0 NA NA NA NA NA NA NA 242 224 NA NA NA NA NA NA NA 352 352 NA NA NA NA NA NA
1541800800.0 102.0 97 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 1938 NA NA NA NA NA NA NA NA 2083 NA NA NA NA NA NA NA NA
1541800800.0 1020.0 NA 40 35 0 40 NA NA NA NA NA 112 59 0 114 NA NA NA NA NA 533 211 134 502 NA NA NA NA NA 675 287 198 575 NA NA NA NA
1541800800.0 10224.0 NA 171 366 0 NA NA NA NA NA NA 254 475 0 NA NA NA NA NA NA 7146 9819 2871 NA NA NA NA NA NA 8264 15236 3387 NA NA NA NA NA
